state,government_function,full_time_employees,full_time_employees_coefficient_of_variation_as_percent,full_time_pay,full_time_pay_coefficient_of_variation_as_percent,part_time_employees,part_time_employees_coefficient_of_variation_as_percent,part_time_pay,part_time_pay_coefficient_of_variation_as_percent,part_time_hours,part_time_hours_coefficient_of_variation_as_percent,full_time_equivalent_employees,full_time_equivalent_employees_coefficient_of_variation_as_percent,total_employees,total_employees_coefficient_of_variation_as_percent,total_march_pay,total_march_pay_coefficient_of_variation_as_percent,year
MO,highways,6297,1.53,19754962,1.25,488,0.61,414511,0.47,30123,0.7,6466,1.5,6785,1.42,20169473,1.23,2009
MO,air transportation,1225,0.29,4998953,0.14,117,2.56,136436,6.2,9981,5.12,1281,0.52,1342,0.34,5135389,0.22,2009
MO,water transport and terminals,2,0.01,12344,0.01,2,0.01,420,0.01,34,0.01,2,0.01,4,0,12764,0,2009
MO,public welfare,2989,6.73,6465477,6.03,1003,6.36,828776,7.16,83530,7.05,3472,6.86,3992,5.28,7294253,5.4,2009
MO,health,3063,1.86,11352817,1.88,1127,1.77,1158885,2.11,85400,2.48,3548,1.74,4190,1.44,12511702,1.71,2009
MO,hospitals,11277,1.38,42908634,1.25,3903,2.26,7333799,3.15,357569,3.46,13317,1.13,15180,1.18,50242433,1.17,2009
MO,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
MO,solid waste management,805,1.48,2425554,1.1,155,3.2,140828,1.4,13064,1.29,879,1.18,960,1.35,2566382,1.04,2009
MO,sewerage,2846,1,10455046,0.59,33,0.04,53292,0.01,3099,0.01,2863,0.99,2879,0.99,10508338,0.59,2009
MO,parks and recreation,3388,0.93,11383997,0.93,5063,0.92,2495259,0.64,256065,0.73,4827,0.92,8451,0.66,13879256,0.77,2009
MO,housing and community development,1247,2.77,4319014,2.17,67,2.68,69581,2.74,6482,3.34,1284,2.91,1314,2.63,4388595,2.14,2009
MO,natural resources,480,0.14,1414687,0.14,231,1.2,109905,2.08,8181,2.96,523,0.01,711,0.4,1524592,0.2,2009
MO,water transport and terminals,2931,1.05,10102450,0.93,610,1.59,420664,4.41,30778,2.95,3078,0.61,3541,0.91,10523114,0.91,2009
MO,electric power,1591,0.62,8140800,0.5,47,0.01,135870,0.01,4349,0.01,1615,0.61,1638,0.6,8276670,0.49,2009
MO,gas supply,268,1.17,1209385,0.7,11,0.01,9108,0.01,1134,0.01,274,1.15,279,1.13,1218493,0.7,2009
MO,transit,2906,0.01,12266844,0,211,0.96,308142,0.54,18504,1.08,3011,0.04,3117,0.07,12574986,0.01,2009
MO,education total,132386,1.29,437798614,1.31,40265,2.02,34551678,2.06,2147559,1.78,144939,1.33,172651,1.1,472350292,1.22,2009
MO,education - elementary and secondary total,126370,1.1,413380057,1.11,32671,1.08,26666400,1.11,1833808,1.13,137140,1.1,159041,0.9,440046457,1.05,2009
MO,education - elementary and secondary instructional,89776,1.08,331936721,1.1,17793,1.04,14524376,1,889893,1.03,94981,1.08,107569,0.92,346461097,1.06,2009
MO,education - elementary and secondary other,36594,1.15,81443336,1.16,14878,1.14,12142024,1.24,943915,1.22,42159,1.14,51472,0.88,93585360,1.02,2009
MO,education - higher education total,6016,5.28,24418557,4.64,7594,6.04,7885278,5.27,313751,5.54,7799,5.4,13610,4.1,32303835,3.74,2009
MO,education - higher education instructional,2036,5.01,10843172,4.3,4241,6.74,6054534,5.55,149019,6.33,2887,5.65,6277,4.84,16897706,3.4,2009
MO,education - higher education other,3980,5.41,13575385,4.91,3353,5.15,1830744,4.34,164732,4.83,4912,5.25,7333,3.76,15406129,4.36,2009
MO,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
MO,libraries,1834,1.68,5619783,1.61,2632,1.95,1890979,2,157769,2,2716,1.8,4466,1.34,7510762,1.3,2009
MO,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
MO,other and unallocable,3197,0.86,11521613,0.65,939,2.9,682874,2.32,64126,4.08,3561,1.44,4136,0.93,12204487,0.62,2009
MT,total,30677,1.51,106504635,1.57,13431,1.41,12954317,1.29,857601,1.81,36022,1.51,44108,1.14,119458952,1.4,2009
MT,financial administration,711,2.89,2223405,2.47,120,1.43,111869,1.72,6950,2.08,751,2.72,831,2.48,2335274,2.35,2009
MT,other government administration,752,2.03,2590363,1.91,780,1.37,366277,2.42,12972,4.39,846,2.6,1532,1.22,2956640,1.7,2009
MT,judicial and legal,745,2,2591245,1.91,381,1.58,392691,3.48,23622,3.49,878,2.65,1126,1.43,2983936,1.72,2009
MT,police protection total,2072,2.67,8093548,2.17,314,3.07,247407,3.9,14054,4.47,2147,2.82,2386,2.36,8340955,2.11,2009
MT,police protection - officers,1497,2.77,6451123,2.23,138,1.47,70580,1.81,4408,2.82,1517,2.88,1635,2.54,6521703,2.2,2009
MT,police protection - other,575,2.44,1642425,1.95,176,4.32,176827,4.73,9646,5.22,630,2.65,751,2.12,1819252,1.82,2009
MT,fire protection total,692,0.52,3169653,0.43,372,15.74,57864,7.66,5319,6.04,716,1.15,1064,5.51,3227517,0.45,2009
MT,fire protection - firefighters,622,0.44,2918711,0.39,350,15.43,48216,3.54,4099,3.38,640,0.89,972,5.56,2966927,0.38,2009
MT,fire protection - other,70,1.2,250942,0.95,22,20.66,9648,28.3,1220,15,76,3.34,92,5.03,260590,1.39,2009
MT,corrections,644,1.56,1891844,1.28,96,2.29,86546,4.48,7293,5.49,685,2.42,740,1.39,1978390,1.24,2009
MT,highways,1264,2.69,4261400,2.56,27,2.09,27463,2.65,1983,3.69,1278,2.75,1291,2.63,4288863,2.54,2009
MT,air transportation,152,0.66,571785,0.29,35,4.8,30581,2.64,1832,2.38,162,1.99,187,1.05,602366,0.31,2009
MT,water transport and terminals,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
MT,public welfare,422,6.6,1047835,6.6,404,10.11,438410,11.78,32697,11.62,607,9.35,826,5.99,1486245,5.81,2009
MT,health,725,1.15,2606449,1.16,428,7.24,510719,2.62,31429,2.26,902,1.6,1153,2.78,3117168,1.06,2009
MT,hospitals,647,0.01,2136115,0.01,240,0.01,427184,0.01,19725,0.01,766,0.01,887,0,2563299,0,2009
MT,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
MT,solid waste management,370,2.01,1123746,1.94,95,3.65,91787,4.04,7273,4.14,411,2.63,465,1.77,1215533,1.82,2009
MT,sewerage,306,1.5,1028157,1.28,41,2.03,13091,1.79,654,1.58,310,1.66,347,1.34,1041248,1.27,2009
MT,parks and recreation,306,1.3,1044248,0.92,433,1.78,217357,1.11,19584,1.62,416,1.23,739,1.17,1261605,0.78,2009
MT,housing and community development,232,2.07,858544,1.58,38,1.91,30696,3.62,2225,3.9,244,2.63,270,1.8,889240,1.53,2009
MT,natural resources,237,2.63,690742,2.78,125,3.65,110911,4.22,9948,4.06,293,2.81,362,2.13,801653,2.47,2009
MT,water transport and terminals,425,1.87,1441634,1.95,182,0.95,73407,1.5,4522,1.7,445,1.75,607,1.34,1515041,1.86,2009
MT,electric power,2,0.01,14665,0.01,0,0.01,0,0.01,0,0.01,2,0.01,2,0,14665,0,2009
MT,gas supply,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
MT,transit,145,0.01,446967,0.01,62,0.01,103984,0.01,7759,0.01,189,0.01,207,0,550951,0,2009
MT,education total,18996,3.1,66122304,3.03,8628,2.77,9089047,2.41,597638,3.5,22886,3.05,27624,2.3,75211351,2.68,2009
MT,education - elementary and secondary total,18743,3.15,65260811,3.07,8224,2.91,8856563,2.47,580145,3.6,22534,3.09,26967,2.36,74117374,2.72,2009
MT,education - elementary and secondary instructional,14128,3.04,53657138,2.98,4552,3.16,5068959,2.49,357556,3.34,16241,3.04,18680,2.43,58726097,2.74,2009
MT,education - elementary and secondary other,4615,3.46,11603673,3.49,3672,2.59,3787604,2.45,222589,4.02,6293,3.23,8287,2.24,15391277,2.7,2009
MT,education - higher education total,253,0.01,861493,0.01,404,0.01,232484,0.01,17493,0.01,352,0.01,657,0,1093977,0,2009
MT,education - higher education instructional,71,0.01,358778,0.01,228,0.01,148435,0.01,7731,0.01,115,0.01,299,0,507213,0,2009
MT,education - higher education other,182,0.01,502715,0.01,176,0.01,84049,0.01,9762,0.01,237,0.01,358,0,586764,0,2009
MT,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
MT,libraries,220,1.25,642104,1.09,295,3.36,227294,2.81,20141,3.25,334,1.85,515,2,869398,1.09,2009
MT,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
MT,other and unallocable,612,1.9,1907882,1.56,335,3.03,299732,3.42,29981,2.36,754,2.17,947,1.63,2207614,1.42,2009
NE,total,76562,0.68,286750210,0.65,27318,0.63,22842131,0.85,1536822,0.9,85369,0.66,103880,0.53,309592341,0.61,2009
NE,financial administration,1396,2.19,4643679,1.76,511,3.23,311677,2.11,20189,1.56,1511,2.16,1907,1.82,4955356,1.65,2009
NE,other government administration,1484,2.25,4379908,1.57,1881,2.36,681052,0.89,38482,1.21,1714,2.2,3365,1.65,5060960,1.36,2009
NE,judicial and legal,1159,2.09,4402992,1.63,202,3.29,249585,2.42,14691,3.41,1242,2.61,1361,1.85,4652577,1.55,2009
NE,police protection total,4113,1.64,16996932,1.28,400,2.03,393881,1.1,25506,1.31,4257,1.69,4513,1.5,17390813,1.25,2009
NE,police protection - officers,3134,1.4,13964021,1.1,198,2.41,162749,1.17,9513,1.44,3188,1.41,3332,1.33,14126770,1.09,2009
NE,police protection - other,979,2.38,3032911,2.12,202,1.65,231132,1.05,15993,1.23,1069,2.53,1181,1.99,3264043,1.97,2009
NE,fire protection total,1342,0.01,7552917,0.01,179,0.38,69115,1.04,4613,0.72,1368,0.01,1521,0.04,7622032,0.01,2009
NE,fire protection - firefighters,1282,0.01,7285180,0.01,137,0.49,40774,1.76,3139,1.06,1300,0.01,1419,0.05,7325954,0.01,2009
NE,fire protection - other,60,0.01,267737,0.01,42,0.01,28341,0.01,1474,0.01,68,0.01,102,0,296078,0,2009
NE,corrections,1344,2.99,4385530,2.84,190,2.34,159571,3.08,13179,3.73,1420,2.86,1534,2.63,4545101,2.75,2009
NE,highways,2669,2.58,8577537,2.13,370,1.05,305978,0.89,21851,0.87,2799,2.58,3039,2.27,8883515,2.06,2009
NE,air transportation,253,0.01,1136348,0.01,114,0.01,118623,0.01,7699,0.01,296,0.01,367,0,1254971,0,2009
NE,water transport and terminals,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
NE,public welfare,625,1.36,1776003,1.1,312,3.29,309473,1.44,22877,1.63,754,1.99,937,1.42,2085476,0.96,2009
NE,health,494,0.08,2029074,0.05,397,5.47,370604,0.66,21462,1.09,616,0.62,891,2.44,2399678,0.11,2009
NE,hospitals,3980,1.46,13813133,1.93,1473,2.84,1982061,3.52,117102,2.97,4663,1.5,5453,1.31,15795194,1.75,2009
NE,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
NE,solid waste management,282,0.45,971752,0.24,139,0.56,71101,1.1,7095,1.1,316,0.62,421,0.35,1042853,0.24,2009
NE,sewerage,493,1.31,1848392,1.12,71,1.12,40033,0.43,2677,0.4,508,1.41,564,1.16,1888425,1.1,2009
NE,parks and recreation,727,0.58,2380956,0.35,1028,1.05,514940,0.93,47931,0.9,998,1,1755,0.66,2895896,0.33,2009
NE,housing and community development,645,0.71,2188458,0.66,504,1.88,335344,2.68,29470,3.41,816,1.31,1149,0.92,2523802,0.67,2009
NE,natural resources,684,5.92,2026666,7.22,221,1.98,106178,1.35,10282,1.31,731,5.41,905,4.5,2132844,6.86,2009
NE,water transport and terminals,928,0.57,3917744,0.4,234,0.47,111731,1.24,10360,1.3,978,0.64,1162,0.47,4029475,0.39,2009
NE,electric power,6768,0.77,42338109,0.55,314,0.62,568551,0.28,28121,0.47,6930,0.79,7082,0.74,42906660,0.54,2009
NE,gas supply,480,0.09,2458038,0.05,2,0.01,336,0.01,25,0.01,480,0.09,482,0.09,2458374,0.05,2009
NE,transit,390,0.53,1545123,0.24,33,4.57,32074,2.95,2872,3.46,406,0.64,423,0.61,1577197,0.25,2009
NE,education total,44561,1.67,151656810,1.54,17172,1.58,15098554,2.26,1001741,2.54,50320,1.57,61733,1.28,166755364,1.42,2009
NE,education - elementary and secondary total,41837,1.52,141703235,1.5,14566,1.45,13216610,1.45,885382,1.7,46901,1.48,56403,1.18,154919845,1.38,2009
NE,education - elementary and secondary instructional,31727,1.46,117326364,1.5,9477,1.15,8556647,1.21,523075,1.49,34723,1.44,41204,1.16,125883011,1.4,2009
NE,education - elementary and secondary other,10110,1.69,24376871,1.51,5089,1.99,4659963,1.89,362307,2.01,12178,1.59,15199,1.3,29036834,1.3,2009
NE,education - higher education total,2724,3.99,9953575,2.14,2606,2.3,1881944,7.9,116359,8.85,3419,2.78,5330,2.33,11835519,2.19,2009
NE,education - higher education instructional,1110,3.24,5274242,1.39,1230,1.49,971550,11.73,51913,13.8,1421,0.31,2340,1.73,6245792,2.17,2009
NE,education - higher education other,1614,4.51,4679333,2.98,1376,3.03,910394,3.82,64446,4.87,1998,4.53,2990,2.8,5589727,2.57,2009
NE,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
NE,libraries,436,0.43,1399523,0.23,858,1.3,611894,0.81,55850,0.68,751,0.64,1294,0.87,2011417,0.29,2009
NE,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
NE,other and unallocable,1309,0.89,4324586,0.61,713,1.67,399775,2.12,32747,1.95,1495,1.22,2022,0.83,4724361,0.59,2009
NV,total,74750,0.62,370456625,0.51,24080,1.02,32440927,0.48,1862595,0.57,85312,0.61,98830,0.53,402897552,0.47,2009
NV,financial administration,1583,1.21,8908317,0.87,118,3.27,216451,4.58,11508,3.63,1648,1.08,1701,1.14,9124768,0.86,2009
NV,other government administration,1956,1.61,10927709,1.3,308,7.71,370815,2.4,23437,4.52,2089,1.39,2264,1.74,11298524,1.26,2009
NV,judicial and legal,2930,1.51,17805040,1.34,307,0.75,525848,0.47,27098,0.82,3084,1.47,3237,1.37,18330888,1.3,2009
NV,police protection total,7635,1.01,47870859,0.71,1033,0.26,752271,0.32,49204,0.34,7924,0.97,8668,0.89,48623130,0.7,2009
NV,police protection - officers,4816,1.23,33868809,0.81,21,1.48,28129,1.63,1636,1.47,4826,1.23,4837,1.23,33896938,0.81,2009
NV,police protection - other,2819,0.62,14002050,0.47,1012,0.24,724142,0.27,47568,0.3,3098,0.56,3831,0.46,14726192,0.45,2009
NV,fire protection total,2807,1.25,23670645,0.85,113,9.54,138931,3.95,9336,7.41,2861,1.65,2920,1.26,23809576,0.84,2009
NV,fire protection - firefighters,2512,1.18,21650288,0.71,77,9.17,103436,4.4,6639,9.19,2550,1.64,2589,1.17,21753724,0.71,2009
NV,fire protection - other,295,1.87,2020357,2.32,36,10.34,35495,2.66,2697,3.03,311,1.75,331,2.01,2055852,2.28,2009
NV,corrections,2859,0.7,16569105,0.5,214,0.76,329678,0.46,16905,0.37,2955,0.69,3073,0.65,16898783,0.49,2009
NV,highways,1194,1.92,6706178,1.28,20,2.34,24564,2.9,2059,3.79,1206,1.95,1214,1.89,6730742,1.27,2009
NV,air transportation,1342,0.21,6361915,0.23,48,0.73,82457,0.32,4664,0.5,1368,0.19,1390,0.2,6444372,0.22,2009
NV,water transport and terminals,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
NV,public welfare,811,1.28,4091965,1.14,178,3.86,283565,2.17,13959,3.6,890,1.68,989,1.26,4375530,1.07,2009
NV,health,860,1.31,4484970,0.96,114,4.94,179258,5.07,8778,6.12,909,1.23,974,1.3,4664228,0.95,2009
NV,hospitals,3809,0.97,22250087,1.03,749,1.15,2533822,3.36,93354,1.34,4336,1.02,4558,0.83,24783909,0.99,2009
NV,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
NV,solid waste management,116,7.92,474724,5.23,2,6.72,3845,9.08,248,8.78,117,8.01,118,7.79,478569,5.19,2009
NV,sewerage,887,1.23,5328693,0.85,19,0.01,21921,0.01,1446,0.01,895,1.22,906,1.21,5350614,0.85,2009
NV,parks and recreation,2055,0.55,10591851,0.39,4501,0.42,3607112,0.23,247596,0.36,3486,0.56,6556,0.34,14198963,0.29,2009
NV,housing and community development,589,2.89,3213041,2.21,30,12.95,51881,10.65,2800,11.57,605,4.26,619,2.82,3264922,2.19,2009
NV,natural resources,163,3.25,781179,2.39,73,6.62,75124,4.32,4599,3.11,189,3.66,236,3.04,856303,2.21,2009
NV,water transport and terminals,2343,0.62,15070431,0.46,175,0.28,266534,0.21,16964,0.23,2439,0.57,2518,0.58,15336965,0.45,2009
NV,electric power,98,0.01,527001,0.01,5,0.01,8933,0.01,410,0.01,100,0.01,103,0,535934,0,2009
NV,gas supply,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
NV,transit,266,0.01,1639363,0.01,16,0.01,35793,0.01,1788,0.01,276,0.01,282,0,1675156,0,2009
NV,education total,37991,1.51,149398735,1.47,14908,2.28,21806066,0.81,1245896,1.15,45025,1.46,52899,1.26,171204801,1.29,2009
NV,education - elementary and secondary total,37991,1.51,149398735,1.47,14908,2.28,21806066,0.81,1245896,1.15,45025,1.46,52899,1.26,171204801,1.29,2009
NV,education - elementary and secondary instructional,28730,1.47,118398765,1.48,8510,1.69,13166989,0.76,730332,1.08,32954,1.43,37240,1.2,131565754,1.34,2009
NV,education - elementary and secondary other,9261,1.6,30999970,1.44,6398,3.06,8639077,0.88,515564,1.26,12071,1.54,15659,1.57,39639047,1.14,2009
NV,education - higher education total,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
NV,education - higher education instructional,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
NV,education - higher education other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
NV,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
NV,libraries,722,1.82,2917600,1.07,720,2.92,638052,3.29,48023,4.42,994,1.99,1442,1.72,3555652,1.06,2009
NV,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
NV,other and unallocable,1734,0.94,10867217,0.56,429,0.52,488006,0.69,32523,0.6,1916,1,2163,0.76,11355223,0.54,2009
NH,total,47056,1.37,176128284,1.39,17179,1.18,15747500,1.42,1060127,1.8,53424,1.34,64235,1.05,191875784,1.28,2009
NH,financial administration,875,1.76,3571024,1.68,471,2.86,527550,4.03,36507,3.26,1069,1.5,1346,1.52,4098574,1.56,2009
NH,other government administration,730,1.99,3142863,2,654,2.89,614704,2.39,34287,2.45,914,1.72,1384,1.72,3757567,1.72,2009
NH,judicial and legal,250,0.18,1200971,0.18,175,0.2,242900,0.28,10045,0.38,307,0.21,425,0.13,1443871,0.16,2009
NH,police protection total,3223,1.4,15297283,1.2,948,2.04,784777,2.46,56374,2.65,3526,1.39,4171,1.17,16082060,1.15,2009
NH,police protection - officers,2501,1.28,12815806,1.11,464,3.22,477035,3.23,32925,3.69,2679,1.26,2965,1.19,13292841,1.08,2009
NH,police protection - other,722,1.81,2481477,1.65,484,0.9,307742,1.26,23449,1.18,847,1.78,1206,1.14,2789219,1.47,2009
NH,fire protection total,1617,0.75,8373355,0.65,1851,4.33,586960,11.14,59808,15.91,1861,4.13,3468,2.34,8960315,0.95,2009
NH,fire protection - firefighters,1518,0.69,7957632,0.6,1790,4.38,523901,12.18,55340,16.99,1739,4.27,3308,2.39,8481533,0.94,2009
NH,fire protection - other,99,1.63,415723,1.57,61,2.97,63059,2.54,4468,2.52,122,2.21,160,1.52,478782,1.4,2009
NH,corrections,684,0.01,2534821,0.01,48,0.01,97077,0.01,3927,0.01,706,0.01,732,0,2631898,0,2009
NH,highways,1575,1.56,6714333,1.54,155,1.82,233240,2.46,15927,2.44,1660,1.49,1730,1.43,6947573,1.49,2009
NH,air transportation,104,0.01,503561,0.01,22,0.01,17368,0.01,1259,0.01,111,0.01,126,0,520929,0,2009
NH,water transport and terminals,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
NH,public welfare,2060,0.09,6638648,0.1,1182,0.58,1806839,0.37,120474,0.55,2741,0.36,3242,0.22,8445487,0.11,2009
NH,health,157,1.54,620751,1.34,171,2.94,90417,4.14,5770,5.76,188,3.05,328,1.7,711168,1.28,2009
NH,hospitals,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
NH,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
NH,solid waste management,432,2.15,1494157,1.98,243,3.22,224862,3.29,15841,4.24,537,1.84,675,1.8,1719019,1.78,2009
NH,sewerage,335,1.06,1389032,1.04,47,3.38,37610,3.27,1786,2.91,345,1.06,382,1.02,1426642,1.01,2009
NH,parks and recreation,347,1.47,1263784,1.28,523,4.72,296602,3.35,28608,3.28,500,2.41,870,2.9,1560386,1.22,2009
NH,housing and community development,376,2.42,1351619,2.47,84,1.19,77564,0.95,6486,0.77,415,2.25,460,1.99,1429183,2.34,2009
NH,natural resources,34,0.01,110136,0.01,8,0.01,9116,0.01,498,0.01,37,0.01,42,0,119252,0,2009
NH,water transport and terminals,357,0.97,1532983,0.83,55,2.37,70456,3.08,3496,4.06,376,1.35,412,0.9,1603439,0.8,2009
NH,electric power,2,0.01,10634,0.01,4,0.01,6657,0.01,400,0.01,4,0.01,6,0,17291,0,2009
NH,gas supply,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
NH,transit,80,0.01,287285,0.01,91,0.01,98381,0.01,6991,0.01,119,0.01,171,0,385666,0,2009
NH,education total,32797,2.51,116292156,2.49,8563,2.84,8687806,3.23,552566,4,36372,2.51,41360,2.08,124979962,2.33,2009
NH,education - elementary and secondary total,32797,2.51,116292156,2.49,8563,2.84,8687806,3.23,552566,4,36372,2.51,41360,2.08,124979962,2.33,2009
NH,education - elementary and secondary instructional,25646,2.36,98269128,2.42,5681,2.81,6226010,3.05,338216,4.25,27952,2.37,31327,2,104495138,2.29,2009
NH,education - elementary and secondary other,7151,3.04,18023028,2.87,2882,2.9,2461796,3.68,214350,3.62,8420,2.95,10033,2.32,20484824,2.56,2009
NH,education - higher education total,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
NH,education - higher education instructional,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
NH,education - higher education other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
NH,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
NH,libraries,455,1.58,1670420,1.61,1050,1.86,651143,2.44,55801,2.4,825,1.29,1505,1.38,2321563,1.35,2009
NH,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
NH,other and unallocable,566,0.86,2128468,0.81,834,2.15,585471,1.63,43276,1.88,811,1.26,1400,1.33,2713939,0.73,2009
NJ,total,330530,0.54,1711703293,0.55,86220,0.46,88249414,0.44,4834187,0.47,360490,0.52,416750,0.44,1799952707,0.52,2009
NJ,financial administration,5174,1.17,24945118,1.16,1142,1.65,2104208,2.58,89503,1.68,5758,0.87,6316,1.01,27049326,1.09,2009
NJ,other government administration,6451,1.15,28044041,1.1,3505,0.72,3496748,1.08,128091,0.84,7289,0.98,9956,0.79,31540789,0.99,2009
NJ,judicial and legal,6358,0.46,33009189,0.34,2612,1.15,2925243,1,109078,1.27,7067,0.37,8970,0.47,35934432,0.32,2009
NJ,police protection total,29583,0.55,209670837,0.55,8076,0.92,6681191,0.94,440690,1.1,32254,0.56,37659,0.48,216352028,0.53,2009
NJ,police protection - officers,24784,0.53,191856466,0.53,1117,0.78,879288,0.73,67199,0.92,25217,0.5,25901,0.51,192735754,0.53,2009
NJ,police protection - other,4799,0.66,17814371,0.69,6959,0.94,5801903,0.97,373491,1.13,7037,0.76,11758,0.62,23616274,0.57,2009
NJ,fire protection total,7252,1.15,48585154,1.03,1966,3.59,1084045,1.34,57615,1.79,7616,1.17,9218,1.18,49669199,1.01,2009
NJ,fire protection - firefighters,6510,1.19,45430670,1.04,1342,4.62,452560,1.67,25417,2.21,6663,1.2,7852,1.27,45883230,1.03,2009
NJ,fire protection - other,742,0.72,3154484,0.96,624,1.38,631485,1.11,32198,1.46,953,0.96,1366,0.74,3785969,0.82,2009
NJ,corrections,6921,0.01,41406176,0.01,198,0.01,286587,0.01,13353,0.01,6999,0.01,7119,0,41692763,0,2009
NJ,highways,10734,1.05,49200642,1.02,393,0.93,750415,0.77,36493,0.94,11013,1.06,11127,1.01,49951057,1.01,2009
NJ,air transportation,25,0.01,126989,0.01,2,0.01,3005,0.01,181,0.01,26,0.01,27,0,129994,0,2009
NJ,water transport and terminals,2,0.01,10322,0.01,0,0.01,0,0.01,0,0.01,2,0.01,2,0,10322,0,2009
NJ,public welfare,10006,0.08,42178515,0.07,1203,0.97,1938832,0.5,88970,1.11,10599,0.15,11209,0.13,44117347,0.07,2009
NJ,health,3672,0.45,16739462,0.45,1337,3.57,1894402,1.44,100004,2.05,4314,0.69,5009,1.01,18633864,0.43,2009
NJ,hospitals,2310,0.01,10372080,0.01,280,0.01,677124,0.01,25440,0.01,2460,0.01,2590,0,11049204,0,2009
NJ,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
NJ,solid waste management,5004,1.62,20332769,1.71,627,0.75,656354,0.71,48794,0.97,5318,1.52,5631,1.44,20989123,1.66,2009
NJ,sewerage,4067,1.28,21447854,1.25,204,1.54,358922,2.68,12391,1.93,4141,1.28,4271,1.23,21806776,1.23,2009
NJ,parks and recreation,4228,0.7,17560011,0.7,5421,2.23,3316294,1.73,214336,1.7,5645,0.93,9649,1.29,20876305,0.65,2009
NJ,housing and community development,3358,0.86,14219275,0.81,552,1.61,578508,1.98,39201,1.59,3611,1,3910,0.77,14797783,0.78,2009
NJ,natural resources,424,1.59,1756911,1.72,27,1.12,57952,1.51,2232,0.87,437,1.61,451,1.5,1814863,1.66,2009
NJ,water transport and terminals,2168,1.48,10589821,1.57,103,1.42,163054,1.74,6950,1.93,2214,1.5,2271,1.42,10752875,1.55,2009
NJ,electric power,191,0.01,1216400,0.01,38,0.01,38983,0.01,2103,0.01,207,0.01,229,0,1255383,0,2009
NJ,gas supply,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
NJ,transit,677,0.1,3008772,0.11,9,0.01,12510,0.01,775,0.01,681,0.1,686,0.1,3021282,0.1,2009
NJ,education total,210678,1.06,1072004934,1.03,52327,0.94,55816927,0.91,3027642,0.99,229225,1.04,263005,0.87,1127821861,0.98,2009
NJ,education - elementary and secondary total,203400,1.1,1034177979,1.07,41452,1.19,42653151,1.19,2445492,1.23,218508,1.09,244852,0.94,1076831130,1.02,2009
