state,government_function,full_time_equivalent_employees,total_march_pay,full_time_employees,part_time_employees,full_time_pay,part_time_pay,part_time_hours,year
NE,parks and recreation,1287,2178308,753,983,1631519,546789,94745,1997
NE,housing and community development,706,1437600,585,306,1294792,142808,19488,1997
NE,natural resources,754,1340500,678,306,1230878,109622,14467,1997
NE,water transport and terminals,867,2314187,828,206,2232805,81382,9991,1997
NE,electric power,6602,23612223,6427,323,23297869,314354,31352,1997
NE,gas supply,525,1718964,525,0,1718964,0,0,1997
NE,transit,389,986916,377,32,968067,18849,2119,1997
NE,education - elementary and secondary instructional,29624,72534920,27111,6619,68672427,3862493,443034,1997
NE,education - elementary and secondary other,10077,16553434,7714,6087,13365406,3188028,426102,1997
NE,education - higher education instructional,1137,3420990,778,1011,2482675,938315,63890,1997
NE,education - higher education other,1540,3358437,1009,1246,2398411,960026,94009,1997
NE,libraries,654,1168315,368,691,820361,347954,50464,1997
NE,other and unallocable,1999,3791632,1678,1541,3340924,450708,58723,1997
NV,total,56607,174186308,49826,15746,160092227,14094081,1161651,1997
NV,financial administration,1131,3823286,1100,51,3753215,70071,5607,1997
NV,other government administration,1607,5230008,1552,187,5117807,112201,9509,1997
NV,judicial and legal,2525,8878560,2384,320,8614372,264188,25343,1997
NV,police protection - officers,3143,13307830,3104,89,13244787,63043,7073,1997
NV,police protection - other,1406,4313697,1271,381,4110211,203486,23206,1997
NV,fire protection - firefighters,1761,8138839,1729,751,8078612,60227,5929,1997
NV,fire protection - other,159,583751,143,44,554568,29183,2980,1997
NV,corrections,1381,5090151,1357,52,5026246,63905,4347,1997
NV,streets and highways,1393,4815637,1368,43,4759735,55902,4449,1997
NV,air transportation,946,2805173,931,22,2777810,27363,2544,1997
NV,water transport and terminals,0,0,0,0,0,0,0,1997
NV,public welfare,379,1055425,339,81,982055,73370,7330,1997
NV,health,385,1210468,345,124,1103633,106835,7176,1997
NV,hospitals,4355,14224531,3681,1115,11971057,2253474,119072,1997
NV,solid waste management,52,132330,52,1,132022,308,28,1997
NV,sewerage,795,2721647,784,22,2700941,20706,1777,1997
NV,parks and recreation,2174,5572679,1429,2344,4447938,1124741,130120,1997
NV,housing and community development,518,1514585,509,23,1499873,14712,1542,1997
NV,natural resources,117,313012,104,48,283244,29768,2216,1997
NV,water transport and terminals,1280,4607419,1259,42,4565052,42367,3594,1997
NV,electric power,67,255118,66,4,251297,3821,283,1997
NV,gas supply,0,0,0,0,0,0,0,1997
NV,transit,123,409758,119,11,403163,6595,802,1997
NV,education - elementary and secondary instructional,20568,60386650,18073,5866,54887004,5499646,421205,1997
NV,education - elementary and secondary other,7880,17819803,6125,3324,14637546,3182257,294345,1997
NV,education - higher education instructional,0,0,0,0,0,0,0,1997
NV,education - higher education other,0,0,0,0,0,0,0,1997
NV,libraries,736,1653913,520,406,1239896,414017,38103,1997
NV,other and unallocable,1726,5322038,1482,395,4950143,371895,43071,1997
NH,total,38830,99691118,33387,14881,90676098,9015020,927404,1997
NH,financial administration,842,2035603,710,430,1792732,242871,23918,1997
NH,other government administration,696,1800993,548,666,1523964,277029,25723,1997
NH,judicial and legal,209,569318,178,59,514753,54565,5169,1997
NH,police protection - officers,2172,7092386,1993,534,6799879,292507,32116,1997
NH,police protection - other,616,1317024,495,338,1134340,182684,20962,1997
NH,fire protection - firefighters,1374,4298353,1240,1526,4081980,216373,24743,1997
NH,fire protection - other,71,165867,57,61,145819,20048,2111,1997
NH,corrections,506,1211346,490,26,1184107,27239,2659,1997
NH,streets and highways,1506,4255773,1404,246,4093523,162250,18039,1997
NH,air transportation,58,168231,54,8,156756,11475,676,1997
NH,water transport and terminals,0,0,0,0,0,0,0,1997
NH,public welfare,2093,4089580,1531,866,3100180,989400,97570,1997
NH,health,169,420020,131,114,346343,73677,6920,1997
NH,hospitals,281,523189,191,143,366717,156472,15971,1997
NH,solid waste management,618,1389379,502,353,1209302,180077,21585,1997
NH,sewerage,363,1016313,349,60,989715,26598,2429,1997
NH,parks and recreation,313,661014,197,347,503986,157028,20378,1997
NH,housing and community development,377,878292,337,89,816924,61368,6237,1997
NH,natural resources,35,69224,33,6,65801,3423,325,1997
NH,water transport and terminals,344,924315,309,151,852337,71978,6449,1997
NH,electric power,10,25753,9,3,24240,1513,141,1997
NH,gas supply,0,0,0,0,0,0,0,1997
NH,transit,100,197634,51,85,121600,76034,8643,1997
NH,education - elementary and secondary instructional,19323,53730372,17463,4200,50329894,3400478,308072,1997
NH,education - elementary and secondary other,5410,10091302,4244,2664,8428210,1663092,192689,1997
NH,education - higher education instructional,3,5938,1,14,1758,4180,343,1997
NH,education - higher education other,1,1683,0,2,0,1683,166,1997
NH,libraries,587,1141478,345,618,788312,353166,43929,1997
NH,other and unallocable,753,1610738,525,1272,1302926,307812,39441,1997
NJ,total,298363,1067474463,271178,74534,1015743234,51731229,4533739,1997
NJ,financial administration,5181,15625646,4777,1052,14564749,1060897,68865,1997
NJ,other government administration,6378,18826927,5570,3238,16761585,2065342,139096,1997
NJ,judicial and legal,7333,24783986,6700,1600,23133078,1650908,108558,1997
NJ,police protection - officers,21480,102609491,20964,1273,101718526,890965,88387,1997
NJ,police protection - other,6280,12823837,3870,5886,9095380,3728457,419786,1997
NJ,fire protection - firefighters,6259,29107736,6062,726,28756415,351321,34186,1997
NJ,fire protection - other,574,1450375,432,547,1174214,276161,25460,1997
NJ,corrections,6194,22496091,6102,162,22295049,201042,15329,1997
NJ,streets and highways,10272,31815048,9989,578,31375038,440010,48173,1997
NJ,air transportation,48,164914,48,1,164387,527,64,1997
NJ,water transport and terminals,2,4839,0,5,0,4839,320,1997
NJ,public welfare,11086,33136595,10453,1406,31742684,1393911,112687,1997
NJ,health,3673,11004109,3310,901,10217965,786144,62931,1997
NJ,hospitals,5213,15879743,4533,789,13506824,2372919,118131,1997
NJ,solid waste management,4815,13571707,4543,573,13117222,454485,48008,1997
NJ,sewerage,4457,15249443,4381,327,15040554,208889,13401,1997
NJ,parks and recreation,4966,12490970,3674,3409,10663850,1827120,222063,1997
NJ,housing and community development,3509,9922106,3333,346,9641696,280410,30946,1997
NJ,natural resources,428,1241660,410,52,1195094,46566,3349,1997
NJ,water transport and terminals,2593,8157392,2489,211,7986247,171145,18137,1997
NJ,electric power,287,1182406,285,2,1179445,2961,313,1997
NJ,gas supply,0,0,0,0,0,0,0,1997
NJ,transit,419,1308096,408,22,1284970,23126,2001,1997
NJ,education - elementary and secondary instructional,116658,508625528,110072,18197,494344273,14281255,1072475,1997
NJ,education - elementary and secondary other,45429,111543139,39446,16815,102164424,9378715,968888,1997
NJ,education - higher education instructional,4637,15347313,2761,5188,11397439,3949874,301466,1997
NJ,education - higher education other,6533,14535601,5254,4328,12664476,1871125,208692,1997
NJ,libraries,4656,10389101,3445,3929,8632804,1756297,208867,1997
NJ,other and unallocable,9003,24180664,7867,2971,21924846,2255818,193160,1997
NM,total,69941,148459197,65792,12794,141912332,6546865,721379,1997
NM,financial administration,1716,3888715,1664,111,3809862,78853,9552,1997
NM,other government administration,2234,5326303,2120,676,4992373,333930,20602,1997
NM,judicial and legal,378,954008,326,144,863028,90980,10157,1997
NM,police protection - officers,3373,9372823,3327,84,9307107,65716,8113,1997
NM,police protection - other,1244,2357773,1113,336,2178172,179601,23121,1997
NM,fire protection - firefighters,1592,4703280,1578,170,4685723,17557,2504,1997
NM,fire protection - other,138,369716,133,13,363914,5802,658,1997
NM,corrections,1431,2891402,1393,73,2835922,55480,6510,1997
NM,streets and highways,1700,3653784,1688,25,3637077,16707,2234,1997
NM,air transportation,292,608421,285,14,600076,8345,1194,1997
NM,water transport and terminals,0,0,0,0,0,0,0,1997
NM,public welfare,413,757296,311,162,640306,116990,17690,1997
NM,health,346,798299,336,38,778834,19465,1648,1997
NM,hospitals,2916,7204523,2070,1180,5722322,1482201,149832,1997
NM,solid waste management,1167,2463543,1144,67,2432453,31090,4325,1997
NM,sewerage,695,1670672,686,31,1656830,13842,1401,1997
NM,parks and recreation,1603,3197127,1339,1845,2707813,489314,46660,1997
NM,housing and community development,353,700844,342,25,682447,18397,2042,1997
NM,natural resources,570,962290,512,200,888980,73310,10481,1997
NM,water transport and terminals,779,1702640,768,35,1688512,14128,1969,1997
NM,electric power,216,669542,215,2,667483,2059,162,1997
NM,gas supply,127,290390,123,8,285495,4895,768,1997
NM,transit,566,1234245,491,87,1113744,120501,13209,1997
NM,education - elementary and secondary instructional,30529,65444991,29820,2624,64490814,954177,117270,1997
NM,education - elementary and secondary other,10863,17240772,10211,2031,16465611,775161,110342,1997
NM,education - higher education instructional,913,2819689,646,1136,2050218,769471,47269,1997
NM,education - higher education other,1703,3154842,1274,1148,2616825,538017,75937,1997
NM,libraries,522,940524,426,186,820642,119882,16578,1997
NM,other and unallocable,1562,3080743,1451,343,2929749,150994,19151,1997
NY,total,860168,2878401804,775762,196608,2728949605,149452199,13299304,1997
NY,financial administration,12494,35999098,11265,3365,33485145,2513953,214056,1997
NY,other government administration,16312,44435035,13851,11401,39541927,4893108,425858,1997
NY,judicial and legal,11529,38067860,10383,4004,34896297,3171563,205810,1997
NY,police protection - officers,65562,262171449,64502,3914,259797900,2373549,179334,1997
NY,police protection - other,9150,29421514,7735,4150,27139215,2282299,248269,1997
NY,fire protection - firefighters,21446,86642372,21155,1309,86102146,540226,53096,1997
NY,fire protection - other,2242,8163432,2068,839,7823048,340384,34405,1997
NY,corrections,25931,98475348,25431,985,97535794,939554,81466,1997
NY,streets and highways,26713,81644346,25944,2136,80373885,1270461,132040,1997
NY,air transportation,1508,6565510,1496,28,6544432,21078,2163,1997
NY,water transport and terminals,519,1907763,513,27,1899606,8157,1039,1997
NY,public welfare,51862,128488963,48616,6177,122197510,6291453,523891,1997
NY,health,17179,50199159,15099,4131,44985037,5214122,335785,1997
NY,hospitals,51957,169568998,50325,2595,165257604,4311394,264548,1997
NY,solid waste management,14811,53389096,14489,842,52839420,549676,57357,1997
NY,sewerage,6629,20723064,6501,447,20424069,298995,22226,1997
NY,parks and recreation,10190,26079320,7758,6248,21888172,4191148,406048,1997
NY,housing and community development,21649,51801479,21364,1383,51133574,667905,47318,1997
NY,natural resources,343,1045151,329,51,1021123,24028,2665,1997
NY,water transport and terminals,6391,20126990,6198,1561,19698424,428566,37090,1997
NY,electric power,434,1515886,428,23,1502592,13294,1309,1997
NY,gas supply,11,26796,10,1,25446,1350,92,1997
NY,transit,37703,145762054,37567,244,145556294,205760,23710,1997
NY,education - elementary and secondary instructional,277147,1081168152,260912,41284,1050869508,30298644,2537824,1997
NY,education - elementary and secondary other,113152,257627120,77669,62701,205013129,52613991,5295298,1997
NY,education - higher education instructional,11341,44251778,7089,10753,33600213,10651565,691258,1997
NY,education - higher education other,11187,30584986,8221,7984,25322843,5262143,496616,1997
NY,libraries,10041,23956909,7376,6985,20020551,3936358,430071,1997
NY,other and unallocable,24735,78592176,21468,11040,72454701,6137475,548662,1997
NC,total,293505,688389146,268586,75273,641289790,47099356,4404693,1997
NC,financial administration,5409,13165790,5251,320,12913214,252576,27469,1997
NC,other government administration,4279,10912370,3888,1904,10116727,795643,70541,1997
NC,judicial and legal,706,1955128,652,123,1859641,95487,9546,1997
NC,police protection - officers,14376,36235145,14170,652,35928043,307102,37233,1997
NC,police protection - other,3021,6158802,2720,864,5713061,445741,52418,1997
NC,fire protection - firefighters,5457,14306777,5390,567,14206249,100528,12395,1997
NC,fire protection - other,368,945321,355,33,927887,17434,2059,1997
NC,corrections,4070,8641167,3955,240,8471292,169875,20476,1997
NC,streets and highways,3455,7275841,3373,169,7158366,117475,13823,1997
NC,air transportation,666,1567074,621,111,1508775,58299,7885,1997
NC,water transport and terminals,0,0,0,0,0,0,0,1997
NC,public welfare,13218,27351970,12425,1526,26363121,988849,139129,1997
NC,health,14782,34206849,13799,2247,32354946,1851903,173483,1997
NC,hospitals,17723,42365663,16403,2227,39884644,2481019,233422,1997
NC,solid waste management,4611,8621777,4161,794,8066679,555098,79067,1997
NC,sewerage,3361,7735707,3327,89,7676603,59104,6143,1997
NC,parks and recreation,3974,7601729,2926,3284,6413022,1188707,183509,1997
NC,housing and community development,2846,6420866,2683,263,6201807,219059,27434,1997
NC,natural resources,1162,2021199,1043,271,1835415,185784,20378,1997
NC,water transport and terminals,3527,7719654,3464,170,7620648,99006,11909,1997
NC,electric power,1202,3323252,1196,11,3313753,9499,1104,1997
NC,gas supply,162,385595,161,1,384477,1118,177,1997
NC,transit,528,952172,429,179,829566,122606,16996,1997
NC,education - elementary and secondary instructional,118288,309154830,112457,21070,293364325,15790505,1032115,1997
NC,education - elementary and secondary other,40708,67244563,32685,19219,55104731,12139832,1425268,1997
NC,education - higher education instructional,6674,20533112,4506,11318,14824710,5708402,381839,1997
NC,education - higher education other,6970,16158999,5791,4351,14434828,1724171,206271,1997
NC,libraries,2375,4626620,1914,1178,4040069,586551,81053,1997
NC,other and unallocable,9587,20801174,8841,2092,19773191,1027983,131551,1997
ND,total,21221,50741189,17414,17585,44824204,5916985,703657,1997
ND,financial administration,670,1464722,599,1457,1279816,184906,19202,1997
ND,other government administration,377,776049,251,5710,430523,345526,31708,1997
ND,judicial and legal,309,711253,281,159,632609,78644,6220,1997
ND,police protection - officers,964,2345416,946,63,2313225,32191,3848,1997
ND,police protection - other,201,359686,187,44,340617,19069,2517,1997
ND,fire protection - firefighters,323,912821,318,541,899946,12875,1780,1997
ND,fire protection - other,7,15462,5,77,10670,4792,638,1997
ND,corrections,184,350977,156,53,317843,33134,4707,1997
ND,streets and highways,951,2020511,872,332,1899286,121225,15710,1997
ND,air transportation,74,188185,65,46,170722,17463,2059,1997
ND,water transport and terminals,0,0,0,0,0,0,0,1997
ND,public welfare,825,1556293,713,299,1389676,166617,19652,1997
ND,health,323,677997,190,354,404805,273192,23410,1997
ND,hospitals,0,0,0,0,0,0,0,1997
ND,solid waste management,356,769328,321,70,710257,59071,6517,1997
ND,sewerage,136,319136,127,70,302294,16842,2439,1997
ND,parks and recreation,748,1148278,383,1459,771374,376904,65318,1997
ND,housing and community development,265,505544,201,111,401551,103993,11285,1997
ND,natural resources,203,348206,159,196,285098,63108,8014,1997
ND,water transport and terminals,338,763684,310,117,717558,46126,6524,1997
ND,electric power,8,18996,8,0,18996,0,0,1997
ND,gas supply,0,0,0,0,0,0,0,1997
ND,transit,44,97162,24,29,58417,38745,3512,1997
ND,education - elementary and secondary instructional,9868,28348810,8639,2076,26447047,1901763,217712,1997
ND,education - elementary and secondary other,3421,5870774,2257,2611,4178638,1692136,206208,1997
ND,education - higher education instructional,0,0,0,0,0,0,0,1997
ND,education - higher education other,0,0,0,0,0,0,0,1997
ND,libraries,122,223117,76,164,158558,64559,9151,1997
ND,other and unallocable,504,948782,326,1547,684678,264104,35526,1997
OH,total,421092,1128512234,376360,119028,1052167813,76344421,7702787,1997
OH,financial administration,7522,18571317,7126,1267,17625074,946243,77220,1997
OH,other government administration,8658,21465421,7388,9567,17740848,3724573,241360,1997
OH,judicial and legal,15176,35848552,14542,1740,34119787,1728765,114597,1997
OH,police protection - officers,21150,69063399,20447,2281,67929972,1133427,127395,1997
OH,police protection - other,6233,13856328,5288,2729,12390117,1466211,166792,1997
OH,fire protection - firefighters,13612,42667009,11366,10597,39524099,3142910,397360,1997
OH,fire protection - other,548,1228334,423,533,1068311,160023,22035,1997
OH,corrections,7709,17054650,7495,521,16694828,359822,37431,1997
OH,streets and highways,12909,32471778,12290,1616,31529287,942491,114853,1997
OH,air transportation,1164,3215159,1123,100,3133489,81670,7412,1997
OH,water transport and terminals,46,118219,42,11,114956,3263,410,1997
OH,public welfare,24508,58564281,23650,1771,57130557,1433724,149465,1997
OH,health,16376,38657677,14608,3851,35377791,3279886,307685,1997
OH,hospitals,12683,32963228,10385,2603,29068660,3894568,403200,1997
OH,solid waste management,3307,8266318,3072,443,7658160,608158,43150,1997
OH,sewerage,6362,17602843,6269,202,17448780,154063,15777,1997
OH,parks and recreation,7560,16626383,5289,5501,13542790,3083593,401174,1997
OH,housing and community development,4861,11980453,4689,367,11695449,285004,29180,1997
OH,natural resources,880,1879230,828,110,1800109,79121,8740,1997
OH,water transport and terminals,7177,19059250,7016,448,18782449,276801,29292,1997
OH,electric power,1450,4855214,1428,43,4791202,64012,4140,1997
OH,gas supply,67,206043,64,3,199226,6817,469,1997
OH,transit,6106,18607457,5811,570,18120399,487058,52567,1997
OH,education - elementary and secondary instructional,143694,460921064,135212,20948,444564475,16356589,1420385,1997
OH,education - elementary and secondary other,66374,124209357,52220,34345,102427969,21781388,2381699,1997
OH,education - higher education instructional,2457,8140928,1082,2559,4895702,3245226,231141,1997
OH,education - higher education other,2875,6577922,1522,2593,4888294,1689628,229548,1997
OH,libraries,7366,15096835,4937,5329,11706395,3390440,414724,1997
OH,other and unallocable,12262,28737585,10748,6380,26198638,2538947,273586,1997
OK,total,129462,264258979,119729,28021,250394283,13864696,1705276,1997
OK,financial administration,2681,5070623,2612,395,4897325,173298,15658,1997
OK,other government administration,2042,4506914,1946,1164,4254005,252909,19761,1997
OK,judicial and legal,1311,2640045,1209,363,2463709,176336,21707,1997
OK,police protection - officers,6286,15850261,6167,310,15679112,171149,21689,1997
OK,police protection - other,1923,3378063,1779,513,3146745,231318,26203,1997
OK,fire protection - firefighters,3789,11971531,3703,1403,11835038,136493,17834,1997
OK,fire protection - other,165,382827,152,45,370305,12522,2331,1997
OK,corrections,950,1357881,863,182,1237183,120698,15398,1997
OK,streets and highways,5199,8917010,5042,280,8706653,210357,28005,1997
OK,air transportation,258,651856,248,17,640490,11366,1716,1997
OK,water transport and terminals,18,58268,17,10,55749,2519,260,1997
OK,public welfare,376,568922,344,83,534870,34052,5748,1997
OK,health,1112,2275549,1012,335,2146420,129129,18143,1997
OK,hospitals,9334,19203546,8441,1907,17069024,2134522,158368,1997
OK,solid waste management,1163,2009450,1121,75,1960372,49078,7625,1997
OK,sewerage,1175,2314984,1160,65,2284445,30539,3688,1997
OK,parks and recreation,2079,3814919,1570,1030,3265599,549320,89916,1997
OK,housing and community development,970,1767290,909,188,1680465,86825,11712,1997
OK,natural resources,346,572367,311,98,523545,48822,6427,1997
OK,water transport and terminals,2678,5235482,2549,408,5036511,198971,23882,1997
OK,electric power,372,847979,366,9,841682,6297,1177,1997
OK,gas supply,29,54891,27,2,51921,2970,223,1997
OK,transit,215,545612,203,21,526367,19245,2105,1997
OK,education - elementary and secondary instructional,55995,127080826,53174,8712,123356958,3723868,478985,1997
OK,education - elementary and secondary other,24892,35655145,21125,9065,30895135,4760010,649480,1997
OK,education - higher education instructional,0,0,0,0,0,0,0,1997
OK,education - higher education other,0,0,0,0,0,0,0,1997
OK,libraries,788,1325780,621,475,1114677,211103,30166,1997
OK,other and unallocable,3316,6200958,3058,866,5819978,380980,47069,1997
OR,total,117999,331502353,99096,51138,294557391,36944962,3332319,1997
OR,financial administration,2455,6906477,2343,321,6663842,242635,20132,1997
OR,other government administration,2423,7438426,2237,498,6957898,480528,33965,1997
OR,judicial and legal,1451,4237792,1343,285,3940487,297305,19707,1997
OR,police protection - officers,4468,16784815,4426,148,16706282,78533,7715,1997
OR,police protection - other,1787,5361877,1699,205,5186570,175307,15579,1997
OR,fire protection - firefighters,3198,12838868,3099,1184,12688323,150545,18730,1997
OR,fire protection - other,549,1666624,503,153,1594575,72049,8608,1997
OR,corrections,2951,8146870,2703,556,7693548,453322,43400,1997
OR,streets and highways,4327,12342020,4146,286,11951487,390533,31710,1997
OR,air transportation,291,1048318,252,63,972962,75356,6784,1997
OR,water transport and terminals,205,695511,198,19,686390,9121,1215,1997
OR,public welfare,810,1851287,707,187,1671139,180148,17873,1997
OR,health,3692,9098735,2888,1608,7477772,1620963,140857,1997
OR,hospitals,2706,7302453,2056,1184,5737888,1564565,108594,1997
OR,solid waste management,463,1361181,413,150,1246760,114421,9108,1997
OR,sewerage,1547,4843285,1471,174,4709701,133584,13730,1997
OR,parks and recreation,2385,5571133,1530,3033,4140108,1431025,150321,1997
OR,housing and community development,868,2188601,822,120,2095552,93049,8129,1997
OR,natural resources,562,1182086,496,194,1083305,98781,11653,1997
OR,water transport and terminals,2181,6951101,2113,276,6811217,139884,12885,1997
OR,electric power,1302,5042658,1274,54,4977954,64704,4974,1997
OR,gas supply,0,0,0,0,0,0,0,1997
OR,transit,2603,7941320,2359,435,7394553,546767,43200,1997
OR,education - elementary and secondary instructional,42699,125877686,36038,16948,112151581,13726105,1174650,1997
OR,education - elementary and secondary other,18150,38244414,14010,9188,31724896,6519518,731470,1997
OR,education - higher education instructional,3558,11676903,2081,5463,7451103,4225800,260812,1997
OR,education - higher education other,4919,10504237,3547,5582,8402524,2101713,240268,1997
OR,libraries,1502,3243024,894,1411,2191348,1051676,107671,1997
OR,other and unallocable,3947,11154651,3448,1413,10247626,907025,88579,1997
PA,total,365556,1057356770,332239,93896,1004306296,53050474,5712363,1997
PA,financial administration,7755,17919449,7012,5211,15980105,1939344,150676,1997
PA,other government administration,8762,21608054,7906,8278,19378221,2229833,170130,1997
PA,judicial and legal,13672,31591204,13089,2176,30539259,1051945,102184,1997
PA,police protection - officers,19488,66756298,18107,3554,64726523,2029775,240984,1997
PA,police protection - other,5029,10229181,3311,4689,7428901,2800280,299119,1997
PA,fire protection - firefighters,5521,19282387,5360,541,19067383,215004,28279,1997
PA,fire protection - other,473,1154178,400,210,1035495,118683,12081,1997
PA,corrections,11257,28276213,10880,700,27676844,599369,63586,1997
PA,streets and highways,10465,24504239,9670,2299,23318058,1186181,144487,1997
PA,air transportation,1294,3688129,1214,158,3560022,128107,13874,1997
PA,water transport and terminals,893,1900119,781,142,1757311,142808,19687,1997
PA,public welfare,20051,41964674,18731,3787,39824215,2140459,227720,1997
PA,health,5143,13244302,4951,516,12931597,312705,33565,1997
PA,hospitals,0,0,0,0,0,0,0,1997
PA,solid waste management,3332,8174763,3224,263,8006657,168106,20312,1997
PA,sewerage,5459,14716545,5198,948,14271780,444765,48136,1997
PA,parks and recreation,3789,8481403,2978,2343,7381763,1099640,140823,1997
PA,housing and community development,6398,16085244,6036,659,15405226,680018,59738,1997
PA,natural resources,313,637083,298,110,609658,27425,3166,1997
PA,water transport and terminals,5298,14384032,5100,748,14057065,326967,37558,1997
PA,electric power,148,464603,138,26,444135,20468,1872,1997
PA,gas supply,7,20747,7,0,20747,0,0,1997
PA,transit,13336,46479226,13148,301,46210739,268487,32706,1997
PA,education - elementary and secondary instructional,141593,501658562,133532,21269,488675946,12982616,1344419,1997
PA,education - elementary and secondary other,59554,125543887,48668,23993,109884802,15659085,1829567,1997
PA,education - higher education instructional,3086,9568123,1551,4221,6566399,3001724,256037,1997
PA,education - higher education other,3994,8089637,2733,2837,6447444,1642193,213504,1997
PA,libraries,1455,3552924,1191,618,3188331,364593,45529,1997
PA,other and unallocable,7991,17381564,7025,3299,15911670,1469894,172624,1997
RI,total,29102,90536622,26917,5521,86938781,3597841,348039,1997
RI,financial administration,589,1491692,561,69,1443164,48528,4648,1997
RI,other government administration,692,1555035,652,273,1438720,116315,7164,1997
RI,judicial and legal,94,204145,68,44,159801,44344,4621,1997
RI,police protection - officers,2040,7183821,2034,15,7174175,9646,1011,1997
RI,police protection - other,523,1088120,426,240,936909,151211,16440,1997
RI,fire protection - firefighters,2118,7105078,2079,220,7055371,49707,6505,1997
RI,fire protection - other,158,343041,153,28,335433,7608,796,1997
RI,corrections,0,0,0,0,0,0,0,1997
RI,streets and highways,918,2279868,905,35,2262967,16901,1993,1997
RI,air transportation,0,0,0,0,0,0,0,1997
RI,water transport and terminals,0,0,0,0,0,0,0,1997
RI,public welfare,95,187802,62,63,146601,41201,5141,1997
RI,health,72,220122,67,14,211021,9101,795,1997
RI,hospitals,0,0,0,0,0,0,0,1997
RI,solid waste management,149,339163,147,8,333967,5196,600,1997
RI,sewerage,379,999728,374,9,989774,9954,702,1997
RI,parks and recreation,332,702395,266,202,613397,88998,11184,1997
RI,housing and community development,535,1303189,469,116,1207310,95879,11351,1997
RI,natural resources,3,3679,0,15,0,3679,371,1997
RI,water transport and terminals,500,1279836,494,12,1271561,8275,912,1997
RI,electric power,12,43807,11,1,42753,1054,115,1997
RI,gas supply,0,0,0,0,0,0,0,1997
RI,transit,0,0,0,0,0,0,0,1997
RI,education - elementary and secondary instructional,15379,53538646,14602,1801,52132587,1406059,122852,1997
RI,education - elementary and secondary other,3768,9054327,2969,1941,7789332,1264995,122591,1997
RI,libraries,393,771568,273,289,624151,147417,20264,1997
RI,other and unallocable,353,841560,305,126,769787,71773,7983,1997
SC,total,143952,328035043,135445,22599,314685764,13349279,1459860,1997
SC,financial administration,2610,5562076,2522,197,5429200,132876,15060,1997
SC,other government administration,2149,5009106,2014,960,4670148,338958,24547,1997
SC,judicial and legal,2682,5578093,2492,431,5197375,380718,33201,1997
SC,police protection - officers,6850,16417792,6820,118,16367607,50185,5572,1997
SC,police protection - other,1809,3024499,1617,510,2799697,224802,33217,1997
SC,fire protection - firefighters,3069,6957772,2974,701,6840245,117527,16887,1997
SC,fire protection - other,165,334072,159,13,325901,8171,1041,1997
SC,corrections,2099,3901156,2081,28,3882450,18706,2666,1997
SC,streets and highways,2389,4447504,2368,39,4418476,29028,3399,1997
SC,air transportation,357,682844,347,23,666315,16529,1731,1997
SC,water transport and terminals,0,0,0,0,0,0,0,1997
SC,public welfare,301,463569,275,53,432323,31246,4405,1997
SC,health,1929,4263101,1784,344,4050931,212170,24751,1997
SC,hospitals,19911,52248789,17823,4393,47570987,4677802,368527,1997
SC,solid waste management,2667,4161636,2321,653,3772834,388802,59853,1997
SC,sewerage,1659,3588201,1637,42,3556826,31375,3904,1997
SC,parks and recreation,2117,3713806,1643,1267,3179144,534662,82200,1997
SC,housing and community development,1013,2168928,976,87,2122554,46374,6086,1997
SC,natural resources,95,162773,70,42,135471,27302,3490,1997
SC,water transport and terminals,2320,5362490,2290,106,5309242,53248,5806,1997
SC,electric power,292,717902,292,2,716701,1201,103,1997
SC,gas supply,309,758896,302,18,748481,10415,1329,1997
SC,transit,432,649607,385,80,598123,51484,7958,1997
SC,education - elementary and secondary instructional,60133,153362916,58671,5211,151156684,2206232,246556,1997
SC,education - elementary and secondary other,22506,36850014,19885,6167,33624157,3225857,439236,1997
SC,education - higher education instructional,0,0,0,0,0,0,0,1997
SC,education - higher education other,0,0,0,0,0,0,0,1997
SC,libraries,952,1696186,767,539,1454561,241625,32175,1997
SC,other and unallocable,3137,5951315,2930,575,5659331,291984,36160,1997
SD,total,26567,55347245,23218,15147,49920466,5426779,611410,1997
SD,financial administration,962,1803968,879,840,1628578,175390,19318,1997
SD,other government administration,500,1153623,407,3775,760177,393446,24895,1997
SD,judicial and legal,212,556422,191,77,486633,69789,4284,1997
SD,police protection - officers,1055,2610588,1033,95,2573805,36783,5072,1997
SD,police protection - other,335,571341,296,132,520861,50480,7302,1997
SD,fire protection - firefighters,361,1018682,360,214,1014027,4655,562,1997
SD,fire protection - other,22,53779,21,21,50481,3298,474,1997
SD,corrections,387,786080,358,87,691908,94172,4938,1997
SD,streets and highways,1525,3160542,1441,274,3022084,138458,17315,1997
SD,air transportation,52,115241,44,13,104654,10587,1212,1997
SD,water transport and terminals,0,0,0,0,0,0,0,1997
SD,public welfare,309,432291,158,259,225766,206525,26825,1997
SD,health,220,414340,147,285,302204,112136,13082,1997
SD,hospitals,510,1078122,334,304,760630,317492,31064,1997
SD,solid waste management,232,456794,210,80,426311,30483,4595,1997
SD,sewerage,259,620098,243,116,584388,35710,3843,1997
SD,parks and recreation,400,774608,269,464,619235,155373,23079,1997
SD,housing and community development,132,249208,103,89,208361,40847,4899,1997
SD,natural resources,280,437535,218,235,352169,85366,10990,1997
SD,water transport and terminals,358,800156,334,86,760398,39758,5355,1997
