state,government_function,full_time_employees,full_time_employees_coefficient_of_variation_as_percent,full_time_pay,full_time_pay_coefficient_of_variation_as_percent,part_time_employees,part_time_employees_coefficient_of_variation_as_percent,part_time_pay,part_time_pay_coefficient_of_variation_as_percent,part_time_hours,part_time_hours_coefficient_of_variation_as_percent,full_time_equivalent_employees,full_time_equivalent_employees_coefficient_of_variation_as_percent,total_employees,total_employees_coefficient_of_variation_as_percent,total_march_pay,total_march_pay_coefficient_of_variation_as_percent,year
MS,hospitals,17127,1.29,68271933,1.67,4556,1.67,12782792,0.97,548364,1.11,20227,1.19,21683,1.08,81054725,1.42,2010
MS,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
MS,solid waste management,947,2.61,2048432,2.37,66,3.74,61520,4.18,6347,3.9,983,2.94,1013,2.45,2109952,2.3,2010
MS,sewerage,703,2.2,1976059,2.24,122,0.45,52220,0.31,3405,0.28,726,2.18,825,1.88,2028279,2.19,2010
MS,parks and recreation,1009,1.62,2442969,1.67,410,3.82,280275,2.03,27013,1.91,1162,1.64,1419,1.59,2723244,1.51,2010
MS,housing and community development,852,3.19,2614218,2.91,79,5.61,65893,3.49,4853,3.86,880,3.22,931,2.96,2680111,2.84,2010
MS,natural resources,200,2.39,552582,2.6,154,1.67,156947,1.37,12974,1.72,273,2.68,354,1.53,709529,2.04,2010
MS,water transport and terminals,1305,1.92,3475679,1.95,193,0.44,113116,0.39,7811,0.51,1350,1.91,1498,1.67,3588795,1.89,2010
MS,electric power,305,1.77,1110270,1.74,4,0.01,2287,0.01,212,0.01,306,1.77,309,1.75,1112557,1.74,2010
MS,gas supply,230,4.57,624751,4.37,13,0.01,16409,0.01,678,0.01,234,4.49,243,4.33,641160,4.26,2010
MS,transit,132,0.01,314377,0.01,15,0.01,15000,0.01,1249,0.01,139,0.01,147,0,329377,0,2010
MS,education total,76676,4.18,219841805,4.22,10938,6.23,7021555,8.39,586183,7.95,80073,4.26,87614,3.74,226863360,4.1,2010
MS,education - elementary and secondary total,72056,4.15,202268600,4.21,9474,4.67,5647587,6.33,503906,6.6,74969,4.19,81530,3.71,207916187,4.1,2010
MS,education - elementary and secondary instructional,50930,4.11,164786973,4.17,4970,4.5,3140380,5.62,263331,5.7,52459,4.15,55900,3.76,167927353,4.09,2010
MS,education - elementary and secondary other,21126,4.25,37481627,4.4,4504,4.86,2507207,7.21,240575,7.58,22510,4.28,25630,3.61,39988834,4.15,2010
MS,education - higher education total,4620,4.64,17573205,4.38,1464,16.32,1373968,16.9,82277,16.25,5104,5.38,6084,5.28,18947173,4.24,2010
MS,education - higher education instructional,2013,3.78,8822993,5.53,872,16.25,825592,17.23,29593,15.87,2188,4.03,2885,5.58,9648585,5.27,2010
MS,education - higher education other,2607,5.31,8750212,3.22,592,16.42,548376,16.39,52684,16.47,2916,6.4,3199,5.29,9298588,3.18,2010
MS,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
MS,libraries,671,3.16,1567369,3.12,486,5.24,309879,5.02,28670,5.03,836,3.8,1157,2.86,1877248,2.74,2010
MS,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
MS,other and unallocable,1197,3.37,3033463,3.2,401,1.8,237214,2.3,25842,1.83,1343,3.76,1598,2.56,3270677,2.97,2010
MO,total,213171,0.54,746579705,0.55,64474,0.8,56605442,1.08,3569500,0.85,233955,0.54,277645,0.46,803185147,0.51,2010
MO,financial administration,3484,2.29,11254969,1.74,666,1.26,369782,0.94,28185,0.74,3645,2.39,4150,1.93,11624751,1.69,2010
MO,other government administration,3177,1.48,11817637,1.2,3031,1.5,1164599,1.94,70730,2.16,3577,1.72,6208,1.06,12982236,1.1,2010
MO,judicial and legal,3665,1.06,12839664,1.01,570,1.29,724898,1.1,37938,1.02,3880,1.11,4235,0.93,13564562,0.96,2010
MO,police protection total,16195,1.35,62486298,0.93,1021,1.2,902271,1.44,72560,1.73,16609,1.34,17216,1.27,63388569,0.92,2010
MO,police protection - officers,12347,1.02,50750002,0.81,549,1.21,497508,1.55,39974,1.97,12574,0.96,12896,0.98,51247510,0.8,2010
MO,police protection - other,3848,2.42,11736296,1.46,472,1.18,404763,1.29,32586,1.44,4035,2.49,4320,2.16,12141059,1.42,2010
MO,fire protection total,6827,1,33386090,0.98,1348,2.4,406810,3.6,31402,2.85,7006,1.31,8175,0.92,33792900,0.97,2010
MO,fire protection - firefighters,6266,1.02,30590456,0.99,1269,2.49,337132,4.13,26886,3.18,6419,1.37,7535,0.95,30927588,0.98,2010
MO,fire protection - other,561,0.75,2795634,0.89,79,0.86,69678,0.99,4516,0.89,587,0.73,640,0.67,2865312,0.87,2010
MO,corrections,3272,1.9,9222790,1.78,253,3.44,218514,3.23,18056,4.12,3375,1.97,3525,1.78,9441304,1.74,2010
MO,highways,6111,1.52,19072933,1.25,412,0.81,487051,0.75,38561,1.09,6328,1.44,6523,1.43,19559984,1.22,2010
MO,air transportation,1190,0.27,4340914,0.2,120,2.21,136563,6.89,9508,5.78,1243,0.54,1310,0.32,4477477,0.29,2010
MO,water transport and terminals,2,0.01,12459,0.01,2,0.01,437,0.01,34,0.01,2,0.01,4,0,12896,0,2010
MO,public welfare,3080,6.77,5166858,8.06,1216,6.48,774691,9.44,68881,10.59,3477,7.43,4296,5.19,5941549,7.12,2010
MO,health,3370,1.7,12264185,1.89,1046,2.73,1104506,3.13,80345,3.7,3823,1.59,4416,1.45,13368691,1.75,2010
MO,hospitals,11329,1.4,44863056,1.32,3860,2.15,7903826,2.89,353092,3.08,13348,1.27,15189,1.18,52766882,1.2,2010
MO,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
MO,solid waste management,790,1.47,2346759,1.22,141,4.64,123529,1.48,10704,2.17,850,1.39,931,1.43,2470288,1.16,2010
MO,sewerage,3010,1.24,11474755,0.81,78,0.63,106097,0.5,5484,0.47,3043,1.21,3088,1.21,11580852,0.8,2010
MO,parks and recreation,3266,0.96,11414490,0.96,5145,1.12,2604626,0.91,252181,1.15,4692,1.06,8411,0.78,14019116,0.8,2010
MO,housing and community development,1364,2.86,4878244,2.45,79,1.24,81735,1.2,7349,1.3,1406,2.7,1443,2.7,4959979,2.41,2010
MO,natural resources,515,0.13,1554777,0.13,235,1.18,121417,2.15,8832,3.28,561,0.07,750,0.38,1676194,0.2,2010
MO,water transport and terminals,2779,1.05,9748601,0.95,614,1.23,435326,1.33,28900,0.65,2943,0.86,3393,0.89,10183927,0.91,2010
MO,electric power,1599,0.67,8461764,0.53,28,0.01,86244,0.01,3343,0.01,1618,0.66,1627,0.66,8548008,0.52,2010
MO,gas supply,255,1.32,1168797,0.86,7,0.01,11104,0.01,1125,0.01,261,1.29,262,1.28,1179901,0.86,2010
MO,transit,2660,0.01,9542775,0,373,0.54,397584,0.4,24606,0.77,2799,0.04,3033,0.07,9940359,0.02,2010
MO,education total,130206,1.31,442250670,1.33,40862,2.26,35889826,2.51,2197698,2.24,143200,1.37,171068,1.13,478140496,1.24,2010
MO,education - elementary and secondary total,123896,1.13,420517794,1.11,33045,1.14,27790594,1.1,1852652,1.1,134919,1.11,156941,0.92,448308388,1.05,2010
MO,education - elementary and secondary instructional,88344,1.12,337403732,1.1,19121,1.17,15752593,1.02,974769,0.99,94137,1.11,107465,0.94,353156325,1.06,2010
MO,education - elementary and secondary other,35552,1.15,83114062,1.16,13924,1.09,12038001,1.2,877883,1.21,40782,1.13,49476,0.88,95152063,1.02,2010
MO,education - higher education total,6310,4.83,21732876,5.4,7817,7,8099232,7.35,345046,8.37,8281,5.64,14127,4.43,29832108,4.41,2010
MO,education - higher education instructional,2108,4.49,10506015,4.27,4276,8.78,5863275,8.66,164288,12.66,3049,6.6,6384,6.07,16369290,4.14,2010
MO,education - higher education other,4202,4.99,11226861,6.46,3541,4.86,2235957,3.91,180758,4.48,5232,5.08,7743,3.5,13462818,5.43,2010
MO,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
MO,libraries,1813,1.64,5646594,1.61,2612,2.11,1933815,2.11,160498,2,2716,1.67,4425,1.42,7580409,1.32,2010
MO,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
MO,other and unallocable,3212,1.1,11363626,0.75,755,3.25,620191,2.27,59488,3.96,3553,1.51,3967,1.08,11983817,0.72,2010
MT,total,32245,1.53,112090035,1.56,13852,1.4,11947010,1.52,948056,1.71,37813,1.49,46097,1.15,124037045,1.42,2010
MT,financial administration,670,2.6,2210608,2.3,115,2.85,108693,2.84,6564,4.77,710,2.02,785,2.26,2319301,2.2,2010
MT,other government administration,830,2.38,2951358,1.96,774,1.6,365246,2.86,17614,3.01,930,2.82,1604,1.45,3316604,1.77,2010
MT,judicial and legal,772,1.47,2756835,1.42,328,1.76,322644,3.9,20060,4.07,886,2.31,1100,1.16,3079479,1.34,2010
MT,police protection total,2169,1.87,8790160,1.61,242,3.62,218338,3.61,15999,3.36,2259,1.93,2411,1.72,9008498,1.58,2010
MT,police protection - officers,1565,1.74,6997600,1.55,52,2.76,37764,3.21,2793,4.12,1581,1.72,1617,1.69,7035364,1.54,2010
MT,police protection - other,604,2.2,1792560,1.86,190,3.86,180574,3.69,13206,3.2,678,2.41,794,1.91,1973134,1.72,2010
MT,fire protection total,723,0.58,3508781,0.4,365,11.82,52196,6.5,4732,5,754,1.08,1088,3.99,3560977,0.4,2010
MT,fire protection - firefighters,646,0.51,3227800,0.36,344,11.86,43690,3.47,4227,2.68,670,0.84,990,4.14,3271490,0.36,2010
MT,fire protection - other,77,1.15,280981,0.8,21,11.19,8506,22.11,505,24.35,84,3.01,98,2.56,289487,1.01,2010
MT,corrections,636,1.74,1896959,1.34,64,4.53,66502,7.87,5770,9.44,669,2.53,700,1.63,1963461,1.33,2010
MT,highways,1252,2.77,4297115,2.58,24,0.88,23046,1.44,1807,1.79,1262,2.82,1276,2.72,4320161,2.57,2010
MT,air transportation,168,0.9,557217,1,29,4.39,27616,3.16,1506,2.98,177,2.84,197,1,584833,0.97,2010
MT,water transport and terminals,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
MT,public welfare,477,5.67,1111845,6.27,447,11.31,459736,14.7,37906,13.41,692,9.32,924,6.21,1571581,6.18,2010
MT,health,784,1.05,3055774,1.08,563,6.01,682507,3.38,35536,3.84,986,1.76,1347,2.58,3738281,1.08,2010
MT,hospitals,531,0.01,1984912,0.01,240,0.01,390757,0.01,22803,0.01,662,0.01,771,0,2375669,0,2010
MT,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
MT,solid waste management,348,2.71,1086928,2.44,77,5.92,73019,5.92,6246,6.6,383,3.64,425,2.47,1159947,2.32,2010
MT,sewerage,313,1.74,1115333,1.96,55,2.84,25546,3.72,1790,3.92,323,1.72,368,1.54,1140879,1.92,2010
MT,parks and recreation,319,1.05,1078451,0.99,403,1.57,230939,1.31,21084,1.61,438,1.38,722,0.99,1309390,0.85,2010
MT,housing and community development,210,2.18,770902,1.91,32,6.45,29195,7.19,2072,8.27,222,2.61,242,2.07,800097,1.86,2010
MT,natural resources,197,3.02,612056,3.3,108,4.26,100890,6.13,7922,5.46,242,3.14,305,2.47,712946,2.96,2010
MT,water transport and terminals,471,1.78,1613745,1.65,129,1.83,56263,1.82,2474,1.27,487,1.66,600,1.45,1670008,1.6,2010
MT,electric power,2,0.01,15834,0.01,0,0.01,0,0.01,0,0.01,2,0.01,2,0,15834,0,2010
MT,gas supply,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
MT,transit,147,0.24,481115,0.21,64,1.1,111194,1.32,7991,1.29,192,0.67,211,0.37,592309,0.3,2010
MT,education total,20355,3.07,69423358,3.14,9171,2.74,8105364,2.88,677422,3.17,24420,2.98,29526,2.28,77528722,2.83,2010
MT,education - elementary and secondary total,20078,3.11,68448318,3.18,8790,2.86,7711974,3.02,658865,3.26,24037,3.03,28868,2.34,76160292,2.88,2010
MT,education - elementary and secondary instructional,15121,3.04,55301472,3,4189,3.17,3553202,3.34,292041,3.77,16840,3.05,19310,2.48,58854674,2.82,2010
MT,education - elementary and secondary other,4957,3.34,13146846,3.97,4601,2.58,4158772,2.75,366824,2.86,7197,2.98,9558,2.13,17305618,3.09,2010
MT,education - higher education total,277,0.01,975040,0.01,381,0.01,393390,0.01,18557,0.01,383,0.01,658,0,1368430,0,2010
MT,education - higher education instructional,81,0.01,432902,0.01,225,0.01,242769,0.01,6896,0.01,120,0.01,306,0,675671,0,2010
MT,education - higher education other,196,0.01,542138,0.01,156,0.01,150621,0.01,11661,0.01,263,0.01,352,0,692759,0,2010
MT,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
MT,libraries,223,1.17,644546,1.11,290,3.29,232290,2.78,21711,2.79,346,1.7,513,1.93,876836,1.1,2010
MT,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
MT,other and unallocable,648,1.68,2126203,1.28,332,3.9,265029,3,29047,2.34,771,2.07,980,1.73,2391232,1.18,2010
NE,total,78775,0.69,298169860,0.64,27534,0.58,24911545,0.63,1549143,0.75,87514,0.67,106309,0.53,323081405,0.59,2010
NE,financial administration,1419,2.94,4771446,2.28,182,1.73,224145,2.12,14761,1.76,1501,2.76,1601,2.61,4995591,2.18,2010
NE,other government administration,1506,2.04,4665329,1.47,2977,0.52,766719,1.9,41236,1.87,1735,2.43,4483,0.77,5432048,1.29,2010
NE,judicial and legal,1145,2.46,4461981,1.99,209,2.59,297211,1.97,15792,2.34,1233,2.86,1354,2.12,4759192,1.87,2010
NE,police protection total,4083,1.53,17829861,1.19,384,3.01,419103,1.85,27269,2.72,4235,1.61,4467,1.43,18248964,1.17,2010
NE,police protection - officers,3158,1.25,14887417,0.98,171,3.15,162736,1.19,9482,1.37,3211,1.26,3329,1.2,15050153,0.97,2010
NE,police protection - other,925,2.49,2942444,2.27,213,2.89,256367,2.28,17787,3.44,1024,2.69,1138,2.1,3198811,2.1,2010
NE,fire protection total,1354,0.11,7613039,0.06,131,1.82,35946,2.15,3061,2.21,1371,0.67,1485,0.19,7648985,0.06,2010
NE,fire protection - firefighters,1293,0.12,7338796,0.06,112,2.13,24870,3.11,2166,3.12,1305,0.7,1405,0.2,7363666,0.06,2010
NE,fire protection - other,61,0.01,274243,0.01,19,0.01,11076,0.01,895,0.01,66,0.01,80,0,285319,0,2010
NE,corrections,1410,2.99,4822503,2.6,152,2.62,162564,2.96,12940,3.58,1485,2.91,1562,2.71,4985067,2.52,2010
NE,highways,2674,2.46,8714923,1.98,356,1.32,307785,1.08,18533,0.74,2778,2.48,3030,2.18,9022708,1.91,2010
NE,air transportation,266,0.35,1104708,0.31,92,0.34,101164,0.08,6520,0.15,301,0.6,358,0.27,1205872,0.29,2010
NE,water transport and terminals,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
NE,public welfare,320,1.31,923820,1.06,215,1.69,224593,1.21,18330,1.29,422,1.72,535,1.04,1148413,0.88,2010
NE,health,492,0.16,2130337,0.13,283,9.59,422132,0.97,19512,1.35,600,0.75,775,3.5,2552469,0.19,2010
NE,hospitals,4087,1.48,14717990,1.85,1279,3.69,2114738,3.22,123670,3.88,4793,1.65,5366,1.43,16832728,1.67,2010
NE,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
NE,solid waste management,276,0.38,995026,0.27,87,2.61,61548,2.61,6014,2.51,309,0.9,363,0.69,1056574,0.3,2010
NE,sewerage,464,1.3,1812281,0.91,62,1.36,44129,0.2,3045,0.23,481,1.42,526,1.16,1856410,0.88,2010
NE,parks and recreation,685,0.34,2405628,0.24,891,0.24,492764,0.28,46876,0.19,944,0.44,1576,0.2,2898392,0.21,2010
NE,housing and community development,652,0.91,2072794,0.92,538,2.83,416863,2.4,29555,3.07,805,1.39,1190,1.37,2489657,0.87,2010
NE,natural resources,678,5.72,2007320,6.73,117,5.97,79564,4.34,6150,4.66,712,5.88,795,4.96,2086884,6.47,2010
NE,water transport and terminals,934,0.73,4094451,0.5,134,0.68,77347,0.37,5298,0.5,964,0.73,1068,0.64,4171798,0.49,2010
NE,electric power,6771,0.85,41993466,0.6,393,0.76,585081,0.15,31125,0.19,6947,0.85,7164,0.8,42578547,0.6,2010
NE,gas supply,482,0.09,2573956,0.04,7,0.01,17874,0.01,936,0.01,487,0.09,489,0.09,2591830,0.04,2010
NE,transit,408,0.49,1524382,0.27,36,3.75,34820,1.5,2874,1.83,424,0.51,444,0.55,1559202,0.27,2010
NE,education total,46465,1.65,160328850,1.57,17622,1.56,16927209,1.57,1020707,2.01,52273,1.56,64087,1.27,177256059,1.42,2010
NE,education - elementary and secondary total,43652,1.51,150282582,1.44,14778,1.29,14570718,1.13,898834,1.29,48763,1.45,58430,1.18,164853300,1.32,2010
NE,education - elementary and secondary instructional,33666,1.45,125566298,1.43,10044,0.96,10016153,1.04,565264,1.2,36841,1.4,43710,1.14,135582451,1.32,2010
NE,education - elementary and secondary other,9986,1.72,24716284,1.52,4734,1.99,4554565,1.33,333570,1.43,11922,1.61,14720,1.33,29270849,1.3,2010
NE,education - higher education total,2813,3.82,10046268,3.42,2844,2.95,2356491,4.25,121873,7.35,3510,3.12,5657,2.41,12402759,2.88,2010
NE,education - higher education instructional,1128,3.19,5182727,2.5,1362,2.9,1391805,3.5,54373,7.91,1440,0.81,2490,2.15,6574532,2.11,2010
NE,education - higher education other,1685,4.23,4863541,4.4,1482,3,964686,5.34,67500,6.9,2070,4.72,3167,2.65,5828227,3.77,2010
NE,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
NE,libraries,466,0.79,1428976,0.28,783,0.85,631956,0.89,58772,1.08,792,0.69,1249,0.61,2060932,0.33,2010
NE,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
NE,other and unallocable,1738,0.78,5176793,0.59,604,1.7,466290,1.13,36167,1.12,1922,1.08,2342,0.72,5643083,0.55,2010
NV,total,74328,0.61,382698931,0.48,23512,0.58,37791961,0.32,1962065,0.33,85508,0.57,97840,0.48,420490892,0.44,2010
NV,financial administration,1527,1.17,9127028,0.82,113,1.32,226685,1.9,11597,1.51,1590,1.06,1640,1.09,9353713,0.81,2010
NV,other government administration,1805,1.71,10093505,1.38,233,1.69,382905,1.99,20972,1.31,1924,1.57,2038,1.52,10476410,1.33,2010
NV,judicial and legal,2893,1.53,17706165,1.4,308,0.86,590321,0.63,29884,0.87,3063,1.46,3201,1.38,18296486,1.35,2010
NV,police protection total,7744,1.01,48149205,0.74,1078,0.28,800123,0.83,63929,0.49,8116,0.96,8822,0.89,48949328,0.72,2010
NV,police protection - officers,4889,1.25,33653009,0.86,14,0.01,14497,0.01,919,0.01,4895,1.25,4903,1.24,33667506,0.86,2010
NV,police protection - other,2855,0.6,14496196,0.44,1064,0.28,785626,0.85,63010,0.49,3221,0.52,3919,0.44,15281822,0.42,2010
NV,fire protection total,2860,1.05,24399605,0.62,95,9.35,150557,4.83,7439,5.32,2902,1.15,2955,1.06,24550162,0.62,2010
NV,fire protection - firefighters,2566,0.93,22347620,0.55,41,11.68,91024,5.42,3209,7.78,2584,0.95,2607,0.93,22438644,0.55,2010
NV,fire protection - other,294,2.04,2051985,1.37,54,7.59,59533,3.92,4230,3.46,318,2.75,348,2.09,2111518,1.34,2010
NV,corrections,2841,0.9,16784878,0.84,274,0.67,461124,0.39,21745,0.29,2964,0.88,3115,0.83,17246002,0.82,2010
NV,highways,1229,1.54,7080608,0.99,21,2.97,17743,1.71,1080,1.25,1235,1.51,1250,1.51,7098351,0.98,2010
NV,air transportation,1369,0.2,6415958,0.23,52,0.67,92036,0.3,5224,0.44,1399,0.18,1421,0.2,6507994,0.23,2010
NV,water transport and terminals,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
NV,public welfare,824,1.15,4186097,1.12,235,2.26,355635,3.18,17708,3.14,923,1.06,1059,1.03,4541732,1.06,2010
NV,health,937,1.21,4904061,0.86,113,6.29,166298,4.32,9942,6.64,993,1.25,1050,1.28,5070359,0.85,2010
NV,hospitals,3736,1.49,20277319,1.65,637,1.07,1818787,2.67,56290,1.33,4054,1.48,4373,1.28,22096106,1.53,2010
NV,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
NV,solid waste management,109,5,473064,2.86,5,0.01,8530,0.01,515,0.01,110,4.96,114,4.78,481594,2.81,2010
NV,sewerage,937,1.07,5306949,0.87,27,1.05,31401,0.63,1913,0.68,948,1.04,964,1.04,5338350,0.86,2010
NV,parks and recreation,2066,0.59,10721906,0.41,4434,0.29,4085609,0.18,276479,0.23,3663,0.46,6500,0.27,14807515,0.3,2010
NV,housing and community development,638,4.22,3469958,3.18,27,7.93,35702,7.68,1658,5.03,648,4.43,665,4.06,3505660,3.15,2010
NV,natural resources,210,3.01,793882,2.56,56,7.08,92630,5,4997,6.34,238,4.58,266,2.8,886512,2.35,2010
NV,water transport and terminals,2212,0.61,14989634,0.46,101,0.5,174022,0.2,10821,0.23,2273,0.58,2313,0.58,15163656,0.46,2010
NV,electric power,86,0.01,531196,0.01,2,0.01,4038,0.01,98,0.01,87,0.01,88,0,535234,0,2010
NV,gas supply,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
NV,transit,267,0.01,1652418,0.01,15,0.01,33432,0.01,1652,0.01,276,0.01,282,0,1685850,0,2010
NV,education total,37618,1.53,162323467,1.38,14773,1.26,27059568,0.54,1341745,0.65,45252,1.38,52391,1.16,189383035,1.18,2010
NV,education - elementary and secondary total,37618,1.53,162323467,1.38,14773,1.26,27059568,0.54,1341745,0.65,45252,1.38,52391,1.16,189383035,1.18,2010
NV,education - elementary and secondary instructional,28151,1.41,128254014,1.28,8725,1.25,17504199,0.56,853558,0.57,32986,1.29,36876,1.11,145758213,1.13,2010
NV,education - elementary and secondary other,9467,1.9,34069453,1.74,6048,1.27,9555369,0.5,488187,0.79,12266,1.64,15515,1.26,43624822,1.36,2010
NV,education - higher education total,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
NV,education - higher education instructional,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
NV,education - higher education other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
NV,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
NV,libraries,699,1.71,3128809,1.26,689,2.28,674600,2.3,47791,2.88,969,2.07,1388,1.42,3803409,1.11,2010
NV,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
NV,other and unallocable,1721,0.98,10183219,0.66,224,1.76,530215,1.23,28586,1.14,1881,1.09,1945,0.89,10713434,0.63,2010
NH,total,45927,1.39,175100826,1.37,19078,1.2,19576784,1.44,1389816,1.76,53480,1.35,65005,1.04,194677610,1.24,2010
NH,financial administration,871,1.64,3721511,1.56,411,3.89,564413,5.9,35169,4.99,1054,0.89,1282,1.67,4285924,1.56,2010
NH,other government administration,723,1.96,3301544,1.99,783,2.98,634672,3.1,40216,3.13,932,2.04,1506,1.81,3936216,1.75,2010
NH,judicial and legal,260,0.19,1276358,0.18,180,0.15,282826,0.32,10780,0.34,321,0.22,440,0.13,1559184,0.16,2010
NH,police protection total,3189,1.43,15554222,1.24,788,2.02,882111,2.93,56961,2.21,3512,1.41,3977,1.22,16436333,1.18,2010
NH,police protection - officers,2494,1.35,12972813,1.18,422,2.47,538543,3.34,32657,2.59,2679,1.28,2916,1.21,13511356,1.14,2010
NH,police protection - other,695,1.72,2581409,1.54,366,1.5,343568,2.29,24304,1.71,833,1.8,1061,1.24,2924977,1.39,2010
NH,fire protection total,1618,0.61,8608570,0.56,1869,5.18,704774,10.21,60183,17.84,1896,4.07,3487,2.79,9313344,0.93,2010
NH,fire protection - firefighters,1533,0.56,8230629,0.53,1788,5.11,641227,10.9,56003,18.81,1789,4.12,3321,2.76,8871856,0.93,2010
NH,fire protection - other,85,1.47,377941,1.3,81,6.78,63547,3.28,4180,4.76,107,3.2,166,3.39,441488,1.21,2010
NH,corrections,729,0.01,2698837,0.01,52,0.01,123167,0.01,5514,0.01,760,0.01,781,0,2822004,0,2010
NH,highways,1666,1.17,6861081,1.02,143,1.4,195834,1.79,13662,1.54,1738,1.26,1809,1.09,7056915,0.99,2010
NH,air transportation,85,0.01,431503,0.01,22,0.01,42026,0.01,3055,0.01,102,0.01,107,0,473529,0,2010
NH,water transport and terminals,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
NH,public welfare,1986,0.04,6669913,0.05,1289,0.54,2187764,0.37,136318,0.58,2756,0.31,3275,0.22,8857677,0.1,2010
NH,health,130,1,578949,0.76,215,4.75,122769,3.08,8953,3.62,177,2.31,345,2.98,701718,0.82,2010
NH,hospitals,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
NH,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
NH,solid waste management,417,2.12,1445008,1.9,298,3.28,244879,3.54,23537,3.31,540,1.55,715,1.84,1689887,1.7,2010
NH,sewerage,350,0.83,1528729,0.76,54,3.91,44670,3.75,2576,2.92,364,0.96,404,0.89,1573399,0.75,2010
NH,parks and recreation,315,1.39,1253784,1.07,468,2.1,322519,1.99,29973,1.61,472,1.45,783,1.38,1576303,0.95,2010
NH,housing and community development,377,1.9,1406919,1.76,101,1.48,104045,2,6962,1.71,419,1.94,478,1.53,1510964,1.65,2010
NH,natural resources,32,2.18,110511,2.61,16,8.82,18850,17.61,1167,5.81,39,4.57,48,3.28,129361,3.4,2010
NH,water transport and terminals,329,1.21,1402374,1.08,139,5.06,109981,5.41,5500,5.87,349,0.93,468,1.73,1512355,1.08,2010
NH,electric power,2,0.01,10898,0.01,4,0.01,6756,0.01,400,0.01,4,0.01,6,0,17654,0,2010
NH,gas supply,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
NH,transit,70,0.01,255630,0.01,93,0.01,101625,0.01,7274,0.01,111,0.01,163,0,357255,0,2010
NH,education total,31724,2.52,114052092,2.47,10503,2.72,11638293,3.03,848562,3.48,36336,2.51,42227,2.01,125690385,2.26,2010
NH,education - elementary and secondary total,31724,2.52,114052092,2.47,10503,2.72,11638293,3.03,848562,3.48,36336,2.51,42227,2.01,125690385,2.26,2010
NH,education - elementary and secondary instructional,25431,2.39,96620944,2.41,7384,2.32,8931653,2.74,585386,3.27,28618,2.36,32815,1.92,105552597,2.22,2010
NH,education - elementary and secondary other,6293,3.02,17431148,2.78,3119,3.66,2706640,3.98,263176,3.96,7718,3.09,9412,2.36,20137788,2.47,2010
NH,education - higher education total,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
NH,education - higher education instructional,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
NH,education - higher education other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
