state,government_function,full_time_equivalent_employees,full_time_equivalent_employees_coefficient_of_variation_as_percent,total_october_pay,total_october_pay_coefficient_of_variation_as_percent,full_time_employees,full_time_employees_coefficient_of_variation_as_percent,part_time_employees,part_time_employees_coefficient_of_variation_as_percent,full_time_pay,full_time_pay_coefficient_of_variation_as_percent,part_time_pay,part_time_pay_coefficient_of_variation_as_percent,part_time_hours_october,part_time_hours_october_coefficient_of_variation_as_percent,year
IA,police protection - officers,3950,2.26,10371814,1.75,3836,1.83,283,36.71,10183878,1.46,187936,51.21,20309,46.02,1993
IA,police protection - other,1331,5.5,2426651,5.61,1104,6.14,586,6.77,2115702,6.17,310949,7.64,40544,7.72,1993
IA,fire protection - firefighters,1695,1.2,4635797,0.67,1595,0.68,2395,47.94,4521576,0.51,114221,16.66,17711,17.13,1993
IA,fire protection - other,42,8.5,90101,5.94,38,5.12,9,13.26,84205,2.83,5896,5.06,678,1.94,1993
IA,corrections,638,5.27,1230210,4.12,533,4.89,193,13.98,1090379,3.77,139831,10.97,18254,11.87,1993
IA,streets and highways,5625,2.09,11745613,1.66,5394,1.83,414,18.82,11472144,1.58,273469,13.49,40169,16.06,1993
IA,air transportation,136,3.47,325823,1.66,125,3.67,33,26.27,310314,1.72,15509,5,2026,6.95,1993
IA,water transport and terminals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
IA,public welfare,1728,7.46,2652577,5.49,1368,7.98,734,9.47,2205037,5.54,447540,10.21,63049,11.38,1993
IA,health,1584,6.29,2628535,6.06,1121,6.49,977,9.12,2024585,6.2,603950,13.14,81680,12.39,1993
IA,hospitals,8746,2.14,16410321,2.07,6359,2.56,4086,4.75,12226209,2.49,4184112,5.1,416831,5.6,1993
IA,solid waste management,759,3.99,1549473,2.96,667,3.69,194,20.07,1442646,2.7,106827,19.03,16343,19.61,1993
IA,sewerage,1263,4.58,2833658,3.36,1200,4.74,132,44.48,2772099,3.39,61559,23.94,8390,22.64,1993
IA,parks and recreation,2293,4,3907095,3.04,1386,2.33,2613,12.24,2835260,1.73,1071835,8.56,160117,8.02,1993
IA,housing and community development,426,3.93,988532,3.17,380,3.54,83,22.32,915965,2.93,72567,19.63,8176,18.06,1993
IA,natural resources,310,53.99,487316,37.84,168,31.25,963,109.02,368247,24.52,119069,80.61,25238,81.64,1993
IA,water transport and terminals,1372,6.06,3054268,4.44,1252,6.18,268,35.13,2930674,4.52,123594,28.24,19863,28.8,1993
IA,electric power,1237,13.31,2899226,8.4,1166,12.38,182,0,2824829,7.94,74397,0,12390,0,1993
IA,gas supply,90,19.7,218660,13.07,90,19.7,2,0,218462,13.08,198,0,48,0,1993
IA,transit,647,0,1260235,0,449,0,319,0,976869,0,283366,0,34988,0,1993
IA,education - elementary and secondary instructional,44921,2.33,104131803,2.24,40860,2.62,10198,4.73,97849423,2.32,6282380,5.15,701914,5.49,1993
IA,education - elementary and secondary other,19102,2.8,30152868,2.27,13779,4.23,12463,4.51,23111609,3.05,7041259,4.54,917333,4.66,1993
IA,education - higher education instructional,2686,0,7565628,0,1721,0,3184,0,5516368,0,2049260,0,168993,0,1993
IA,education - higher education other,3256,0,6266997,0,2519,0,2520,0,5423374,0,843623,0,129121,0,1993
IA,libraries,1277,4.87,2046134,2.96,754,5,1279,8,1449385,2.6,596749,8.18,93050,9.82,1993
IA,other and unallocable,2382,12.48,4961513,15.68,1968,13.34,1779,23.73,4441910,16.87,519603,7.57,73617,7.49,1993
KS,total,114889,0.73,246575014,0.72,101892,0.78,40956,2.77,226882169,0.74,19692845,2.23,2278331,2.44,1993
KS,financial administration,2962,3.41,5089876,2.87,2796,3.16,1169,17.53,4882094,2.64,207782,22.72,28440,23.22,1993
KS,other government administration,2142,5.61,4029876,3.94,1973,6.18,3447,19.58,3719441,4.14,310435,13.24,29581,10.59,1993
KS,judicial and legal,1130,3.04,2467121,2.19,1008,3.05,540,16.2,2165849,2.23,301272,13.4,22428,11,1993
KS,police protection - officers,4380,2.19,10986437,1.73,4292,2.08,274,34.96,10853131,1.64,133306,48.53,15930,38.24,1993
KS,police protection - other,1582,3.01,2708048,2.03,1437,3.06,386,9.68,2541552,2.17,166496,14.25,25769,16.85,1993
KS,fire protection - firefighters,2348,1.31,6197204,0.64,2262,0.72,934,21.12,6103743,0.56,93461,23.38,15143,26.71,1993
KS,fire protection - other,82,6.17,148942,4.63,74,4.85,321,82.63,140784,4.21,8158,43.94,1400,45.44,1993
KS,corrections,1655,5.05,3322983,3.89,1556,4.79,228,0,3200797,3.85,122186,0,17701,0,1993
KS,streets and highways,5171,2.87,9263870,3,4966,3.03,505,21.11,9016180,3.11,247690,14.45,36048,16.63,1993
KS,air transportation,209,2.08,463477,1.87,204,2.13,16,0,456278,1.87,7199,0,914,0,1993
KS,water transport and terminals,9,0,16595,0,9,0,0,0,16595,0,0,0,0,0,1993
KS,public welfare,626,5.22,1082250,3.48,503,5.36,210,15.21,879034,3.49,203216,3.93,21560,6.64,1993
KS,health,2501,5.87,5129083,3.67,2096,5.17,1307,17.22,4521819,2.99,607264,13.1,68943,14.17,1993
KS,hospitals,6358,3.28,11469660,4.71,4892,4.15,2656,2.93,8866124,5.77,2603536,3.31,258889,2.9,1993
KS,solid waste management,855,3.18,1389095,2.53,779,2.48,175,23.82,1313369,2.32,75726,21.85,13541,24.66,1993
KS,sewerage,1282,12.23,2547939,7.58,1260,12.43,97,56.44,2521124,7.66,26815,31.07,3824,36.58,1993
KS,parks and recreation,2075,2.04,3631320,1.37,1651,1.55,1316,3.7,3130329,1.14,500991,5.05,75086,6.37,1993
KS,housing and community development,635,5.62,977695,3.32,527,3.84,289,38.45,835660,2.51,142035,39.86,20451,35.92,1993
KS,natural resources,385,10.75,550311,12.07,302,5.67,177,29.99,455204,6.26,95107,52.97,13383,54.69,1993
KS,water transport and terminals,2152,5.38,4629095,3.67,1976,4.4,738,25.35,4432201,3.09,196894,26.24,26520,29.26,1993
KS,electric power,1577,7.74,4786365,6.38,1572,7.77,10,14.91,4780795,6.39,5570,12.92,921,11.81,1993
KS,gas supply,51,11.79,118260,12.2,51,11.79,2,0,117207,12.31,1053,0,109,0,1993
KS,transit,206,3.33,379799,2.45,204,3.36,11,0,376996,2.47,2803,0,418,0,1993
KS,education - elementary and secondary instructional,46705,1.29,115419409,1.25,43564,1.29,9655,5.01,110042096,1.25,5377313,6.01,547957,6.64,1993
KS,education - elementary and secondary other,19636,1.81,32546339,1.68,15762,2.32,9107,4.28,27334975,2.02,5211364,4.23,683582,4.98,1993
KS,education - higher education instructional,2257,0,6467877,0,1605,0,2699,0,4949519,0,1518358,0,113882,0,1993
KS,education - higher education other,3359,0,6193908,0,2453,0,2856,0,5198675,0,995233,0,159162,0,1993
KS,libraries,674,0.51,1133957,0.53,490,1.13,394,4.35,901421,0.68,232536,4.53,31980,4.36,1993
KS,other and unallocable,1885,8.61,3428223,6.46,1628,8.14,1437,27.02,3129177,5.69,299046,24.27,44769,21.17,1993
KY,total,122050,1.17,238775467,1.02,114907,1.29,19471,4.13,229444724,1.05,9330743,3.45,1194895,4.17,1993
KY,financial administration,1607,7.42,2821963,6.12,1553,7.42,214,28.57,2742292,6.11,79671,14.61,9443,17.6,1993
KY,other government administration,2038,5.63,3717445,4.2,1938,5.7,1264,16.12,3477782,4.38,239663,9.83,17736,9.96,1993
KY,judicial and legal,799,3.68,1315932,3.15,709,3.18,178,20.96,1216433,3.05,99499,22.25,15659,24.14,1993
KY,police protection - officers,4577,4.59,9995045,3.22,4482,4.19,185,30.52,9888185,3.05,106860,33.21,16696,34.57,1993
KY,police protection - other,1132,3.92,1848803,2.81,943,3.76,607,5.84,1526025,2.77,322778,6.59,33337,10,1993
KY,fire protection - firefighters,2472,4.18,5327344,3.18,2376,3.93,676,19.08,5219697,3.07,107647,23.91,17640,24.62,1993
KY,fire protection - other,141,0.85,278173,0.64,137,0.87,7,0,274043,0.65,4130,0,691,0,1993
KY,corrections,1841,8.62,2944726,7.09,1695,6.78,279,30.18,2782098,6.04,162628,35.51,25782,39.78,1993
KY,streets and highways,3191,7.17,4991794,6.87,3093,7.29,198,30.48,4880892,7,110902,30.11,17282,29.41,1993
KY,air transportation,496,0,1272146,0,470,0,42,0,1238409,0,33737,0,4566,0,1993
KY,water transport and terminals,35,0,77543,0,34,0,2,0,76671,0,872,0,168,0,1993
KY,public welfare,509,2.71,826075,2.76,425,0,169,0,741410,0,84665,0,14939,0,1993
KY,health,4148,9.37,6863799,8.84,3943,9.72,534,13.21,6522153,9.21,341646,11.16,36094,13.58,1993
KY,hospitals,3481,10.03,7051705,8.47,2955,9.86,843,13.47,5988371,8.66,1063334,8.81,92548,14,1993
KY,solid waste management,1462,7.73,2122054,8.64,1445,7.73,27,48.99,2105881,8.66,16173,37.56,2986,41.95,1993
KY,sewerage,1580,2.69,3629736,1.8,1560,2.7,39,12.07,3607119,1.82,22617,8.24,3457,9.62,1993
KY,parks and recreation,1284,3.64,1672642,2.73,1078,2.74,487,13.05,1459396,2.07,213246,11.24,36421,11.73,1993
KY,housing and community development,849,1.82,1595085,1.29,800,2.02,84,4.32,1529987,1.37,65098,6.4,8700,5.66,1993
KY,natural resources,191,16.41,270672,5.39,144,0,114,62.25,199605,0,71067,34.13,16829,20.49,1993
KY,water transport and terminals,1636,7.03,3059434,5.62,1573,7.53,291,69.57,2991796,5.48,67638,52.87,11388,58.2,1993
KY,electric power,637,5.32,1738217,3.48,630,5.24,15,0,1730874,3.45,7343,0,1213,0,1993
KY,gas supply,119,7.97,221297,9,116,7.45,5,0,214482,8.34,6815,0,499,0,1993
KY,transit,925,0,2172959,0,859,0,101,0,2077978,0,94981,0,11746,0,1993
KY,education - elementary and secondary instructional,54958,1.75,133723757,1.44,53271,1.78,5103,7.24,131053762,1.44,2669995,5.98,273404,6.48,1993
KY,education - elementary and secondary other,28720,2.07,34109088,1.89,25903,3.04,6688,8.44,31257938,2.54,2851150,8.21,451660,8.9,1993
KY,education - higher education instructional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
KY,education - higher education other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
KY,libraries,980,1.65,1294287,1.93,667,1.78,837,18.02,978594,1.49,315693,11.15,50279,11.65,1993
KY,other and unallocable,2242,24.3,3833746,20.5,2108,24.41,482,30.84,3662851,20.63,170895,20.16,23732,24.08,1993
LA,total,159801,0.83,290932965,0.67,151678,0.89,23248,3.63,279619717,0.7,11313248,2.93,1378699,3.09,1993
LA,financial administration,2934,6.44,5162748,4.54,2846,6.34,198,25.55,5059264,4.31,103484,23.25,15353,31.93,1993
LA,other government administration,2343,7.21,4210673,5.88,2177,7.85,1049,41.96,3781311,5.37,429362,38.54,29271,27.88,1993
LA,judicial and legal,3913,3.19,6384836,2.8,3749,3.27,485,15.27,6123871,2.78,260965,12.99,29355,14.59,1993
LA,police protection - officers,8297,3.58,16057617,3.03,8181,3.56,487,54.94,15911165,3.05,146452,59.42,20721,68.33,1993
LA,police protection - other,2579,3.81,4421501,2.43,2288,3.9,799,10.91,4136473,2.29,285028,8.14,52201,7.13,1993
LA,fire protection - firefighters,3765,0.75,8612409,0.57,3744,0.62,55,54.51,8584214,0.55,28195,55.4,3739,50.88,1993
LA,fire protection - other,117,0,273922,0,113,0,12,0,270063,0,3859,0,804,0,1993
LA,corrections,3239,5.1,5353722,4.2,3176,5.14,134,14.42,5274881,4.19,78841,7.11,11935,3.69,1993
LA,streets and highways,4809,5.37,7360130,5.13,4765,5.41,70,27.65,7308063,5.14,52067,20.96,7841,27.55,1993
LA,air transportation,347,0,640797,0,343,0,13,0,636089,0,4708,0,719,0,1993
LA,water transport and terminals,295,0,576516,0,294,0,12,0,573930,0,2586,0,310,0,1993
LA,public welfare,619,2.49,786582,3.34,600,1.08,44,25.15,768592,0.9,17990,17.47,3335,20.29,1993
LA,health,830,1.73,1364892,1.66,785,1.83,104,0,1292770,1.75,72122,0,7918,0,1993
LA,hospitals,12231,4.69,24822928,3.72,10484,4.86,3764,3.34,21467266,3.94,3355662,0.74,309536,1.95,1993
LA,solid waste management,1361,10.5,1841791,8.57,1329,10.75,62,4.8,1796507,8.79,45284,3.32,5644,5.59,1993
LA,sewerage,2221,5.66,3725684,4.35,2194,5.71,98,50.97,3692395,4.36,33289,6.24,4829,12.54,1993
LA,parks and recreation,2503,1.48,3241957,1.51,2025,1.48,925,1.67,2801137,1.53,440820,1.4,84790,1.39,1993
LA,housing and community development,1189,1.49,1680584,1.18,1165,0.99,36,0,1652826,0.94,27758,0,4141,0,1993
LA,natural resources,962,0,1684495,0,939,0,63,0,1663391,0,21104,0,4116,0,1993
LA,water transport and terminals,2337,5.86,3955207,4.87,2323,5.88,66,75.79,3947773,4.85,7434,23.96,2525,79.29,1993
LA,electric power,369,8.21,728383,6.51,369,8.21,1,0,728228,6.51,155,0,44,0,1993
LA,gas supply,192,6.51,337903,5.43,181,5.66,52,96.13,326140,4.9,11763,75.65,2045,58.67,1993
LA,transit,352,0,644963,0,345,0,18,0,634878,0,10085,0,1274,0,1993
LA,education - elementary and secondary instructional,66473,0.82,137945561,0.58,64813,0.89,6642,5.52,135881147,0.6,2064414,4.02,269851,5.83,1993
LA,education - elementary and secondary other,29428,0.92,40251842,0.72,26759,1.57,7055,7.32,36878067,1.19,3373775,7.49,434454,7.88,1993
LA,education - higher education instructional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
LA,education - higher education other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
LA,libraries,1681,7.54,2294300,4.48,1389,9.47,713,6.5,1984209,5.27,310091,5.52,51852,5.36,1993
LA,other and unallocable,4415,19.32,6571022,19.09,4302,19.59,291,19.78,6445067,19.36,125955,11.03,20096,13.03,1993
ME,total,42313,0.93,88884143,0.88,37487,0.9,14628,3.7,81549922,0.83,7334221,4.31,827299,3.98,1993
ME,financial administration,945,8.01,1733534,6.72,802,8.77,552,25.4,1506127,6.9,227407,15.43,24177,18.84,1993
ME,other government administration,852,11.29,1821849,7.09,739,10.34,852,20.53,1586815,6.18,235034,28.72,21798,37.06,1993
ME,judicial and legal,181,3.99,327132,1.75,154,4.63,74,16.54,272084,3.28,55048,14.68,4787,24.07,1993
ME,police protection - officers,1801,2.83,4546923,2.43,1663,2.21,465,15.04,4338887,1.87,208036,24.95,24603,18.08,1993
ME,police protection - other,561,7.64,953951,6.79,466,8.22,305,7.79,839299,7,114652,8.77,16458,9.19,1993
ME,fire protection - firefighters,1023,1.81,2686280,1.11,947,1.21,1196,28.79,2593588,0.98,92692,13.39,13441,15.54,1993
ME,fire protection - other,73,7.68,143673,3.63,63,0,32,42.99,132541,0,11132,46.91,1651,52.76,1993
ME,corrections,686,13.57,1188152,13.62,551,6.62,239,49.39,1003018,7.81,185134,53.06,23744,44.9,1993
ME,streets and highways,1448,5.08,2784166,3.97,1297,4.72,320,26.41,2575265,3.8,208901,21.67,28194,25.03,1993
ME,air transportation,220,0,400455,0,171,0,92,0,347319,0,53136,0,8826,0,1993
ME,water transport and terminals,47,10.62,70316,13.55,38,8.06,22,14.65,59545,11.72,10771,27.49,1788,23.09,1993
ME,public welfare,184,1.14,350710,0.91,153,1.21,79,8.5,293230,0.92,57480,2.88,5998,0.6,1993
ME,health,204,7.23,385654,3.19,133,3.91,183,18.31,305704,3.26,79950,3.03,11994,4.21,1993
ME,hospitals,1065,0,2140991,0,808,0,435,0,1652141,0,488850,0,44098,0,1993
ME,solid waste management,410,6.51,729442,4.47,332,5.82,228,21.4,634817,4.28,94625,19.56,14148,23.13,1993
ME,sewerage,543,4.88,1174689,3.57,529,5.02,55,36.32,1151256,3.37,23433,32.36,2504,36.7,1993
ME,parks and recreation,526,6.93,858793,4.57,341,2.73,607,12.32,630752,2.39,228041,15.39,31204,18.58,1993
ME,housing and community development,379,3.86,783409,2.56,358,3.1,41,20.32,758655,1.82,24754,21.57,3589,19.42,1993
ME,natural resources,64,47.9,94684,57.29,47,65.06,60,71.97,84422,64.17,10262,35.58,3276,0,1993
ME,water transport and terminals,622,1.97,1525221,2.32,592,1.98,60,24.57,1483176,2.19,42045,28.14,5055,17.7,1993
ME,electric power,23,0,56548,0,22,0,3,0,55531,0,1017,0,101,0,1993
ME,gas supply,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
ME,transit,82,0,151667,0,67,0,23,0,124460,0,27207,0,2702,0,1993
ME,education - elementary and secondary instructional,21317,1.23,49346260,1.23,19862,1.28,4361,3.31,46945047,1.21,2401213,4.74,244464,3.87,1993
ME,education - elementary and secondary other,7762,1.48,12344882,1.55,6446,1.84,3144,3.76,10440339,1.69,1904543,4.46,221887,4.2,1993
ME,education - higher education instructional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
ME,education - higher education other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
ME,libraries,291,3.85,481315,2.72,191,3.61,297,11.48,355108,3.08,126207,7.43,16802,8.7,1993
ME,other and unallocable,1004,18.62,1803447,18.86,715,16.68,903,24.82,1380796,17.11,422651,56.55,50010,48.1,1993
MD,total,160808,0.28,461139539,0.34,144365,0.32,38487,0.63,429820069,0.35,31319470,0.4,2806694,0.57,1993
MD,financial administration,2524,2.17,6836242,1.73,2421,2.27,127,39.51,6713550,1.53,122692,35.57,19145,1.3,1993
MD,other government administration,3113,2.4,9035515,2.04,2858,2.89,670,12.36,8541660,1.83,493855,8.55,45294,9.96,1993
MD,judicial and legal,2484,0.37,7462276,0.41,2414,0.22,145,8.46,7300888,0.38,161388,2.15,12208,5.99,1993
MD,police protection - officers,10559,0.65,33978128,1.37,10446,0.66,245,0,33739686,1.38,238442,0.26,19409,0,1993
MD,police protection - other,2073,2.93,4425570,3.4,1579,4.44,1080,0.29,3779976,4.01,645594,0.74,78943,3.19,1993
MD,fire protection - firefighters,5871,0.51,19409610,1.08,5790,0.49,172,14.68,19321177,1.08,88433,4.92,13951,2.13,1993
MD,fire protection - other,302,5.19,940347,2.36,290,4.94,23,19.04,906839,2.35,33508,4.25,2049,12.56,1993
MD,corrections,2156,0.86,5851809,1.09,2097,0.89,74,5.54,5750099,1.1,101710,1.84,10004,2.68,1993
MD,streets and highways,5011,0.88,11706949,0.84,4901,0.82,121,11.62,11542688,0.83,164261,3.38,16149,6.84,1993
MD,air transportation,19,0,31991,0,17,0,4,0,29834,0,2157,0,313,0,1993
MD,water transport and terminals,7,43.35,15677,32.74,4,39.1,6,86.51,11267,55.3,4410,39.53,560,107.49,1993
MD,public welfare,1854,0.41,3402729,0.2,1399,0,791,0.64,2648460,0,754269,0.57,74284,0.63,1993
MD,health,3402,0.48,9257283,0.54,2904,0.49,727,0.42,8040696,0.58,1216587,0.31,85188,0.48,1993
MD,hospitals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
MD,solid waste management,2353,1.2,3747246,2.41,2278,1.46,113,9.27,3635232,2.51,112014,4.41,13526,8.98,1993
MD,sewerage,4518,0.91,11991631,1.07,4491,0.96,61,21.53,11944053,1.06,47578,23.2,4900,29.51,1993
MD,parks and recreation,4621,0.89,8549171,1.18,3584,0.62,2402,3.46,7375724,0.69,1173447,4.91,175043,2.44,1993
MD,housing and community development,3624,10.69,8018572,11.52,3459,11.19,263,3.17,7742586,11.93,275986,0.83,27510,2.41,1993
MD,natural resources,1724,0.44,3442426,0.25,1573,0.41,359,1.57,3270928,0.34,171498,1.73,26222,2.36,1993
MD,water transport and terminals,1672,0.88,4555501,1.43,1658,1.19,29,46.61,4530301,1.48,25200,33.64,2544,46.96,1993
MD,electric power,114,0,262813,0,113,0,1,0,262149,0,664,0,133,0,1993
MD,gas supply,4,0,5461,0,4,0,0,0,5461,0,0,0,0,0,1993
MD,transit,737,0.81,1895299,1.41,619,0,169,2.78,1675386,2.09,219913,3.73,20686,5.91,1993
MD,education - elementary and secondary instructional,60580,0.11,214738852,0.46,56598,0.11,10950,0.53,204360915,0.47,10377937,0.29,685749,0.39,1993
MD,education - elementary and secondary other,26135,0.13,51495776,0.48,20852,0.37,8733,1.69,43376022,0.65,8119754,0.61,911075,1.17,1993
MD,education - higher education instructional,3003,0,11624904,0,1902,0,5074,0,7891737,0,3733167,0,188032,0,1993
MD,education - higher education other,4807,0,10311655,0,3499,0,3917,0,8662145,0,1649510,0,220907,0,1993
MD,libraries,2367,0,5097716,0,1784,0,1510,0,4243276,0,854440,0,98512,0,1993
MD,other and unallocable,5174,3.23,13048390,2.64,4831,3.14,721,17.57,12517334,2.41,531056,13.26,54358,16.71,1993
MA,total,202148,1.12,552607618,1.17,185292,1.19,45131,2.43,521941728,1.22,30665890,2.35,2869856,2.38,1993
MA,financial administration,4206,1.52,9848328,2.01,3860,1.77,1307,10.6,9124275,2.19,724053,15.67,57057,11.53,1993
MA,other government administration,3693,2.46,9178161,2.53,3274,2.95,1546,6.81,8352096,2.67,826065,12.31,71961,6.84,1993
MA,judicial and legal,314,3.84,952754,3.49,283,3.49,72,15.48,868431,3.5,84323,17.42,5371,25.58,1993
MA,police protection - officers,13398,1.19,47644577,1.2,12875,1.17,1477,14.09,46692811,1.17,951766,11.06,88795,10.4,1993
MA,police protection - other,2442,3.69,4542752,4.05,1784,4.06,1926,9.61,3478919,4.31,1063833,8.57,113915,8.38,1993
MA,fire protection - firefighters,12037,2.1,39941397,1.96,11630,1.62,3603,18.68,39184160,1.7,757237,32.74,68969,34.72,1993
MA,fire protection - other,504,4.39,1306658,3.4,462,4.21,125,30.33,1225549,3.69,81109,16.54,7221,19.28,1993
MA,corrections,4563,0,11483548,0,4316,0,363,0,11002594,0,480954,0,43098,0,1993
MA,streets and highways,5663,2.32,13675567,2.53,5550,2.36,250,21.96,13474803,2.51,200764,34.62,19997,36.31,1993
MA,air transportation,176,6.48,430480,6.03,172,5.44,11,43.09,423365,5.34,7115,49.87,679,54.66,1993
MA,water transport and terminals,55,16.8,127781,18.42,37,23.61,22,9.57,99606,23.19,28175,4.18,3311,3.99,1993
MA,public welfare,1998,2.58,4001343,2.2,1529,2.37,933,5.93,3259067,2.37,742276,5.5,80356,6.43,1993
MA,health,1914,3.08,4730696,3.14,1650,2.29,676,15.92,4133742,2.01,596954,17.13,46668,16.09,1993
MA,hospitals,6791,0,20362097,0,5891,0,1614,0,17392599,0,2969498,0,155162,0,1993
MA,solid waste management,1255,4.87,2654246,5.28,1179,5.12,173,36.55,2537598,5.48,116648,28.63,12507,21.95,1993
MA,sewerage,1823,3.57,4550682,4.16,1787,3.53,117,45.87,4493330,4.18,57352,22.06,6503,26.18,1993
MA,parks and recreation,2029,3.35,4220172,3.33,1553,3.64,1395,4.92,3582974,3.67,637198,5.04,84472,5.51,1993
MA,housing and community development,4304,8.89,11050730,7.8,3972,5.2,760,25.75,10532989,5.78,517741,42.96,51030,38.53,1993
MA,natural resources,382,10.89,838338,11.15,345,11.7,91,22.85,776637,11.6,61701,26.67,6430,17.27,1993
MA,water transport and terminals,2941,4.05,7009867,4.35,2849,3.16,160,8.07,6929915,2.97,79952,14.1,8791,15.88,1993
MA,electric power,1476,1.44,5387993,2.88,1464,2,29,14.81,5367609,3.26,20384,12.93,2112,13.1,1993
MA,gas supply,116,0,443401,0,116,0,1,0,443370,0,31,0,0,0,1993
MA,transit,7058,0.07,26282726,0.03,6440,0,840,1.58,24490863,0,1791863,0.4,109206,0.83,1993
MA,education - elementary and secondary instructional,87774,2.37,253396865,2.45,83223,2.48,10955,4.45,244689899,2.51,8706966,5.24,781885,5.25,1993
MA,education - elementary and secondary other,26257,2.59,48190774,2.4,21591,3.08,11886,3.83,41572385,2.59,6618389,5.35,786596,4.85,1993
MA,education - higher education instructional,119,0,399524,0,51,0,158,0,162374,0,237150,0,11260,0,1993
MA,education - higher education other,32,0,87145,0,32,0,3,0,86870,0,275,0,23,0,1993
MA,libraries,3272,2.55,6920388,2.54,2360,3.42,2382,5.5,5553487,3.01,1366901,6.46,153304,6.64,1993
MA,other and unallocable,5556,1.69,12948628,1.9,5017,1.62,2256,14.59,12009411,1.81,939217,6.5,93177,6.85,1993
MI,total,326161,0.88,931275389,1.25,277764,0.97,131176,3.26,851008553,1.29,80266836,2.71,8188738,2.54,1993
MI,financial administration,5976,6.37,14530919,5.53,5358,5.46,1908,19.92,13269178,5.15,1261741,22.03,108848,21.89,1993
MI,other government administration,6238,4.48,15085944,3.1,5457,3.65,6725,18.82,13400264,2.92,1685680,16.79,138197,17.04,1993
MI,judicial and legal,7211,3.18,19138486,2.63,7003,3.14,405,6.91,18743403,2.6,395083,6.53,36250,7.91,1993
MI,police protection - officers,15441,3.47,49658145,3.61,15064,3.29,1176,26.72,49193419,3.56,464726,22.75,59561,27.57,1993
MI,police protection - other,3863,3.92,7882642,3.81,3257,4.32,2117,10.38,7101387,4.1,781255,8.92,109246,9.72,1993
MI,fire protection - firefighters,6168,4.01,19848276,2.8,5761,2.75,7106,26.06,19036358,2.81,811918,16.02,69742,22.38,1993
MI,fire protection - other,614,5.06,1533321,5.13,588,5.06,874,97.25,1510251,5.27,23070,30.36,4563,41.91,1993
MI,corrections,4192,3.82,10334438,2.88,3926,3.79,533,8.58,9921551,2.9,412887,6.46,45522,8.5,1993
MI,streets and highways,8943,8.37,21944295,7.37,8644,8.46,593,24.99,21583466,7.42,360829,20.28,52548,23.06,1993
MI,air transportation,749,1.13,2214504,0.47,715,0.95,49,20.25,2179682,0.49,34822,7.07,5841,13.38,1993
MI,water transport and terminals,94,0,182792,0,80,0,23,0,165076,0,17716,0,2284,0,1993
MI,public welfare,3633,6.19,6314883,6.03,2666,5.61,1913,7.92,5071571,5.21,1243312,10.39,167754,8.93,1993
MI,health,8646,5.92,20223670,5.96,7784,5.42,1689,16.11,18502687,5.17,1720983,15.53,146808,12.4,1993
MI,hospitals,14688,1.37,37439267,1.18,11838,1.94,6272,11.27,29960032,1.39,7479235,9.12,516581,11.3,1993
MI,solid waste management,2337,2.2,5306835,2.42,2271,2.22,148,26.88,5221467,2.49,85368,14.98,11217,12.91,1993
MI,sewerage,4448,3.82,11766726,3.92,4362,3.87,237,29.81,11653160,3.96,113566,23.51,15319,24.02,1993
MI,parks and recreation,5922,4.8,10983969,2.81,4073,6.74,5440,8.05,8950580,2.77,2033389,8.05,324517,7.77,1993
MI,housing and community development,1325,3.01,3442185,2.32,1273,2.98,109,9.28,3373694,2.3,68491,8.84,8970,10.26,1993
MI,natural resources,586,14.59,1097358,6.89,537,20.68,88,13.24,1022340,7.96,75018,15.26,8411,14.31,1993
MI,water transport and terminals,4642,4.64,11587117,3.9,4552,4.52,302,24.33,11449727,3.84,137390,20.32,19335,21.42,1993
MI,electric power,1912,4.91,5815436,5.12,1888,4.85,32,0,5777992,5.1,37444,0,4273,0,1993
MI,gas supply,1,0,2170,0,1,0,1,0,1727,0,443,0,74,0,1993
MI,transit,4318,1.75,9471516,1.13,3963,1.49,550,5.65,8920078,0.96,551438,4.41,61512,5.22,1993
MI,education - elementary and secondary instructional,125525,1.48,447740242,2.26,112331,1.62,31891,5.16,424605097,2.25,23135145,5.89,2155693,6.01,1993
MI,education - elementary and secondary other,62366,1.69,129425238,2.58,45485,2.04,37629,3.75,105367881,2.92,24057357,4.64,2786867,4.4,1993
MI,education - higher education instructional,5502,0,21957275,0,3160,0,6426,0,15751924,0,6205351,0,411229,0,1993
MI,education - higher education other,6840,0,15659807,0,4485,0,6118,0,12699974,0,2959833,0,412912,0,1993
MI,libraries,3083,2.49,5799341,2.32,1942,2.09,2523,4.7,4572283,2.27,1227058,4.29,187470,4.62,1993
MI,other and unallocable,10898,12.53,24888592,13.62,9300,13.52,8299,31.32,22002304,14.69,2886288,32.09,317194,21.63,1993
MN,total,176521,1.16,461623817,0.95,143704,1.14,88026,3.43,403743622,0.97,57880195,2.55,5694454,3.1,1993
