GEO.id,GEO.id2,GEO.display-label,GEO.annotation.id,YEAR.id,GOVEMPFUNCT.id,GOVEMPFUNCT.display-label,EMPFT,PAYANNFT,EMPPT,PAYANNPT,HRSPT,EMPFTE,EMP,PAYANN
0400000US28,28,Mississippi,,2012,1200,Water Transport and Terminals       ,148,620222,6,6415,394,150,154,626637
0400000US28,28,Mississippi,,2012,1220,Public Welfare,3333,10693106,210,203457,19242,3440,3543,10896563
0400000US28,28,Mississippi,,2012,1240,Health,3539,11789003,136,129420,6394,3577,3675,11918423
0400000US28,28,Mississippi,,2012,1260,Hospitals,27872,106647903,5334,14350646,538246,30912,33206,120998549
0400000US28,28,Mississippi,,2012,1280,Social Insurance Administration,707,2276809,243,557520,40336,950,950,2834329
0400000US28,28,Mississippi,,2012,1300,Solid Waste Management,1013,2190431,117,95995,10850,1073,1130,2286426
0400000US28,28,Mississippi,,2012,1320,Sewerage,652,1894584,49,27767,2186,663,701,1922351
0400000US28,28,Mississippi,,2012,1340,Parks and Recreation,1349,3280348,618,387173,39825,1580,1967,3667521
0400000US28,28,Mississippi,,2012,1360,Housing and Community Development,869,2706837,93,77701,6386,904,962,2784538
0400000US28,28,Mississippi,,2012,1380,Natural Resources,2945,9259202,999,909357,69082,3341,3944,10168559
0400000US28,28,Mississippi,,2012,1400,Water Supply,1381,3762532,123,101068,7895,1417,1504,3863600
0400000US28,28,Mississippi,,2012,1420,Electric Power,427,1611364,8,6604,516,430,435,1617968
0400000US28,28,Mississippi,,2012,1440,Gas Supply,205,587450,17,20025,1406,213,222,607475
0400000US28,28,Mississippi,,2012,1460,Transit,116,299352,41,47250,5082,146,157,346602
0400000US28,28,Mississippi,,2012,1480,Education Total ,94361,300071244,20639,18464585,1332642,102023,115000,318535829
0400000US28,28,Mississippi,,2012,1481,Education - Elementary and Secondary Total ,71184,197218201,6582,4657495,426405,73631,77766,201875696
0400000US28,28,Mississippi,,2012,14811,Education - Elementary and Secondary Instructional             ,49739,160245326,3591,2560966,221690,51011,53330,162806292
0400000US28,28,Mississippi,,2012,14812,Education - Elementary and Secondary Other ,21445,36972875,2991,2096529,204715,22620,24436,39069404
0400000US28,28,Mississippi,,2012,1482,Education - Higher Education Total ,21662,97980110,14027,13760644,903659,26862,35689,111740754
0400000US28,28,Mississippi,,2012,14821,Education - Higher Education Instructional,8426,42787337,3293,4675166,205667,9601,11719,47462503
0400000US28,28,Mississippi,,2012,14822,Education - Higher Education Other ,13236,55192773,10734,9085478,697992,17261,23970,64278251
0400000US28,28,Mississippi,,2012,1483,Education - Other,1515,4872933,30,46446,2578,1530,1545,4919379
0400000US28,28,Mississippi,,2012,1500,Libraries                          ,720,1645310,468,275743,31737,901,1188,1921053
0400000US28,28,Mississippi,,2012,1560,State liquor stores,114,298563,0,0,0,114,114,298563
0400000US28,28,Mississippi,,2012,1580,All other and unallocable,4645,14125552,646,540996,45765,4899,5291,14666548
0400000US29,29,Missouri,,2012,1000,Total - All Government Employment Functions,286658,1023931115,90651,79696648,5295076,316950,377309,1103627763
0400000US29,29,Missouri,,2012,1020,Financial Administration,6779,23203020,919,711479,56540,7084,7698,23914499
0400000US29,29,Missouri,,2012,1040,Other Government Administration,4646,16961760,4045,2066380,122414,5295,8691,19028140
0400000US29,29,Missouri,,2012,1060,Judicial and Legal,7922,29400064,1204,1331049,91103,8428,9126,30731113
0400000US29,29,Missouri,,2012,1100,Police Protection Total,17832,66126625,1444,1165327,103066,18405,19276,67291952
0400000US29,29,Missouri,,2012,1101,Police Protection - Persons with Power of Arrest       ,13351,52481956,789,576203,47337,13613,14140,53058159
0400000US29,29,Missouri,,2012,1102,Police Protection - Other ,4481,13644669,655,589124,55729,4792,5136,14233793
0400000US29,29,Missouri,,2012,1120,Fire Protection Total ,6988,33857573,2373,741540,58834,7305,9361,34599113
0400000US29,29,Missouri,,2012,1121,Fire Protection - Firefighters,5898,29530631,2090,571553,46407,6150,7988,30102184
0400000US29,29,Missouri,,2012,1122,Fire Protection - Other ,1090,4326942,283,169987,12427,1155,1373,4496929
0400000US29,29,Missouri,,2012,1140,Corrections,15064,39652925,471,422939,34700,15257,15535,40075864
0400000US29,29,Missouri,,2012,1160,Highways,11729,38239079,741,604616,48074,11970,12470,38843695
0400000US29,29,Missouri,,2012,1180,Air Transportation,1182,4571658,75,88267,6886,1221,1257,4659925
0400000US29,29,Missouri,,2012,1200,Water Transport and Terminals       ,4,24021,2,760,87,4,6,24781
0400000US29,29,Missouri,,2012,1220,Public Welfare,9588,23847723,1205,1117156,98777,10167,10793,24964879
0400000US29,29,Missouri,,2012,1240,Health,6047,21691009,1664,1788375,123577,6744,7711,23479384
0400000US29,29,Missouri,,2012,1260,Hospitals,20754,76481866,4596,8718863,453080,23353,25350,85200729
0400000US29,29,Missouri,,2012,1280,Social Insurance Administration,665,1825922,40,58106,3278,684,705,1884028
0400000US29,29,Missouri,,2012,1300,Solid Waste Management,799,2348766,137,144738,13582,873,936,2493504
0400000US29,29,Missouri,,2012,1320,Sewerage,2588,10456123,223,181682,13148,2654,2811,10637805
0400000US29,29,Missouri,,2012,1340,Parks and Recreation,3355,10947155,4780,2400176,237117,4693,8135,13347331
0400000US29,29,Missouri,,2012,1360,Housing and Community Development,1209,4115065,203,194371,14312,1293,1412,4309436
0400000US29,29,Missouri,,2012,1380,Natural Resources,2351,7863745,603,570413,55388,2663,2954,8434158
0400000US29,29,Missouri,,2012,1400,Water Supply,3018,10114136,566,440778,33643,3197,3584,10554914
0400000US29,29,Missouri,,2012,1420,Electric Power,1360,7804365,34,46017,2945,1378,1394,7850382
0400000US29,29,Missouri,,2012,1440,Gas Supply,162,722302,2,1957,190,163,164,724259
0400000US29,29,Missouri,,2012,1460,Transit,2955,13156251,328,600013,35001,3155,3283,13756264
0400000US29,29,Missouri,,2012,1480,Education Total ,150399,548303639,61172,53122447,3414868,170153,211571,601426086
0400000US29,29,Missouri,,2012,1481,Education - Elementary and Secondary Total ,122250,411988354,29236,24886106,1766022,132659,151486,436874460
0400000US29,29,Missouri,,2012,14811,Education - Elementary and Secondary Instructional             ,85598,325836065,16598,13724703,899535,90916,102196,339560768
0400000US29,29,Missouri,,2012,14812,Education - Elementary and Secondary Other ,36652,86152289,12638,11161403,866487,41743,49290,97313692
0400000US29,29,Missouri,,2012,1482,Education - Higher Education Total ,27099,132712265,30938,26476933,1540458,35832,58037,159189198
0400000US29,29,Missouri,,2012,14821,Education - Higher Education Instructional,9848,63867517,12645,15701571,663762,13611,22493,79569088
0400000US29,29,Missouri,,2012,14822,Education - Higher Education Other ,17251,68844748,18293,10775362,876696,22221,35544,79620110
0400000US29,29,Missouri,,2012,1483,Education - Other,1050,3603020,998,1759408,108388,1662,2048,5362428
0400000US29,29,Missouri,,2012,1500,Libraries                          ,2025,6222626,2836,2221766,201041,3164,4861,8444392
0400000US29,29,Missouri,,2012,1560,State liquor stores,0,0,0,0,0,0,0,0
0400000US29,29,Missouri,,2012,1580,All other and unallocable,7237,25993697,988,957433,73425,7647,8225,26951130
0400000US30,30,Montana,,2012,1000,Total - All Government Employment Functions,47477,186377944,24868,24107260,1564735,56360,72345,210485204
0400000US30,30,Montana,,2012,1020,Financial Administration,1721,6263283,167,260451,16241,1813,1888,6523734
0400000US30,30,Montana,,2012,1040,Other Government Administration,1090,4551021,808,502334,30385,1254,1898,5053355
0400000US30,30,Montana,,2012,1060,Judicial and Legal,1439,5907726,361,516127,29929,1607,1800,6423853
0400000US30,30,Montana,,2012,1100,Police Protection Total,2473,10888224,238,282119,17749,2574,2711,11170343
0400000US30,30,Montana,,2012,1101,Police Protection - Persons with Power of Arrest       ,1710,8341304,95,108486,5971,1745,1805,8449790
0400000US30,30,Montana,,2012,1102,Police Protection - Other ,763,2546920,143,173633,11778,829,906,2720553
0400000US30,30,Montana,,2012,1120,Fire Protection Total ,710,3641731,305,102683,7755,746,1015,3744414
0400000US30,30,Montana,,2012,1121,Fire Protection - Firefighters,642,3359419,278,85306,6556,674,920,3444725
0400000US30,30,Montana,,2012,1122,Fire Protection - Other ,68,282312,27,17377,1199,72,95,299689
0400000US30,30,Montana,,2012,1140,Corrections,1800,6871251,82,115017,7852,1844,1882,6986268
0400000US30,30,Montana,,2012,1160,Highways,3291,13363288,228,331727,18768,3396,3519,13695015
0400000US30,30,Montana,,2012,1180,Air Transportation,117,529566,45,45828,3050,132,162,575394
0400000US30,30,Montana,,2012,1200,Water Transport and Terminals       ,8,29199,1,243,16,8,9,29442
0400000US30,30,Montana,,2012,1220,Public Welfare,1921,6226321,626,946741,65761,2292,2547,7173062
0400000US30,30,Montana,,2012,1240,Health,1672,6452727,689,1059736,53450,1973,2361,7512463
0400000US30,30,Montana,,2012,1260,Hospitals,1310,4830306,523,826475,44933,1567,1833,5656781
0400000US30,30,Montana,,2012,1280,Social Insurance Administration,717,3184294,36,79404,4519,743,753,3263698
0400000US30,30,Montana,,2012,1300,Solid Waste Management,416,1252379,103,92527,7477,458,519,1344906
0400000US30,30,Montana,,2012,1320,Sewerage,303,1192348,108,45063,2996,315,411,1237411
0400000US30,30,Montana,,2012,1340,Parks and Recreation,360,1317250,547,352407,26623,510,907,1669657
0400000US30,30,Montana,,2012,1360,Housing and Community Development,213,809755,26,30866,1770,225,239,840621
0400000US30,30,Montana,,2012,1380,Natural Resources,1543,6030236,531,678656,39414,1762,2074,6708892
0400000US30,30,Montana,,2012,1400,Water Supply,473,1697487,156,80658,5290,496,629,1778145
0400000US30,30,Montana,,2012,1420,Electric Power,3,19931,0,0,0,3,3,19931
0400000US30,30,Montana,,2012,1440,Gas Supply,0,0,0,0,0,0,0,0
0400000US30,30,Montana,,2012,1460,Transit,256,807447,68,136766,9588,311,324,944213
0400000US30,30,Montana,,2012,1480,Education Total ,23264,91748998,18343,16672410,1102847,29572,41607,108421408
0400000US30,30,Montana,,2012,1481,Education - Elementary and Secondary Total ,17987,67792231,9820,8575093,607727,21496,27807,76367324
0400000US30,30,Montana,,2012,14811,Education - Elementary and Secondary Instructional             ,13654,55557342,5225,4531867,324190,15531,18879,60089209
0400000US30,30,Montana,,2012,14812,Education - Elementary and Secondary Other ,4333,12234889,4595,4043226,283537,5965,8928,16278115
0400000US30,30,Montana,,2012,1482,Education - Higher Education Total ,4975,22673059,8363,7837736,481267,7696,13338,30510795
0400000US30,30,Montana,,2012,14821,Education - Higher Education Instructional,1418,9391040,1657,2727350,113479,2060,3075,12118390
0400000US30,30,Montana,,2012,14822,Education - Higher Education Other ,3557,13282019,6706,5110386,367788,5636,10263,18392405
0400000US30,30,Montana,,2012,1483,Education - Other,302,1283708,160,259581,13853,380,462,1543289
0400000US30,30,Montana,,2012,1500,Libraries                          ,194,647957,341,295015,26861,346,535,942972
0400000US30,30,Montana,,2012,1560,State liquor stores,26,97615,4,7657,534,29,30,105272
0400000US30,30,Montana,,2012,1580,All other and unallocable,2157,8017604,532,646350,40927,2384,2689,8663954
0400000US31,31,Nebraska,,2012,1000,Total - All Government Employment Functions,104071,423127331,41271,39771122,2817457,120079,145342,462898453
0400000US31,31,Nebraska,,2012,1020,Financial Administration,2288,8349696,384,318431,23119,2411,2672,8668127
0400000US31,31,Nebraska,,2012,1040,Other Government Administration,1703,5806623,2850,848254,52465,1964,4553,6654877
0400000US31,31,Nebraska,,2012,1060,Judicial and Legal,1879,8324926,240,328613,18401,1980,2119,8653539
0400000US31,31,Nebraska,,2012,1100,Police Protection Total,4725,22072306,480,554677,36455,4922,5205,22626983
0400000US31,31,Nebraska,,2012,1101,Police Protection - Persons with Power of Arrest       ,3576,18127919,235,248779,16079,3658,3811,18376698
0400000US31,31,Nebraska,,2012,1102,Police Protection - Other ,1149,3944387,245,305898,20376,1264,1394,4250285
0400000US31,31,Nebraska,,2012,1120,Fire Protection Total ,1315,7620056,376,65846,4815,1340,1691,7685902
0400000US31,31,Nebraska,,2012,1121,Fire Protection - Firefighters,1248,7293727,292,46400,3544,1267,1540,7340127
0400000US31,31,Nebraska,,2012,1122,Fire Protection - Other ,67,326329,84,19446,1271,73,151,345775
0400000US31,31,Nebraska,,2012,1140,Corrections,4276,14666384,250,306656,20919,4392,4526,14973040
0400000US31,31,Nebraska,,2012,1160,Highways,4879,17073418,526,522432,38507,5079,5405,17595850
0400000US31,31,Nebraska,,2012,1180,Air Transportation,300,1150831,89,113243,6923,339,389,1264074
0400000US31,31,Nebraska,,2012,1200,Water Transport and Terminals       ,0,0,0,0,0,0,0,0
0400000US31,31,Nebraska,,2012,1220,Public Welfare,3684,11021904,844,1112856,61692,4033,4528,12134760
0400000US31,31,Nebraska,,2012,1240,Health,1059,4479346,349,420030,22192,1183,1408,4899376
0400000US31,31,Nebraska,,2012,1260,Hospitals,7248,28836607,1925,3691311,206029,8425,9173,32527918
0400000US31,31,Nebraska,,2012,1280,Social Insurance Administration,232,882435,6,9121,617,236,238,891556
0400000US31,31,Nebraska,,2012,1300,Solid Waste Management,309,1139792,152,107254,9659,361,461,1247046
0400000US31,31,Nebraska,,2012,1320,Sewerage,513,2169131,124,95567,5965,540,637,2264698
0400000US31,31,Nebraska,,2012,1340,Parks and Recreation,835,3059733,1149,724505,69401,1224,1984,3784238
0400000US31,31,Nebraska,,2012,1360,Housing and Community Development,597,2062057,416,382854,27690,754,1013,2444911
0400000US31,31,Nebraska,,2012,1380,Natural Resources,2159,7866984,936,1710295,118090,2825,3095,9577279
0400000US31,31,Nebraska,,2012,1400,Water Supply,986,4565911,239,173852,13574,1051,1225,4739763
0400000US31,31,Nebraska,,2012,1420,Electric Power,6678,43910567,290,568302,25834,6828,6968,44478869
0400000US31,31,Nebraska,,2012,1440,Gas Supply,480,2656561,8,13264,708,484,488,2669825
0400000US31,31,Nebraska,,2012,1460,Transit,402,1601177,52,41074,3678,425,454,1642251
0400000US31,31,Nebraska,,2012,1480,Education Total ,54238,211216693,27852,26359197,1944402,65404,82090,237575890
0400000US31,31,Nebraska,,2012,1481,Education - Elementary and Secondary Total ,42450,154499808,17073,16737147,1141903,49048,59523,171236955
0400000US31,31,Nebraska,,2012,14811,Education - Elementary and Secondary Instructional             ,32505,129468710,11310,11356011,711544,36631,43815,140824721
0400000US31,31,Nebraska,,2012,14812,Education - Elementary and Secondary Other ,9945,25031098,5763,5381136,430359,12417,15708,30412234
0400000US31,31,Nebraska,,2012,1482,Education - Higher Education Total ,11272,54487530,10750,9577881,800165,15827,22022,64065411
0400000US31,31,Nebraska,,2012,14821,Education - Higher Education Instructional,3783,25165464,2395,3242479,138854,4579,6178,28407943
0400000US31,31,Nebraska,,2012,14822,Education - Higher Education Other ,7489,29322066,8355,6335402,661311,11248,15844,35657468
0400000US31,31,Nebraska,,2012,1483,Education - Other,516,2229355,29,44169,2334,529,545,2273524
0400000US31,31,Nebraska,,2012,1500,Libraries                          ,412,1459923,930,758149,68018,795,1342,2218072
0400000US31,31,Nebraska,,2012,1560,State liquor stores,0,0,0,0,0,0,0,0
0400000US31,31,Nebraska,,2012,1580,All other and unallocable,2874,11134270,804,545339,38304,3084,3678,11679609
0400000US32,32,Nevada,,2012,1000,Total - All Government Employment Functions,92021,472052861,32478,51296141,3091189,109629,124499,523349002
0400000US32,32,Nevada,,2012,1020,Financial Administration,2668,13298780,113,236864,12110,2738,2781,13535644
0400000US32,32,Nevada,,2012,1040,Other Government Administration,2526,13396651,299,516570,26070,2676,2825,13913221
0400000US32,32,Nevada,,2012,1060,Judicial and Legal,3453,21407610,273,610626,29263,3618,3726,22018236
0400000US32,32,Nevada,,2012,1100,Police Protection Total,7599,49020713,966,716679,41780,7842,8565,49737392
0400000US32,32,Nevada,,2012,1101,Police Protection - Persons with Power of Arrest       ,5023,36148701,17,21946,1150,5029,5040,36170647
0400000US32,32,Nevada,,2012,1102,Police Protection - Other ,2576,12872012,949,694733,40630,2813,3525,13566745
0400000US32,32,Nevada,,2012,1120,Fire Protection Total ,2561,22721558,117,159189,7902,2606,2678,22880747
0400000US32,32,Nevada,,2012,1121,Fire Protection - Firefighters,2318,20924117,73,110252,4708,2344,2391,21034369
0400000US32,32,Nevada,,2012,1122,Fire Protection - Other ,243,1797441,44,48937,3194,262,287,1846378
0400000US32,32,Nevada,,2012,1140,Corrections,5543,27876100,162,315075,11074,5606,5705,28191175
0400000US32,32,Nevada,,2012,1160,Highways,2788,13661608,37,34689,1903,2798,2825,13696297
0400000US32,32,Nevada,,2012,1180,Air Transportation,1356,6477397,45,84428,5157,1385,1401,6561825
0400000US32,32,Nevada,,2012,1200,Water Transport and Terminals       ,0,0,0,0,0,0,0,0
0400000US32,32,Nevada,,2012,1220,Public Welfare,2609,10443270,195,369890,17934,2710,2804,10813160
0400000US32,32,Nevada,,2012,1240,Health,2134,10617713,145,228056,8283,2180,2279,10845769
0400000US32,32,Nevada,,2012,1260,Hospitals,5243,27364088,708,1996172,58105,5571,5951,29360260
0400000US32,32,Nevada,,2012,1280,Social Insurance Administration,689,2280185,1,879,40,689,690,2281064
0400000US32,32,Nevada,,2012,1300,Solid Waste Management,91,423509,2,1297,119,91,93,424806
0400000US32,32,Nevada,,2012,1320,Sewerage,856,5138057,32,34795,1309,863,888,5172852
0400000US32,32,Nevada,,2012,1340,Parks and Recreation,1521,7612657,3014,2278735,196915,2676,4535,9891392
0400000US32,32,Nevada,,2012,1360,Housing and Community Development,504,2817215,26,46098,2100,515,530,2863313
0400000US32,32,Nevada,,2012,1380,Natural Resources,973,4838888,172,221421,11100,1034,1145,5060309
0400000US32,32,Nevada,,2012,1400,Water Supply,2131,14457229,48,60534,2996,2151,2179,14517763
0400000US32,32,Nevada,,2012,1420,Electric Power,111,737916,6,17840,564,115,117,755756
0400000US32,32,Nevada,,2012,1440,Gas Supply,0,0,0,0,0,0,0,0
0400000US32,32,Nevada,,2012,1460,Transit,236,1462311,10,26807,1186,243,246,1489118
0400000US32,32,Nevada,,2012,1480,Education Total ,42261,194827867,25236,42179264,2582640,56923,67497,237007131
0400000US32,32,Nevada,,2012,1481,Education - Elementary and Secondary Total ,35487,155097646,15883,31277976,2093374,47385,51370,186375622
0400000US32,32,Nevada,,2012,14811,Education - Elementary and Secondary Instructional             ,26874,123218511,9414,20061719,1368259,34638,36288,143280230
0400000US32,32,Nevada,,2012,14812,Education - Elementary and Secondary Other ,8613,31879135,6469,11216257,725115,12747,15082,43095392
0400000US32,32,Nevada,,2012,1482,Education - Higher Education Total ,6636,39062755,9351,10897198,489175,9399,15987,49959953
0400000US32,32,Nevada,,2012,14821,Education - Higher Education Instructional,1885,15646771,4320,6330687,222005,3139,6205,21977458
0400000US32,32,Nevada,,2012,14822,Education - Higher Education Other ,4751,23415984,5031,4566511,267170,6260,9782,27982495
0400000US32,32,Nevada,,2012,1483,Education - Other,138,667466,2,4090,91,139,140,671556
0400000US32,32,Nevada,,2012,1500,Libraries                          ,606,2764743,610,617652,42485,869,1216,3382395
0400000US32,32,Nevada,,2012,1560,State liquor stores,0,0,0,0,0,0,0,0
0400000US32,32,Nevada,,2012,1580,All other and unallocable,3562,18406796,261,542581,30154,3730,3823,18949377
0400000US33,33,New Hampshire,,2012,1000,Total - All Government Employment Functions,60204,251939832,30494,33715347,2033156,72119,90698,285655179
0400000US33,33,New Hampshire,,2012,1020,Financial Administration,1511,6849424,616,656816,39284,1739,2127,7506240
0400000US33,33,New Hampshire,,2012,1040,Other Government Administration,970,4482243,916,784604,43472,1215,1886,5266847
0400000US33,33,New Hampshire,,2012,1060,Judicial and Legal,1109,4728454,181,298690,11919,1180,1290,5027144
0400000US33,33,New Hampshire,,2012,1100,Police Protection Total,3488,18091692,904,1069893,63549,3847,4392,19161585
0400000US33,33,New Hampshire,,2012,1101,Police Protection - Persons with Power of Arrest       ,2668,14821311,514,670525,38227,2882,3182,15491836
0400000US33,33,New Hampshire,,2012,1102,Police Protection - Other ,820,3270381,390,399368,25322,965,1210,3669749
0400000US33,33,New Hampshire,,2012,1120,Fire Protection Total ,1640,8789602,1584,727830,57867,1968,3224,9517432
0400000US33,33,New Hampshire,,2012,1121,Fire Protection - Firefighters,1536,8282844,1536,678339,54952,1846,3072,8961183
0400000US33,33,New Hampshire,,2012,1122,Fire Protection - Other ,104,506758,48,49491,2915,122,152,556249
0400000US33,33,New Hampshire,,2012,1140,Corrections,1775,7427160,157,321436,15096,1864,1932,7748596
0400000US33,33,New Hampshire,,2012,1160,Highways,3052,12321566,390,514269,41338,3296,3442,12835835
0400000US33,33,New Hampshire,,2012,1180,Air Transportation,112,587046,42,82875,5519,143,154,669921
0400000US33,33,New Hampshire,,2012,1200,Water Transport and Terminals       ,7,38850,9,8284,673,11,16,47134
0400000US33,33,New Hampshire,,2012,1220,Public Welfare,3305,11853134,1433,2319647,139981,4099,4738,14172781
0400000US33,33,New Hampshire,,2012,1240,Health,999,4577712,273,238568,13963,1080,1272,4816280
0400000US33,33,New Hampshire,,2012,1260,Hospitals,542,2205566,79,121662,1814,553,621,2327228
0400000US33,33,New Hampshire,,2012,1280,Social Insurance Administration,286,1076384,47,74965,3705,308,333,1151349
0400000US33,33,New Hampshire,,2012,1300,Solid Waste Management,356,1335013,311,302838,25505,502,667,1637851
0400000US33,33,New Hampshire,,2012,1320,Sewerage,358,1558743,43,43232,2667,371,401,1601975
0400000US33,33,New Hampshire,,2012,1340,Parks and Recreation,358,1477711,776,581119,52350,660,1134,2058830
0400000US33,33,New Hampshire,,2012,1360,Housing and Community Development,342,1366503,104,117237,7706,391,446,1483740
0400000US33,33,New Hampshire,,2012,1380,Natural Resources,357,1634141,153,132906,9218,412,510,1767047
0400000US33,33,New Hampshire,,2012,1400,Water Supply,382,1676769,130,108962,5341,413,512,1785731
0400000US33,33,New Hampshire,,2012,1420,Electric Power,2,10358,5,7018,402,4,7,17376
0400000US33,33,New Hampshire,,2012,1440,Gas Supply,0,0,0,0,0,0,0,0
0400000US33,33,New Hampshire,,2012,1460,Transit,77,293685,93,94487,7496,119,170,388172
0400000US33,33,New Hampshire,,2012,1480,Education Total ,36300,147617051,19124,22608515,1298070,43990,55424,170225566
0400000US33,33,New Hampshire,,2012,1481,Education - Elementary and Secondary Total ,31868,122581501,11052,13344186,864431,36942,42920,135925687
0400000US33,33,New Hampshire,,2012,14811,Education - Elementary and Secondary Instructional             ,25978,105104723,7905,9870143,607894,29547,33883,114974866
0400000US33,33,New Hampshire,,2012,14812,Education - Elementary and Secondary Other ,5890,17476778,3147,3474043,256537,7395,9037,20950821
0400000US33,33,New Hampshire,,2012,1482,Education - Higher Education Total ,4132,23740029,8048,9221163,431387,6735,12180,32961192
0400000US33,33,New Hampshire,,2012,14821,Education - Higher Education Instructional,1484,11219213,2190,4562974,140744,2334,3674,15782187
0400000US33,33,New Hampshire,,2012,14822,Education - Higher Education Other ,2648,12520816,5858,4658189,290643,4401,8506,17179005
0400000US33,33,New Hampshire,,2012,1483,Education - Other,300,1295521,24,43166,2252,313,324,1338687
0400000US33,33,New Hampshire,,2012,1500,Libraries                          ,380,1537503,921,912000,64464,749,1301,2449503
0400000US33,33,New Hampshire,,2012,1560,State liquor stores,285,1116574,552,512510,45366,558,837,1629084
0400000US33,33,New Hampshire,,2012,1580,All other and unallocable,2211,9286948,1651,1074984,76391,2647,3862,10361932
0400000US34,34,New Jersey,,2012,1000,Total - All Government Employment Functions,436721,2518980944,124035,153368676,7969419,484992,560756,2672349620
0400000US34,34,New Jersey,,2012,1020,Financial Administration,9515,49348117,1492,2652671,110283,10180,11007,52000788
0400000US34,34,New Jersey,,2012,1040,Other Government Administration,6619,33640120,3640,3025801,132615,7378,10259,36665921
0400000US34,34,New Jersey,,2012,1060,Judicial and Legal,19439,117101172,1890,2852174,101180,20031,21329,119953346
0400000US34,34,New Jersey,,2012,1100,Police Protection Total,30442,236062718,7139,7088627,476036,33230,37581,243151345
0400000US34,34,New Jersey,,2012,1101,Police Protection - Persons with Power of Arrest       ,25028,213224654,1139,1239780,89598,25555,26167,214464434
0400000US34,34,New Jersey,,2012,1102,Police Protection - Other ,5414,22838064,6000,5848847,386438,7675,11414,28686911
0400000US34,34,New Jersey,,2012,1120,Fire Protection Total ,7387,56931975,1909,1469015,85748,7868,9296,58400990
0400000US34,34,New Jersey,,2012,1121,Fire Protection - Firefighters,6597,53449333,1101,685709,45162,6853,7698,54135042
0400000US34,34,New Jersey,,2012,1122,Fire Protection - Other ,790,3482642,808,783306,40586,1015,1598,4265948
0400000US34,34,New Jersey,,2012,1140,Corrections,15320,95517491,139,205183,8905,15373,15459,95722674
0400000US34,34,New Jersey,,2012,1160,Highways,13792,73502250,903,1275581,79807,14250,14695,74777831
0400000US34,34,New Jersey,,2012,1180,Air Transportation,17,100540,3,3443,265,18,20,103983
0400000US34,34,New Jersey,,2012,1200,Water Transport and Terminals       ,92,455410,7,12176,794,96,99,467586
0400000US34,34,New Jersey,,2012,1220,Public Welfare,17672,88917006,1108,1733500,93250,18231,18780,90650506
0400000US34,34,New Jersey,,2012,1240,Health,7429,41218588,2075,4112185,134791,8233,9504,45330773
0400000US34,34,New Jersey,,2012,1260,Hospitals,18080,85126588,2940,6305444,285414,19895,21020,91432032
0400000US34,34,New Jersey,,2012,1280,Social Insurance Administration,1583,7951203,233,669622,33019,1796,1816,8620825
0400000US34,34,New Jersey,,2012,1300,Solid Waste Management,4830,23023322,511,572703,41391,5070,5341,23596025
0400000US34,34,New Jersey,,2012,1320,Sewerage,4195,23445901,385,296659,15332,4276,4580,23742560
0400000US34,34,New Jersey,,2012,1340,Parks and Recreation,4803,22277059,4925,3819590,280564,6446,9728,26096649
0400000US34,34,New Jersey,,2012,1360,Housing and Community Development,3096,14422744,726,929404,53025,3404,3822,15352148
0400000US34,34,New Jersey,,2012,1380,Natural Resources,2205,12680097,361,559144,25880,2367,2566,13239241
0400000US34,34,New Jersey,,2012,1400,Water Supply,2105,10794638,198,205207,8464,2150,2303,10999845
0400000US34,34,New Jersey,,2012,1420,Electric Power,175,1155031,36,44854,2085,187,211,1199885
0400000US34,34,New Jersey,,2012,1440,Gas Supply,0,0,0,0,0,0,0,0
0400000US34,34,New Jersey,,2012,1460,Transit,11697,56026496,1065,1749288,88989,12203,12762,57775784
0400000US34,34,New Jersey,,2012,1480,Education Total ,239549,1385781248,85724,107264472,5515791,273329,325273,1493045720
0400000US34,34,New Jersey,,2012,1481,Education - Elementary and Secondary Total ,203069,1146098771,53521,61574436,3508949,224506,256590,1207673207
0400000US34,34,New Jersey,,2012,14811,Education - Elementary and Secondary Instructional             ,155273,965959313,29467,34895466,1805292,166401,184740,1000854779
0400000US34,34,New Jersey,,2012,14812,Education - Elementary and Secondary Other ,47796,180139458,24054,26678970,1703657,58105,71850,206818428
0400000US34,34,New Jersey,,2012,1482,Education - Higher Education Total ,34122,225413359,31529,44459227,1940320,46036,65651,269872586
0400000US34,34,New Jersey,,2012,14821,Education - Higher Education Instructional,9916,98896831,14157,22838375,707808,14300,24073,121735206
0400000US34,34,New Jersey,,2012,14822,Education - Higher Education Other ,24206,126516528,17372,21620852,1232512,31736,41578,148137380
0400000US34,34,New Jersey,,2012,1483,Education - Other,2358,14269118,674,1230809,66522,2787,3032,15499927
0400000US34,34,New Jersey,,2012,1500,Libraries                          ,3426,14077234,3635,3334643,240142,4823,7061,17411877
0400000US34,34,New Jersey,,2012,1560,State liquor stores,0,0,0,0,0,0,0,0
0400000US34,34,New Jersey,,2012,1580,All other and unallocable,13253,69423996,2991,3187290,155649,14158,16244,72611286
0400000US35,35,New Mexico,,2012,1000,Total - All Government Employment Functions,112629,436765112,29750,31229059,1871850,123526,142379,467994171
0400000US35,35,New Mexico,,2012,1020,Financial Administration,3237,12720256,109,146223,10284,3294,3346,12866479
0400000US35,35,New Mexico,,2012,1040,Other Government Administration,1885,7561949,338,215690,13997,1958,2223,7777639
