state,government_function,full_time_employees,full_time_pay,part_time_employees,part_time_pay,part_time_hours,equivalent_employees,march_pay,year
TN,social insurance administration,1385,3741590,157,210290,17496,1490,3951880,2002
TN,parks and recreation,913,1721814,87,51996,8218,963,1773810,2002
TN,natural resources,2932,8348581,659,750098,76019,3374,9098679,2002
TN,instructional employees,8797,43619552,7632,9786390,547042,12026,53405942,2002
TN,other employees,16800,41211554,16251,13142312,1328152,24569,54353866,2002
TN,education - other,2076,5894383,169,109007,8816,2128,6003390,2002
TN,other and unallocable,2642,7423610,71,44062,3022,2659,7467672,2002
TX,total,242140,795693116,69728,73635742,4872779,269833,869328858,2002
TX,financial administration,9196,30281174,275,359658,24105,9333,30640832,2002
TX,other government administration,1944,6812293,664,649089,46151,2206,7461382,2002
TX,judicial and legal,5162,20806757,84,172810,9736,5218,20979567,2002
TX,police protection - officers,2049,7841026,0,0,0,2049,7841026,2002
TX,other employees,1666,4486714,28,29022,2240,1679,4515736,2002
TX,corrections,45193,108822993,606,667919,56517,45514,109490912,2002
TX,highways,15333,46437031,533,973924,40605,15564,47410955,2002
TX,public welfare,20874,55096660,157,239782,15454,20962,55336442,2002
TX,health,11938,38163485,841,1513965,82679,12408,39677450,2002
TX,hospitals,29635,89236109,1979,3624184,209627,30827,92860293,2002
TX,social insurance administration,4963,14331278,77,105209,7356,5005,14436487,2002
TX,parks and recreation,964,2363844,181,154623,19587,1075,2518467,2002
TX,natural resources,10584,35562705,3222,4008285,192818,11680,39570990,2002
TX,instructional employees,13,41209,0,0,0,13,41209,2002
TX,instructional employees,20912,133391258,22255,32923682,1544515,29690,166314940,2002
TX,other employees,50386,165124538,37549,26557129,2500424,64591,191681667,2002
TX,education - other,4550,14792956,607,1010295,66525,4929,15803251,2002
TX,other and unallocable,6778,22101086,670,646166,54440,7090,22747252,2002
UT,total,41630,139361728,19362,15688966,1320729,49135,155050694,2002
UT,financial administration,1558,5165181,269,257415,27674,1715,5422596,2002
UT,other government administration,186,893649,91,109134,8827,237,1002783,2002
UT,judicial and legal,1476,5360249,228,357988,18451,1580,5718237,2002
UT,police protection - officers,408,1557987,8,5083,246,409,1563070,2002
UT,other employees,352,1292473,152,234377,10439,411,1526850,2002
UT,corrections,3063,9107879,299,246608,21638,3186,9354487,2002
UT,highways,1778,6403087,71,106489,7899,1823,6509576,2002
UT,public welfare,3090,9380565,370,538462,36604,3299,9919027,2002
UT,health,1797,5910844,267,427305,21737,1921,6338149,2002
UT,hospitals,5517,15230170,458,397285,37876,5732,15627455,2002
UT,social insurance administration,745,2311691,70,99462,6580,782,2411153,2002
UT,parks and recreation,253,791330,71,69508,7572,296,860838,2002
UT,natural resources,1044,3657086,211,218895,15828,1134,3875981,2002
UT,instructional employees,4168,26928764,3009,3316690,168673,5126,30245454,2002
UT,other employees,13150,35123544,12364,8047043,827046,17848,43170587,2002
UT,education - other,1169,3882350,864,798067,62470,1524,4680417,2002
UT,liquor stores,220,530590,258,128904,16756,315,659494,2002
UT,other and unallocable,1656,5834289,302,330251,24413,1797,6164540,2002
VT,total,12711,43779596,2517,2920620,172551,13724,46700216,2002
VT,financial administration,571,1966185,9,17456,1446,579,1983641,2002
VT,other government administration,476,1528432,204,474939,27928,635,2003371,2002
VT,judicial and legal,546,2094565,53,108024,6314,581,2202589,2002
VT,police protection - officers,281,1641816,0,0,0,281,1641816,2002
VT,other employees,88,271007,0,0,0,88,271007,2002
VT,corrections,956,3186677,18,37691,3142,974,3224368,2002
VT,highways,1005,3843004,11,27854,1630,1014,3870858,2002
VT,public welfare,1132,3833823,55,131539,7718,1176,3965362,2002
VT,health,528,1929627,110,246790,12445,599,2176417,2002
VT,hospitals,162,502084,5,12553,642,166,514637,2002
VT,social insurance administration,306,1007140,12,29781,1827,316,1036921,2002
VT,parks and recreation,124,457999,5,13924,660,128,471923,2002
VT,natural resources,525,2044425,65,217275,8393,575,2261700,2002
VT,instructional employees,1224,6713003,417,601877,23250,1364,7314880,2002
VT,other employees,3195,7217131,1369,738297,61287,3564,7955428,2002
VT,education - other,518,1843051,49,82963,5025,548,1926014,2002
VT,liquor stores,54,189111,1,784,73,54,189895,2002
VT,other and unallocable,1020,3510516,134,178873,10771,1082,3689389,2002
VA,total,103593,354087358,47194,42857987,3041197,120885,396945345,2002
VA,financial administration,4059,13890316,741,939808,79542,4511,14830124,2002
VA,other government administration,518,2163120,580,900621,53942,835,3063741,2002
VA,judicial and legal,3387,13453108,461,626768,22962,3518,14079876,2002
VA,police protection - officers,1822,7815254,0,0,0,1822,7815254,2002
VA,other employees,737,2099816,146,147620,7578,780,2247436,2002
VA,corrections,14990,39287458,396,450376,37584,15203,39737834,2002
VA,highways,10314,31450304,421,545882,42794,10557,31996186,2002
VA,water transport and terminals,134,516512,0,0,0,134,516512,2002
VA,public welfare,2070,6815342,173,321284,18950,2177,7136626,2002
VA,health,4786,15958220,577,716534,54010,5093,16674754,2002
VA,hospitals,12749,36109794,1223,2050495,111874,13384,38160289,2002
VA,social insurance administration,1201,3959642,462,688782,58038,1531,4648424,2002
VA,parks and recreation,620,1797812,649,477252,47970,893,2275064,2002
VA,natural resources,3351,10839928,695,594490,57398,3678,11434418,2002
VA,instructional employees,13112,74197265,13306,17395510,823839,17793,91592775,2002
VA,other employees,22806,68114707,25126,14623704,1424565,30902,82738411,2002
VA,education - other,2640,9481536,621,708682,51088,2930,10190218,2002
VA,liquor stores,722,2038494,993,832026,90372,1235,2870520,2002
VA,other and unallocable,3575,14098730,624,838153,58691,3909,14936883,2002
WA,total,95344,360380284,53740,50209621,3359537,114441,410589905,2002
WA,financial administration,2525,9796963,193,376388,20499,2640,10173351,2002
WA,other government administration,1460,5162244,172,152342,10756,1522,5314586,2002
WA,judicial and legal,1800,9065866,192,376088,17360,1899,9441954,2002
WA,police protection - officers,1003,4808624,0,0,0,1003,4808624,2002
WA,other employees,1249,4400494,0,0,0,1249,4400494,2002
WA,corrections,8469,26205658,694,933930,55986,8787,27139588,2002
WA,highways,6571,28781990,663,1036632,65018,6940,29818622,2002
WA,public welfare,8612,31295924,629,1128748,60612,8956,32424672,2002
WA,health,4830,16108145,797,1429970,82175,5297,17538115,2002
WA,hospitals,7847,29579877,2662,6098716,217858,9084,35678593,2002
WA,social insurance administration,3438,13180040,972,1690322,105152,4036,14870362,2002
WA,solid waste management,151,567180,15,53444,1693,161,620624,2002
WA,parks and recreation,586,1821322,128,189975,10160,643,2011297,2002
WA,natural resources,4610,17212894,740,1164241,85468,5097,18377135,2002
WA,instructional employees,10656,50665612,12308,18184398,644387,14318,68850010,2002
WA,other employees,23050,80842776,29792,13701952,1760842,33056,94544728,2002
WA,education - other,2796,10255602,2868,2351692,129770,3540,12607294,2002
WA,liquor stores,508,1531334,546,740786,57514,835,2272120,2002
WA,other and unallocable,5183,19097739,369,599997,34287,5378,19697736,2002
WV,total,33706,95612580,9385,6692320,502873,36732,102304900,2002
WV,financial administration,2264,5465082,42,42096,3816,2286,5507178,2002
WV,other government administration,267,804070,293,756043,22045,406,1560113,2002
WV,judicial and legal,1197,3707853,23,26909,2593,1212,3734762,2002
WV,police protection - officers,609,2272586,0,0,0,609,2272586,2002
WV,other employees,343,690424,11,6060,794,348,696484,2002
WV,corrections,2919,5802228,14,16050,1494,2928,5818278,2002
WV,highways,4974,13532784,17,17276,2391,4988,13550060,2002
WV,air transportation,2,10551,0,0,0,2,10551,2002
WV,water transport and terminals,3,11867,0,0,0,3,11867,2002
WV,public welfare,3209,6972166,0,0,0,3209,6972166,2002
WV,health,692,2340204,0,0,0,692,2340204,2002
WV,hospitals,1639,3257140,66,85888,6620,1677,3343028,2002
WV,social insurance administration,736,1890572,39,38734,4044,760,1929306,2002
WV,solid waste management,12,34212,0,0,0,12,34212,2002
WV,parks and recreation,429,832564,315,160548,26484,579,993112,2002
WV,natural resources,2191,6287324,240,188094,20192,2311,6475418,2002
WV,transit,8,22006,0,0,0,8,22006,2002
WV,instructional employees,3080,15208732,3555,3503547,176560,4144,18712279,2002
WV,other employees,5687,16002266,4477,1615149,217461,6999,17617415,2002
WV,education - other,1337,4025192,203,163484,10594,1402,4188676,2002
WV,liquor stores,59,149900,5,4574,572,62,154474,2002
WV,other and unallocable,2049,6292857,85,67868,7213,2095,6360725,2002
WI,total,55391,220355819,42160,40739643,2740730,70962,261095462,2002
WI,financial administration,2511,9219256,641,927260,65484,2882,10146516,2002
WI,other government administration,987,3825197,306,696910,31652,1168,4522107,2002
WI,judicial and legal,1846,10033325,342,787784,34430,2041,10821109,2002
WI,police protection - officers,616,2509509,0,0,0,616,2509509,2002
WI,other employees,290,953807,29,31231,2604,305,985038,2002
WI,corrections,8475,27227522,938,1871520,100673,9045,29099042,2002
WI,highways,1867,7257864,223,250372,15843,1957,7508236,2002
WI,public welfare,1170,3946497,358,529689,35969,1375,4476186,2002
WI,health,1728,6763204,592,976139,54077,2036,7739343,2002
WI,hospitals,3259,10309034,1413,2063672,119672,3939,12372706,2002
WI,social insurance administration,885,3059525,65,139116,7528,927,3198641,2002
WI,parks and recreation,154,512317,117,144804,9545,208,657121,2002
WI,natural resources,2178,7404959,1012,1361200,88588,2680,8766159,2002
WI,instructional employees,7743,44870780,9171,10374104,605244,11182,55244884,2002
WI,other employees,15172,57766411,25299,18295259,1434299,23322,76061670,2002
WI,education - other,1074,4153495,259,327143,19488,1185,4480638,2002
WI,other and unallocable,5436,20543117,1395,1963440,115634,6094,22506557,2002
WY,total,10083,30978033,3461,2650798,224195,11353,33628831,2002
WY,financial administration,482,1459554,8,14362,693,485,1473916,2002
WY,other government administration,84,295500,188,295673,20797,202,591173,2002
WY,judicial and legal,374,1358271,33,37428,1907,384,1395699,2002
WY,police protection - officers,170,700009,0,0,0,170,700009,2002
WY,other employees,30,103650,0,0,0,30,103650,2002
WY,corrections,953,2502879,5,6450,569,956,2509329,2002
WY,highways,1713,5294111,104,116508,11411,1778,5410619,2002
WY,public welfare,870,2559168,97,126239,10520,930,2685407,2002
WY,health,466,1554233,110,194368,13949,545,1748601,2002
WY,hospitals,895,1897817,11,2108,211,896,1899925,2002
WY,social insurance administration,261,781953,41,69373,3553,281,851326,2002
WY,parks and recreation,86,246648,6,7643,520,89,254291,2002
WY,natural resources,647,2174993,17,18842,1349,655,2193835,2002
WY,instructional employees,767,3670775,803,751996,46999,1034,4422771,2002
WY,other employees,1480,3980752,2006,980250,108917,2099,4961002,2002
WY,education - other,176,541046,4,3814,347,178,544860,2002
WY,liquor stores,29,78363,0,0,0,29,78363,2002
WY,other and unallocable,600,1778311,28,25744,2453,612,1804055,2002
