state,government_function,full_time_equivalent_employees,october_total_pay,full_time_employees,part_time_employees,full_time_pay,part_time_pay,part_time_hours,year
MS,liquor stores,125,190498,125,0,190498,0,0,1992
MS,other and unallocable,2217,4012788,2179,112,3960554,52234,6574,1992
MO,total,74049,153212338,68435,21989,142012756,11199582,988774,1992
MO,financial administration,2763,4727440,2751,28,4710736,16704,2122,1992
MO,other government administration,785,1678655,635,293,1211820,466835,25507,1992
MO,judicial and legal,2701,6253558,2645,147,6179786,73772,10051,1992
MO,police protection - officers,929,2785502,929,0,2785502,0,0,1992
MO,police protection - other,996,1943366,996,0,1943366,0,0,1992
MO,corrections,6280,10537884,6254,75,10463810,74074,4547,1992
MO,highways,6329,13747466,6153,456,13365490,381976,31130,1992
MO,air transportation,0,0,0,0,0,0,0,1992
MO,water transport and terminals,0,0,0,0,0,0,0,1992
MO,public welfare,6797,10644181,6713,184,10532010,112171,15012,1992
MO,health,2197,4568180,2154,128,4469670,98510,7686,1992
MO,hospitals,13076,23171295,12473,1814,21611375,1559920,106584,1992
MO,social insurance administration,1833,3715127,1710,166,3532568,182559,21835,1992
MO,solid waste management,0,0,0,0,0,0,0,1992
MO,sewerage,0,0,0,0,0,0,0,1992
MO,parks and recreation,701,1023669,523,297,855818,167851,31503,1992
MO,natural resources,2532,5067412,2157,694,4641691,425721,66472,1992
MO,water transport and terminals,0,0,0,0,0,0,0,1992
MO,electric power,0,0,0,0,0,0,0,1992
MO,transit,0,0,0,0,0,0,0,1992
MO,elem and sec school instructional,0,0,0,0,0,0,0,1992
MO,elem and sec sch,0,0,0,0,0,0,0,1992
MO,elem and sec admin - clerical,0,0,0,0,0,0,0,1992
MO,elem and sec oper and maintenance,0,0,0,0,0,0,0,1992
MO,elem and sec cafeteria,0,0,0,0,0,0,0,1992
MO,elem and sec bus transportation,0,0,0,0,0,0,0,1992
MO,elem and sec health and recreation,0,0,0,0,0,0,0,1992
MO,elem and sec student employees,0,0,0,0,0,0,0,1992
MO,elem and sec unallocable,0,0,0,0,0,0,0,1992
MO,higher educ instructional,7842,28609951,6620,6073,24599861,4010090,216083,1992
MO,education - higher education other,12676,23486212,10173,11499,19928043,3558169,439044,1992
MO,education - other,2021,4075712,2021,0,4075712,0,0,1992
MO,libraries,0,0,0,0,0,0,0,1992
MO,liquor stores,0,0,0,0,0,0,0,1992
MO,other and unallocable,3591,7176728,3528,135,7105498,71230,11198,1992
MT,total,17095,37576962,14461,9232,33256904,4320058,466435,1992
MT,financial administration,969,1889625,875,151,1746850,142775,16480,1992
MT,other government administration,328,773928,267,198,651145,122783,11031,1992
MT,judicial and legal,154,542020,131,61,440400,101620,4151,1992
MT,police protection - officers,224,538319,224,0,538319,0,0,1992
MT,police protection - other,146,317579,141,8,308462,9117,943,1992
MT,corrections,943,1922305,899,75,1847477,74828,7694,1992
MT,highways,1890,4553759,1676,255,4094009,459750,37862,1992
MT,air transportation,0,0,0,0,0,0,0,1992
MT,water transport and terminals,0,0,0,0,0,0,0,1992
MT,public welfare,1171,2345333,1080,146,2201954,143379,16019,1992
MT,health,465,1068173,443,41,1024789,43384,3872,1992
MT,hospitals,1310,2197821,1208,154,2034653,163168,18162,1992
MT,social insurance administration,652,1268109,620,50,1219906,48203,5535,1992
MT,solid waste management,0,0,0,0,0,0,0,1992
MT,sewerage,0,0,0,0,0,0,0,1992
MT,parks and recreation,71,139212,61,42,125208,14004,1851,1992
MT,natural resources,1460,3305753,1331,273,3065593,240160,23032,1992
MT,water transport and terminals,0,0,0,0,0,0,0,1992
MT,electric power,0,0,0,0,0,0,0,1992
MT,transit,0,0,0,0,0,0,0,1992
MT,elem and sec school instructional,0,0,0,0,0,0,0,1992
MT,elem and sec sch,0,0,0,0,0,0,0,1992
MT,elem and sec admin - clerical,0,0,0,0,0,0,0,1992
MT,elem and sec oper and maintenance,0,0,0,0,0,0,0,1992
MT,elem and sec cafeteria,0,0,0,0,0,0,0,1992
MT,elem and sec bus transportation,0,0,0,0,0,0,0,1992
MT,elem and sec health and recreation,0,0,0,0,0,0,0,1992
MT,elem and sec student employees,0,0,0,0,0,0,0,1992
MT,elem and sec unallocable,0,0,0,0,0,0,0,1992
MT,higher educ instructional,2155,7142327,1555,1403,5842532,1299795,106105,1992
MT,education - higher education other,3418,5710315,2392,5980,4555857,1154458,181770,1992
MT,education - other,731,1648850,617,280,1458683,190167,20352,1992
MT,libraries,0,0,0,0,0,0,0,1992
MT,liquor stores,103,186684,87,25,163610,23074,2841,1992
MT,other and unallocable,905,2026850,854,90,1937457,89393,8735,1992
NE,total,28746,59848569,25112,9433,54877111,4971458,643193,1992
NE,financial administration,601,1411247,595,12,1401271,9976,872,1992
NE,other government administration,358,872650,325,80,798322,74328,5995,1992
NE,judicial and legal,636,1812289,610,52,1779790,32499,4543,1992
NE,police protection - officers,422,1105736,422,0,1105736,0,0,1992
NE,police protection - other,251,500155,249,3,497171,2984,385,1992
NE,corrections,1751,3394746,1709,81,3326937,67809,7408,1992
NE,highways,2391,5243422,2289,135,5119879,123543,17978,1992
NE,air transportation,33,100938,33,0,100938,0,0,1992
NE,water transport and terminals,0,0,0,0,0,0,0,1992
NE,public welfare,2584,4762660,2459,135,4683025,79635,22038,1992
NE,health,675,1617448,645,53,1559932,57516,5326,1992
NE,hospitals,4184,7784055,3892,531,7161554,622501,51702,1992
NE,social insurance administration,544,1288776,510,58,1230140,58636,6000,1992
NE,solid waste management,0,0,0,0,0,0,0,1992
NE,sewerage,0,0,0,0,0,0,0,1992
NE,parks and recreation,414,629843,191,374,410331,219512,39535,1992
NE,natural resources,1834,3276987,1480,786,2872834,404153,62625,1992
NE,water transport and terminals,0,0,0,0,0,0,0,1992
NE,electric power,0,0,0,0,0,0,0,1992
NE,transit,0,0,0,0,0,0,0,1992
NE,elem and sec school instructional,0,0,0,0,0,0,0,1992
NE,elem and sec sch,0,0,0,0,0,0,0,1992
NE,elem and sec admin - clerical,0,0,0,0,0,0,0,1992
NE,elem and sec oper and maintenance,0,0,0,0,0,0,0,1992
NE,elem and sec cafeteria,0,0,0,0,0,0,0,1992
NE,elem and sec bus transportation,0,0,0,0,0,0,0,1992
NE,elem and sec health and recreation,0,0,0,0,0,0,0,1992
NE,elem and sec student employees,0,0,0,0,0,0,0,1992
NE,elem and sec unallocable,0,0,0,0,0,0,0,1992
NE,higher educ instructional,2855,9057200,2474,1123,8130166,927034,67535,1992
NE,education - higher education other,7064,11870782,5204,5704,9749227,2121555,329305,1992
NE,education - other,742,1813570,662,168,1720015,93555,14208,1992
NE,libraries,0,0,0,0,0,0,0,1992
NE,liquor stores,0,0,0,0,0,0,0,1992
NE,other and unallocable,1407,3306065,1363,138,3229843,76222,7738,1992
NV,total,19142,49782979,16935,4021,46365330,3417649,389908,1992
NV,financial administration,871,2149726,856,25,2124429,25297,2512,1992
NV,other government administration,401,1158691,375,80,1107056,51635,4424,1992
NV,judicial and legal,405,1497495,400,7,1486377,11118,817,1992
NV,police protection - officers,369,1228520,369,0,1228520,0,0,1992
NV,police protection - other,130,317339,130,0,317339,0,0,1992
NV,corrections,2252,6153473,2232,34,6097074,56399,3529,1992
NV,highways,1449,4001364,1449,0,4001364,0,0,1992
NV,air transportation,0,0,0,0,0,0,0,1992
NV,water transport and terminals,0,0,0,0,0,0,0,1992
NV,public welfare,1017,2528062,968,70,2461040,67022,8652,1992
NV,health,589,1594214,564,44,1538443,55771,4541,1992
NV,hospitals,939,2301196,903,54,2222116,79080,6286,1992
NV,social insurance administration,1743,4471139,1677,82,4318636,152503,11732,1992
NV,solid waste management,0,0,0,0,0,0,0,1992
NV,sewerage,0,0,0,0,0,0,0,1992
NV,parks and recreation,156,394348,148,13,380232,14116,1368,1992
NV,natural resources,1104,2853363,954,280,2611258,242105,26396,1992
NV,water transport and terminals,8,24666,8,0,24666,0,0,1992
NV,electric power,7,24666,7,0,24666,0,0,1992
NV,transit,0,0,0,0,0,0,0,1992
NV,elem and sec school instructional,0,0,0,0,0,0,0,1992
NV,elem and sec sch,0,0,0,0,0,0,0,1992
NV,elem and sec admin - clerical,0,0,0,0,0,0,0,1992
NV,elem and sec oper and maintenance,0,0,0,0,0,0,0,1992
NV,elem and sec cafeteria,0,0,0,0,0,0,0,1992
NV,elem and sec bus transportation,0,0,0,0,0,0,0,1992
NV,elem and sec health and recreation,0,0,0,0,0,0,0,1992
NV,elem and sec student employees,0,0,0,0,0,0,0,1992
NV,elem and sec unallocable,0,0,0,0,0,0,0,1992
NV,higher educ instructional,1626,5302980,1325,884,4645950,657030,53235,1992
NV,education - higher education other,4359,8910012,2900,2350,6983754,1926258,258294,1992
NV,education - other,266,777599,260,6,765112,12487,957,1992
NV,libraries,0,0,0,0,0,0,0,1992
NV,liquor stores,0,0,0,0,0,0,0,1992
NV,other and unallocable,1451,4094126,1410,92,4027298,66828,7165,1992
NH,total,16296,38410105,14056,7272,33956650,4453455,392443,1992
NH,financial administration,463,977122,452,23,958972,18150,1862,1992
NH,other government administration,262,697595,251,23,678222,19373,1772,1992
NH,judicial and legal,755,1894882,710,86,1851492,43390,7488,1992
NH,police protection - officers,328,930934,308,47,899710,31224,3627,1992
NH,police protection - other,107,227435,100,12,217193,10242,1207,1992
NH,corrections,900,2333617,893,16,2319977,13640,1249,1992
NH,highways,1948,4127042,1885,209,3887868,239174,11070,1992
NH,air transportation,0,0,0,0,0,0,0,1992
NH,water transport and terminals,6,14079,5,2,13180,899,111,1992
NH,public welfare,1114,2785444,1095,39,2744893,40551,3295,1992
NH,health,770,1891627,731,58,1822411,69216,6483,1992
NH,hospitals,982,2265354,977,11,2260187,5167,797,1992
NH,social insurance administration,541,1093726,485,123,994891,98835,9319,1992
NH,solid waste management,0,0,0,0,0,0,0,1992
NH,sewerage,0,0,0,0,0,0,0,1992
NH,parks and recreation,246,491283,99,261,254823,236460,25950,1992
NH,natural resources,475,975290,393,147,864194,111096,14223,1992
NH,water transport and terminals,0,0,0,0,0,0,0,1992
NH,electric power,0,0,0,0,0,0,0,1992
NH,transit,0,0,0,0,0,0,0,1992
NH,elem and sec school instructional,0,0,0,0,0,0,0,1992
NH,elem and sec sch,0,0,0,0,0,0,0,1992
NH,elem and sec admin - clerical,0,0,0,0,0,0,0,1992
NH,elem and sec oper and maintenance,0,0,0,0,0,0,0,1992
NH,elem and sec cafeteria,0,0,0,0,0,0,0,1992
NH,elem and sec bus transportation,0,0,0,0,0,0,0,1992
NH,elem and sec health and recreation,0,0,0,0,0,0,0,1992
NH,elem and sec student employees,0,0,0,0,0,0,0,1992
NH,elem and sec unallocable,0,0,0,0,0,0,0,1992
NH,higher educ instructional,1655,5969085,1342,1258,4690587,1278498,54745,1992
NH,education - higher education other,3514,6842834,2358,4379,4972935,1869899,204191,1992
NH,education - other,308,726004,302,14,712286,13718,1104,1992
NH,libraries,0,0,0,0,0,0,0,1992
NH,liquor stores,491,866642,315,405,645565,221077,31182,1992
NH,other and unallocable,1431,3300110,1355,159,3167264,132846,12768,1992
NJ,total,117026,357816008,107651,26124,336102545,21713463,1543532,1992
NJ,financial administration,6063,16462094,5990,208,16254730,207364,11357,1992
NJ,other government administration,1628,5489367,1618,28,5456660,32707,1587,1992
NJ,judicial and legal,4751,18329782,4718,61,18207542,122240,5079,1992
NJ,police protection - officers,2642,10488136,2642,1,10488010,126,9,1992
NJ,police protection - other,1009,2361224,1002,9,2351343,9881,1142,1992
NJ,corrections,9791,30536786,9751,71,30411130,125656,6246,1992
NJ,highways,8272,26392409,8013,488,25953236,439173,45738,1992
NJ,air transportation,0,0,0,0,0,0,0,1992
NJ,water transport and terminals,112,303351,111,2,302071,1280,137,1992
NJ,public welfare,5893,16692053,5791,200,16405452,286601,15712,1992
NJ,health,3276,9519310,2863,650,8836455,682855,68484,1992
NJ,hospitals,19155,45323779,18089,1829,42807768,2516011,169492,1992
NJ,social insurance administration,2162,5620155,1881,503,4889473,730682,43572,1992
NJ,solid waste management,938,3186701,930,36,3158807,27894,1273,1992
NJ,sewerage,0,0,0,0,0,0,0,1992
NJ,parks and recreation,2577,7258520,1858,1738,5770766,1487754,126247,1992
NJ,natural resources,2086,6647122,1993,415,6230034,417088,15050,1992
NJ,water transport and terminals,129,358644,129,0,358644,0,0,1992
NJ,electric power,0,0,0,0,0,0,0,1992
NJ,transit,496,1805630,489,14,1783725,21905,1229,1992
NJ,elem and sec school instructional,3467,16194750,3446,182,16103445,94005,3620,1992
NJ,elem and sec sch,1361,3077190,1120,1066,2701340,375850,42860,1992
NJ,elem and sec admin - clerical,141,457880,134,15,444599,13281,1165,1992
NJ,elem and sec oper and maintenance,922,2076300,894,68,2037371,38929,5042,1992
NJ,elem and sec cafeteria,247,390600,56,937,92114,298486,33862,1992
NJ,elem and sec bus transportation,19,38600,15,10,26999,11601,751,1992
NJ,elem and sec health and recreation,21,104380,21,4,100257,4123,154,1992
NJ,elem and sec student employees,11,9430,0,32,0,9430,1886,1992
NJ,elem and sec unallocable,0,0,0,0,0,0,0,1992
NJ,higher educ instructional,7524,41697195,6274,5122,36637565,5059630,206425,1992
NJ,education - higher education other,19819,47739488,15266,12624,39247313,8492175,747277,1992
NJ,education - other,2948,9944742,2928,56,9872753,71989,3143,1992
NJ,libraries,0,0,0,0,0,0,0,1992
NJ,liquor stores,0,0,0,0,0,0,0,1992
NJ,other and unallocable,10927,32384880,10749,821,31874283,510597,27853,1992
NM,total,42159,88128454,36348,16969,81895795,6232659,1027671,1992
NM,financial administration,2507,5116483,2471,60,5063558,52925,6111,1992
NM,other government administration,202,515952,196,11,503107,12845,1107,1992
NM,judicial and legal,1670,4121111,1639,68,4063651,57460,5183,1992
NM,police protection - officers,418,1111114,418,0,1111114,0,0,1992
NM,police protection - other,152,243838,152,0,243838,0,0,1992
NM,corrections,2628,5289302,2596,87,5233449,55853,5650,1992
NM,highways,2725,5509459,2725,0,5509459,0,0,1992
NM,air transportation,7,20063,7,0,20063,0,0,1992
NM,water transport and terminals,0,0,0,0,0,0,0,1992
NM,public welfare,1950,3990664,1932,33,3956555,34109,3210,1992
NM,health,2099,4641953,2014,286,4485549,156404,15160,1992
NM,hospitals,5363,10597946,5232,613,10348874,249072,23275,1992
NM,social insurance administration,855,1753119,852,6,1745505,7614,578,1992
NM,solid waste management,0,0,0,0,0,0,0,1992
NM,sewerage,0,0,0,0,0,0,0,1992
NM,parks and recreation,632,1184101,602,55,1132490,51611,5280,1992
NM,natural resources,1641,3475101,1398,423,3172881,302220,43076,1992
NM,water transport and terminals,0,0,0,0,0,0,0,1992
NM,electric power,0,0,0,0,0,0,0,1992
NM,transit,0,0,0,0,0,0,0,1992
NM,elem and sec school instructional,0,0,0,0,0,0,0,1992
NM,elem and sec sch,0,0,0,0,0,0,0,1992
NM,elem and sec admin - clerical,0,0,0,0,0,0,0,1992
NM,elem and sec oper and maintenance,0,0,0,0,0,0,0,1992
NM,elem and sec cafeteria,0,0,0,0,0,0,0,1992
NM,elem and sec bus transportation,0,0,0,0,0,0,0,1992
NM,elem and sec health and recreation,0,0,0,0,0,0,0,1992
NM,elem and sec student employees,0,0,0,0,0,0,0,1992
NM,elem and sec unallocable,0,0,0,0,0,0,0,1992
NM,higher educ instructional,4377,10556255,2952,3709,8699412,1856843,252010,1992
NM,education - higher education other,12358,24377394,8769,11270,21195945,3181449,634811,1992
NM,education - other,857,1857206,789,127,1744639,112567,12049,1992
NM,libraries,0,0,0,0,0,0,0,1992
NM,liquor stores,0,0,0,0,0,0,0,1992
NM,other and unallocable,1718,3767393,1604,221,3665706,101687,20171,1992
NY,total,267429,832607759,255170,35263,801945839,30661920,2038874,1992
NY,financial administration,12020,32528515,11863,268,32176733,351782,25974,1992
NY,other government administration,5025,14318078,4386,1107,12063976,2254102,106179,1992
NY,judicial and legal,16414,62851379,16378,64,62762999,88380,5937,1992
NY,police protection - officers,3975,14986216,3975,0,14986216,0,0,1992
NY,police protection - other,1506,3700989,1441,145,3596089,104900,11327,1992
NY,corrections,33083,106704562,32875,403,106057776,646786,34722,1992
NY,highways,14897,41466447,14564,695,40836691,629756,58730,1992
NY,air transportation,98,271636,93,12,260539,11097,908,1992
NY,water transport and terminals,1008,3392627,987,25,3373336,19291,3596,1992
NY,public welfare,7396,22321276,7053,553,21316910,1004366,56957,1992
NY,health,9037,30480856,8718,533,29490646,990210,53055,1992
NY,hospitals,62749,167559977,60513,3949,161961984,5597993,372285,1992
NY,social insurance administration,13103,35024983,13049,67,34843249,181734,9365,1992
NY,solid waste management,0,0,0,0,0,0,0,1992
NY,sewerage,0,0,0,0,0,0,0,1992
NY,parks and recreation,1840,5280033,1837,6,5275401,4632,487,1992
NY,natural resources,3484,10602883,3483,5,10600823,2060,226,1992
NY,water transport and terminals,0,0,0,0,0,0,0,1992
NY,electric power,4238,18033300,3905,620,17064423,968877,58932,1992
NY,transit,15530,61686391,15417,214,61514406,171985,19943,1992
NY,elem and sec school instructional,0,0,0,0,0,0,0,1992
NY,elem and sec sch,0,0,0,0,0,0,0,1992
NY,elem and sec admin - clerical,0,0,0,0,0,0,0,1992
NY,elem and sec oper and maintenance,0,0,0,0,0,0,0,1992
NY,elem and sec cafeteria,0,0,0,0,0,0,0,1992
NY,elem and sec bus transportation,0,0,0,0,0,0,0,1992
NY,elem and sec health and recreation,0,0,0,0,0,0,0,1992
NY,elem and sec student employees,0,0,0,0,0,0,0,1992
NY,elem and sec unallocable,0,0,0,0,0,0,0,1992
NY,higher educ instructional,16828,74737950,14484,11294,64803074,9934876,392344,1992
NY,education - higher education other,25856,66427012,21419,14337,60161139,6265873,725954,1992
NY,education - other,5661,17178606,5366,424,16384624,793982,48935,1992
NY,libraries,0,0,0,0,0,0,0,1992
NY,liquor stores,0,0,0,0,0,0,0,1992
NY,other and unallocable,13681,43054043,13364,542,42414805,639238,53018,1992
NC,total,109046,257506989,96832,30447,233683809,23823180,2162313,1992
NC,financial administration,2707,6427893,2699,17,6404612,23281,1554,1992
NC,other government administration,727,2038992,626,238,1806201,232791,17830,1992
NC,judicial and legal,4945,12513723,4944,1,12511593,2130,137,1992
NC,police protection - officers,2319,6308788,2319,0,6308788,0,0,1992
NC,police protection - other,788,1643799,785,4,1638914,4885,538,1992
NC,corrections,12367,24983935,12355,29,24959639,24296,2112,1992
NC,highways,12084,24729268,12084,0,24729268,0,0,1992
NC,air transportation,0,0,0,0,0,0,0,1992
NC,water transport and terminals,329,840768,319,17,822284,18484,1806,1992
NC,public welfare,1156,2950178,1079,236,2851181,98997,13620,1992
NC,health,2276,5857752,2150,241,5674649,183103,22320,1992
NC,hospitals,15534,33553848,14998,1028,32313284,1240564,94863,1992
NC,social insurance administration,2304,5135027,2170,223,4920436,214591,23692,1992
NC,solid waste management,126,311213,125,2,309748,1465,105,1992
NC,sewerage,0,0,0,0,0,0,0,1992
NC,parks and recreation,694,1314473,565,293,1166608,147865,22833,1992
NC,natural resources,4066,9356316,3367,1226,7129077,2227239,123612,1992
NC,water transport and terminals,0,0,0,0,0,0,0,1992
NC,electric power,0,0,0,0,0,0,0,1992
NC,transit,0,0,0,0,0,0,0,1992
NC,elem and sec school instructional,0,0,0,0,0,0,0,1992
NC,elem and sec sch,0,0,0,0,0,0,0,1992
NC,elem and sec admin - clerical,0,0,0,0,0,0,0,1992
NC,elem and sec oper and maintenance,0,0,0,0,0,0,0,1992
NC,elem and sec cafeteria,0,0,0,0,0,0,0,1992
NC,elem and sec bus transportation,0,0,0,0,0,0,0,1992
NC,elem and sec health and recreation,0,0,0,0,0,0,0,1992
NC,elem and sec student employees,0,0,0,0,0,0,0,1992
NC,elem and sec unallocable,0,0,0,0,0,0,0,1992
NC,higher educ instructional,15366,54938532,10456,9731,43481593,11456939,869225,1992
NC,education - higher education other,23392,45906671,17983,16986,38072010,7834661,957393,1992
NC,education - other,3041,7348551,3011,92,7292953,55598,5557,1992
NC,libraries,0,0,0,0,0,0,0,1992
NC,liquor stores,0,0,0,0,0,0,0,1992
NC,other and unallocable,4825,11347262,4797,83,11290971,56291,5116,1992
ND,total,16468,33978534,13577,8387,30295527,3683007,513494,1992
ND,financial administration,506,932401,491,36,915060,17341,3011,1992
ND,other government administration,105,232853,93,110,209174,23679,2274,1992
ND,judicial and legal,328,866450,322,27,860606,5844,1110,1992
ND,police protection - officers,123,364944,123,0,364944,0,0,1992
ND,police protection - other,101,184913,99,3,183035,1878,280,1992
ND,corrections,487,925712,469,33,900553,25159,3075,1992
ND,highways,1074,2074204,962,113,1944130,130074,19888,1992
ND,air transportation,0,0,0,0,0,0,0,1992
ND,water transport and terminals,0,0,0,0,0,0,0,1992
ND,public welfare,198,336163,152,70,277612,58551,8278,1992
ND,health,1237,2442095,1154,159,2311876,130219,14916,1992
ND,hospitals,1922,3433779,1837,318,3359396,74383,15007,1992
ND,social insurance administration,592,1184846,558,61,1136859,47987,6162,1992
ND,solid waste management,0,0,0,0,0,0,0,1992
ND,sewerage,0,0,0,0,0,0,0,1992
ND,parks and recreation,129,222218,98,64,188039,34179,5519,1992
ND,natural resources,1410,2766766,969,750,2379815,386951,78017,1992
ND,water transport and terminals,0,0,0,0,0,0,0,1992
ND,electric power,0,0,0,0,0,0,0,1992
ND,transit,0,0,0,0,0,0,0,1992
ND,elem and sec school instructional,0,0,0,0,0,0,0,1992
ND,elem and sec sch,0,0,0,0,0,0,0,1992
ND,elem and sec admin - clerical,0,0,0,0,0,0,0,1992
ND,elem and sec oper and maintenance,0,0,0,0,0,0,0,1992
ND,elem and sec cafeteria,0,0,0,0,0,0,0,1992
ND,elem and sec bus transportation,0,0,0,0,0,0,0,1992
ND,elem and sec health and recreation,0,0,0,0,0,0,0,1992
ND,elem and sec student employees,0,0,0,0,0,0,0,1992
ND,elem and sec unallocable,0,0,0,0,0,0,0,1992
ND,higher educ instructional,2499,8178216,1852,1783,6717837,1460379,114609,1992
ND,education - higher education other,4291,6950879,3061,4623,5781572,1169307,217955,1992
ND,education - other,339,641534,326,49,622763,18771,2188,1992
ND,libraries,0,0,0,0,0,0,0,1992
ND,liquor stores,0,0,0,0,0,0,0,1992
ND,other and unallocable,1127,2240561,1011,188,2142256,98305,21205,1992
OH,total,140305,352934538,116336,60445,313096083,39838455,4237607,1992
OH,financial administration,4845,12870432,4773,125,12733981,136451,12522,1992
OH,other government administration,996,2342943,933,136,2274128,68815,11095,1992
OH,judicial and legal,2112,6681526,2004,321,6281623,399903,19066,1992
OH,police protection - officers,1260,4531048,1260,0,4531048,0,0,1992
OH,police protection - other,1029,2198701,1026,6,2193560,5141,560,1992
OH,corrections,10794,28105551,10747,81,28014970,90581,8223,1992
OH,highways,8903,23595437,8701,394,23248360,347077,35747,1992
OH,air transportation,0,0,0,0,0,0,0,1992
OH,water transport and terminals,0,0,0,0,0,0,0,1992
OH,public welfare,2137,5808002,2060,108,5712486,95516,13481,1992
OH,health,3482,10167821,3342,284,9990038,177783,24816,1992
OH,hospitals,18701,46298237,16614,3125,41507801,4790436,369361,1992
OH,social insurance administration,6393,16282072,6106,483,15777311,504761,50847,1992
OH,solid waste management,0,0,0,0,0,0,0,1992
OH,sewerage,0,0,0,0,0,0,0,1992
OH,parks and recreation,778,1756816,631,271,1561470,195346,25948,1992
OH,natural resources,3810,9018411,3434,611,8261473,756938,66780,1992
OH,water transport and terminals,0,0,0,0,0,0,0,1992
OH,electric power,0,0,0,0,0,0,0,1992
OH,transit,0,0,0,0,0,0,0,1992
OH,elem and sec school instructional,0,0,0,0,0,0,0,1992
OH,elem and sec sch,0,0,0,0,0,0,0,1992
OH,elem and sec admin - clerical,0,0,0,0,0,0,0,1992
OH,elem and sec oper and maintenance,0,0,0,0,0,0,0,1992
OH,elem and sec cafeteria,0,0,0,0,0,0,0,1992
OH,elem and sec bus transportation,0,0,0,0,0,0,0,1992
OH,elem and sec health and recreation,0,0,0,0,0,0,0,1992
OH,elem and sec student employees,0,0,0,0,0,0,0,1992
OH,elem and sec unallocable,0,0,0,0,0,0,0,1992
OH,higher educ instructional,21190,76370377,15046,16365,60759127,15611250,1085563,1992
OH,education - higher education other,44769,82626343,31266,36758,66865818,15760525,2387353,1992
OH,education - other,2296,6575374,2250,146,6466014,109360,8415,1992
OH,libraries,0,0,0,0,0,0,0,1992
OH,liquor stores,862,1628288,629,339,1258216,370072,41265,1992
OH,other and unallocable,5948,16077159,5514,892,15658659,418500,76565,1992
OK,total,67071,133412533,59275,20071,121132827,12279706,1364468,1992
OK,financial administration,1903,3816102,1893,10,3795702,20400,1740,1992
OK,other government administration,867,1908249,846,22,1870276,37973,3635,1992
OK,judicial and legal,1726,4680820,1687,46,4610274,70546,7038,1992
OK,police protection - officers,991,2260930,991,0,2260930,0,0,1992
OK,police protection - other,739,1372459,733,9,1362971,9488,1087,1992
OK,corrections,4823,8469794,4798,31,8429519,40275,4463,1992
OK,highways,3542,6359127,3534,10,6343707,15420,1520,1992
OK,air transportation,0,0,0,0,0,0,0,1992
OK,water transport and terminals,0,0,0,0,0,0,0,1992
OK,public welfare,7944,14488514,7821,214,14307018,181496,21707,1992
OK,health,3314,6601526,3212,181,6425044,176482,18069,1992
OK,hospitals,8309,15057704,7888,822,14345221,712483,74818,1992
OK,social insurance administration,1701,3491498,1561,173,3252825,238673,24745,1992
OK,solid waste management,0,0,0,0,0,0,0,1992
OK,sewerage,0,0,0,0,0,0,0,1992
OK,parks and recreation,1212,1703096,974,309,1462581,240515,42157,1992
OK,natural resources,2050,3650153,1797,734,3308939,341214,44596,1992
OK,water transport and terminals,0,0,0,0,0,0,0,1992
OK,electric power,472,1375318,472,1,1375138,180,16,1992
OK,transit,0,0,0,0,0,0,0,1992
OK,elem and sec school instructional,0,0,0,0,0,0,0,1992
OK,elem and sec sch,0,0,0,0,0,0,0,1992
OK,elem and sec admin - clerical,0,0,0,0,0,0,0,1992
OK,elem and sec oper and maintenance,0,0,0,0,0,0,0,1992
OK,elem and sec cafeteria,0,0,0,0,0,0,0,1992
OK,elem and sec bus transportation,0,0,0,0,0,0,0,1992
OK,elem and sec health and recreation,0,0,0,0,0,0,0,1992
OK,elem and sec student employees,0,0,0,0,0,0,0,1992
OK,elem and sec unallocable,0,0,0,0,0,0,0,1992
OK,higher educ instructional,7624,25475654,5826,4786,20263694,5211960,311325,1992
OK,education - higher education other,16009,24313942,11461,12634,19438485,4875457,796198,1992
OK,education - other,1926,4095416,1887,46,4029938,65478,7045,1992
OK,libraries,0,0,0,0,0,0,0,1992
OK,liquor stores,0,0,0,0,0,0,0,1992
OK,other and unallocable,1919,4292231,1894,43,4250565,41666,4309,1992
OR,total,49704,130409988,42783,20446,111547369,18862619,1225992,1992
OR,financial administration,3235,8027641,3133,243,7811417,216224,18143,1992
OR,other government administration,677,1749457,642,73,1665539,83918,6061,1992
OR,judicial and legal,2225,5959348,2088,289,5648579,310769,24237,1992
OR,police protection - officers,821,3069850,821,0,3069850,0,0,1992
OR,police protection - other,271,578042,255,16,548722,29320,2802,1992
OR,corrections,2709,7055314,2634,130,6916604,138710,13211,1992
OR,highways,3851,8074556,3659,280,7813556,261000,34000,1992
OR,air transportation,0,0,0,0,0,0,0,1992
OR,water transport and terminals,0,0,0,0,0,0,0,1992
OR,public welfare,4439,10744205,4240,336,10238379,505826,35438,1992
OR,health,1462,3729422,1374,139,3565960,163462,15804,1992
OR,hospitals,6163,14713701,5158,1473,12141779,2571922,177715,1992
OR,social insurance administration,2347,5748445,2168,223,5293687,454758,31571,1992
OR,solid waste management,0,0,0,0,0,0,0,1992
OR,sewerage,0,0,0,0,0,0,0,1992
OR,parks and recreation,351,1097719,289,67,956569,141150,11036,1992
OR,natural resources,2976,6913168,2374,847,5390648,1522520,106686,1992
OR,water transport and terminals,0,0,0,0,0,0,0,1992
OR,electric power,0,0,0,0,0,0,0,1992
