state,government_function,full_time_equivalent_employees,total_october_pay,full_time_employees,part_time_employees,full_time_pay,part_time_pay,part_time_hours,year
MT,other government administration,291,696324,263,43,640788,55536,4939,1993
MT,judicial and legal,172,666339,122,66,441770,224569,8958,1993
MT,police protection - officers,217,527619,217,0,527619,0,0,1993
MT,police protection - other,183,379273,177,10,367550,11723,949,1993
MT,corrections,781,1748824,765,54,1700999,47825,2841,1993
MT,highways,1799,4346576,1744,79,4239695,106881,9655,1993
MT,air transportation,0,0,0,0,0,0,0,1993
MT,water transport and terminals,0,0,0,0,0,0,0,1993
MT,public welfare,1178,2571312,1077,175,2400968,170344,17920,1993
MT,health,446,1087444,420,64,1016901,70543,4492,1993
MT,hospitals,1017,1990390,917,182,1826804,163586,17823,1993
MT,social insurance administration,689,1415995,663,43,1374449,41546,4588,1993
MT,solid waste management,0,0,0,0,0,0,0,1993
MT,sewerage,0,0,0,0,0,0,0,1993
MT,parks and recreation,75,144630,56,53,118332,26298,3407,1993
MT,natural resources,1399,3282993,1245,279,2993031,289962,27179,1993
MT,water transport and terminals,0,0,0,0,0,0,0,1993
MT,electric power,0,0,0,0,0,0,0,1993
MT,transit,0,0,0,0,0,0,0,1993
MT,elem and sec school instructional,0,0,0,0,0,0,0,1993
MT,elem and sec sch,0,0,0,0,0,0,0,1993
MT,elem and sec admin - clerical,0,0,0,0,0,0,0,1993
MT,elem and sec oper and maintenance,0,0,0,0,0,0,0,1993
MT,elem and sec cafeteria,0,0,0,0,0,0,0,1993
MT,elem and sec bus transportation,0,0,0,0,0,0,0,1993
MT,elem and sec health and recreation,0,0,0,0,0,0,0,1993
MT,elem and sec student employees,0,0,0,0,0,0,0,1993
MT,elem and sec unallocable,0,0,0,0,0,0,0,1993
MT,higher educ instructional,2148,7348369,1606,1263,6092736,1255633,95926,1993
MT,education - higher education other,4325,6574190,2428,5956,4634190,1940000,335867,1993
MT,education - other,697,1635802,553,348,1287705,348097,25487,1993
MT,libraries,0,0,0,0,0,0,0,1993
MT,liquor stores,95,181948,80,33,157528,24420,2590,1993
MT,other and unallocable,829,1898527,779,91,1807558,90969,8740,1993
NE,total,29158,61806684,25750,9288,57005808,4800876,603256,1993
NE,financial administration,639,1428002,635,13,1420331,7671,635,1993
NE,other government administration,330,795842,298,74,724532,71310,5656,1993
NE,judicial and legal,683,1882178,666,57,1849260,32918,3143,1993
NE,police protection - officers,402,1056032,402,0,1056032,0,0,1993
NE,police protection - other,258,542563,254,6,537043,5520,673,1993
NE,corrections,1766,3684607,1726,91,3605770,78837,7186,1993
NE,highways,2412,5326751,2333,121,5236017,90734,14043,1993
NE,air transportation,20,53757,20,0,53757,0,0,1993
NE,water transport and terminals,0,0,0,0,0,0,0,1993
NE,public welfare,2843,5653643,2800,113,5599369,54274,7496,1993
NE,health,686,1577470,652,62,1516051,61419,5916,1993
NE,hospitals,4366,8692636,4074,531,8070135,622501,51702,1993
NE,social insurance administration,575,1328124,543,72,1272621,55503,5712,1993
NE,solid waste management,0,0,0,0,0,0,0,1993
NE,sewerage,0,0,0,0,0,0,0,1993
NE,parks and recreation,343,557304,188,307,403415,153889,27545,1993
NE,natural resources,1844,3367711,1485,779,2949170,418541,63326,1993
NE,water transport and terminals,0,0,0,0,0,0,0,1993
NE,electric power,0,0,0,0,0,0,0,1993
NE,transit,0,0,0,0,0,0,0,1993
NE,elem and sec school instructional,0,0,0,0,0,0,0,1993
NE,elem and sec sch,0,0,0,0,0,0,0,1993
NE,elem and sec admin - clerical,0,0,0,0,0,0,0,1993
NE,elem and sec oper and maintenance,0,0,0,0,0,0,0,1993
NE,elem and sec cafeteria,0,0,0,0,0,0,0,1993
NE,elem and sec bus transportation,0,0,0,0,0,0,0,1993
NE,elem and sec health and recreation,0,0,0,0,0,0,0,1993
NE,elem and sec student employees,0,0,0,0,0,0,0,1993
NE,elem and sec unallocable,0,0,0,0,0,0,0,1993
NE,higher educ instructional,2834,9019382,2474,959,8135937,883445,63798,1993
NE,education - higher education other,7075,11882963,5203,5872,9752229,2130734,331466,1993
NE,education - other,703,1692852,665,76,1636091,56761,6805,1993
NE,libraries,0,0,0,0,0,0,0,1993
NE,liquor stores,0,0,0,0,0,0,0,1993
NE,other and unallocable,1379,3264867,1332,155,3188048,76819,8154,1993
NV,total,19059,50604590,16887,3978,47202974,3401616,383198,1993
NV,financial administration,835,2070874,818,29,2043421,27453,2725,1993
NV,other government administration,463,1356679,431,90,1285145,71534,5784,1993
NV,judicial and legal,376,1486298,372,7,1474655,11643,576,1993
NV,police protection - officers,389,1351509,389,0,1351509,0,0,1993
NV,police protection - other,189,558502,189,0,558502,0,0,1993
NV,corrections,2120,6077030,2103,28,6025243,51787,2982,1993
NV,highways,1444,4177574,1444,0,4177574,0,0,1993
NV,air transportation,0,0,0,0,0,0,0,1993
NV,water transport and terminals,0,0,0,0,0,0,0,1993
NV,public welfare,1040,2638772,994,75,2554914,83858,8145,1993
NV,health,744,1973314,717,47,1908263,65051,4601,1993
NV,hospitals,810,2109019,780,44,2030761,78258,5196,1993
NV,social insurance administration,1767,4666441,1733,47,4599379,67062,5834,1993
NV,solid waste management,0,0,0,0,0,0,0,1993
NV,sewerage,0,0,0,0,0,0,0,1993
NV,parks and recreation,167,405682,158,15,389535,16147,1534,1993
NV,natural resources,973,2371441,824,263,2135400,236041,26152,1993
NV,water transport and terminals,11,32488,11,0,32488,0,0,1993
NV,electric power,12,35442,12,0,35442,0,0,1993
NV,transit,0,0,0,0,0,0,0,1993
NV,elem and sec school instructional,0,0,0,0,0,0,0,1993
NV,elem and sec sch,0,0,0,0,0,0,0,1993
NV,elem and sec admin - clerical,0,0,0,0,0,0,0,1993
NV,elem and sec oper and maintenance,0,0,0,0,0,0,0,1993
NV,elem and sec cafeteria,0,0,0,0,0,0,0,1993
NV,elem and sec bus transportation,0,0,0,0,0,0,0,1993
NV,elem and sec health and recreation,0,0,0,0,0,0,0,1993
NV,elem and sec student employees,0,0,0,0,0,0,0,1993
NV,elem and sec unallocable,0,0,0,0,0,0,0,1993
NV,higher educ instructional,1626,5302980,1325,884,4645950,657030,53235,1993
NV,education - higher education other,4359,8910012,2900,2350,6983754,1926258,258294,1993
NV,education - other,251,756306,229,30,694757,61549,3725,1993
NV,libraries,0,0,0,0,0,0,0,1993
NV,liquor stores,0,0,0,0,0,0,0,1993
NV,other and unallocable,1483,4324227,1458,69,4276282,47945,4415,1993
NH,total,16902,40771821,14478,7408,36332980,4438841,422726,1993
NH,financial administration,471,1062567,455,25,1040955,21612,2589,1993
NH,other government administration,273,722126,263,27,704368,17758,1637,1993
NH,judicial and legal,758,1911936,713,87,1866599,45337,7560,1993
NH,police protection - officers,298,1014020,298,4,1013312,708,71,1993
NH,police protection - other,104,246673,101,11,241993,4680,569,1993
NH,corrections,988,2531566,970,35,2502510,29056,3288,1993
NH,highways,2025,5465625,1900,175,5217734,247891,22145,1993
NH,air transportation,0,0,0,0,0,0,0,1993
NH,water transport and terminals,6,14079,5,2,13180,899,111,1993
NH,public welfare,1302,2986499,1285,41,2951199,35300,2859,1993
NH,health,819,2095456,773,67,2024499,70957,7549,1993
NH,hospitals,1041,2101736,972,78,2013885,87851,12084,1993
NH,social insurance administration,538,1169199,506,116,1117001,52198,5287,1993
NH,solid waste management,0,0,0,0,0,0,0,1993
NH,sewerage,0,0,0,0,0,0,0,1993
NH,parks and recreation,217,454336,149,158,323137,131199,12044,1993
NH,natural resources,478,1030380,420,127,951996,78384,10216,1993
NH,water transport and terminals,0,0,0,0,0,0,0,1993
NH,electric power,0,0,0,0,0,0,0,1993
NH,transit,0,0,0,0,0,0,0,1993
NH,elem and sec school instructional,0,0,0,0,0,0,0,1993
NH,elem and sec sch,0,0,0,0,0,0,0,1993
NH,elem and sec admin - clerical,0,0,0,0,0,0,0,1993
NH,elem and sec oper and maintenance,0,0,0,0,0,0,0,1993
NH,elem and sec cafeteria,0,0,0,0,0,0,0,1993
NH,elem and sec bus transportation,0,0,0,0,0,0,0,1993
NH,elem and sec health and recreation,0,0,0,0,0,0,0,1993
NH,elem and sec student employees,0,0,0,0,0,0,0,1993
NH,elem and sec unallocable,0,0,0,0,0,0,0,1993
NH,higher educ instructional,1776,6276769,1379,1514,4875031,1401738,68693,1993
NH,education - higher education other,3426,6606829,2283,4344,4772012,1834817,201977,1993
NH,education - other,342,800463,337,9,790467,9996,801,1993
NH,libraries,0,0,0,0,0,0,0,1993
NH,liquor stores,491,866642,315,405,645565,221077,31182,1993
NH,other and unallocable,1549,3414920,1354,183,3267537,147383,32064,1993
NJ,total,110176,361419236,101174,23345,334219059,27200177,1487963,1993
NJ,financial administration,5569,16134264,5527,233,15943962,190302,6602,1993
NJ,other government administration,1627,5700616,1497,153,5197965,502651,20275,1993
NJ,judicial and legal,3989,16744867,3958,56,16632362,112505,4718,1993
NJ,police protection - officers,1143,3117261,1140,7,3108662,8599,523,1993
NJ,police protection - other,2423,11110352,2423,0,11110352,0,0,1993
NJ,corrections,9405,31632244,9370,69,31514127,118117,5473,1993
NJ,highways,8196,28755753,7897,548,28322230,433523,52881,1993
NJ,air transportation,0,0,0,0,0,0,0,1993
NJ,water transport and terminals,112,303351,111,2,302071,1280,137,1993
NJ,public welfare,5764,17270687,5663,196,16966632,304055,15679,1993
NJ,health,2504,8733982,2302,567,8059903,674079,33356,1993
NJ,hospitals,18042,47580366,17168,2255,44530160,3050206,137255,1993
NJ,social insurance administration,1896,5939894,1826,535,5093475,846419,10831,1993
NJ,solid waste management,881,3225468,868,59,3178108,47360,2004,1993
NJ,sewerage,0,0,0,0,0,0,0,1993
NJ,parks and recreation,3417,8070340,2161,1708,5082123,2988217,221896,1993
NJ,natural resources,2380,8063082,2287,427,7676349,386733,15113,1993
NJ,water transport and terminals,126,372025,126,0,372025,0,0,1993
NJ,electric power,0,0,0,0,0,0,0,1993
NJ,transit,496,1805630,489,14,1783725,21905,1229,1993
NJ,elem and sec school instructional,3587,13208358,3483,397,13077558,130800,13780,1993
NJ,elem and sec sch,1211,2398677,1150,316,2339453,59224,8110,1993
NJ,elem and sec admin - clerical,261,756117,261,0,756117,0,0,1993
NJ,elem and sec oper and maintenance,779,1310278,779,0,1310278,0,0,1993
NJ,elem and sec cafeteria,89,139332,42,284,89538,49794,6224,1993
NJ,elem and sec bus transportation,13,25054,13,0,25054,0,0,1993
NJ,elem and sec health and recreation,55,158466,55,0,158466,0,0,1993
NJ,elem and sec student employees,14,9430,0,32,0,9430,1886,1993
NJ,elem and sec unallocable,0,0,0,0,0,0,0,1993
NJ,higher educ instructional,7532,42358958,6278,4752,36014388,6344570,206755,1993
NJ,education - higher education other,19807,54403956,15493,10384,43972412,10431544,713668,1993
NJ,education - other,2930,10342221,2900,68,10222407,119814,4892,1993
NJ,libraries,0,0,0,0,0,0,0,1993
NJ,liquor stores,0,0,0,0,0,0,0,1993
NJ,other and unallocable,7139,24146884,7057,599,23718610,428274,12786,1993
NM,total,42862,90754957,38667,14532,85939845,4815112,741992,1993
NM,financial administration,1848,4056544,1840,13,4037042,19502,1280,1993
NM,other government administration,240,634769,236,7,625111,9658,788,1993
NM,judicial and legal,1714,4385117,1681,106,4314551,70566,5643,1993
NM,police protection - officers,418,1111114,418,0,1111114,0,0,1993
NM,police protection - other,149,237621,149,0,237621,0,0,1993
NM,corrections,3795,7636748,3782,26,7617820,18928,2217,1993
NM,highways,2673,5689318,2673,0,5689318,0,0,1993
NM,air transportation,7,17561,7,0,17561,0,0,1993
NM,water transport and terminals,0,0,0,0,0,0,0,1993
NM,public welfare,1434,2807460,1426,13,2792146,15314,1373,1993
NM,health,2202,4979967,2153,233,4881430,98537,8819,1993
NM,hospitals,5562,11192537,5446,601,10962617,229920,20577,1993
NM,social insurance administration,779,1647549,771,13,1631048,16501,1390,1993
NM,solid waste management,0,0,0,0,0,0,0,1993
NM,sewerage,0,0,0,0,0,0,0,1993
NM,parks and recreation,664,1251301,643,28,1215204,36097,3697,1993
NM,natural resources,1409,2852318,1394,40,2828533,23785,2631,1993
NM,water transport and terminals,0,0,0,0,0,0,0,1993
NM,electric power,0,0,0,0,0,0,0,1993
NM,transit,0,0,0,0,0,0,0,1993
NM,elem and sec school instructional,0,0,0,0,0,0,0,1993
NM,elem and sec sch,0,0,0,0,0,0,0,1993
NM,elem and sec admin - clerical,0,0,0,0,0,0,0,1993
NM,elem and sec oper and maintenance,0,0,0,0,0,0,0,1993
NM,elem and sec cafeteria,0,0,0,0,0,0,0,1993
NM,elem and sec bus transportation,0,0,0,0,0,0,0,1993
NM,elem and sec health and recreation,0,0,0,0,0,0,0,1993
NM,elem and sec student employees,0,0,0,0,0,0,0,1993
NM,elem and sec unallocable,0,0,0,0,0,0,0,1993
NM,higher educ instructional,4709,11148893,3241,3607,9464700,1684193,259817,1993
NM,education - higher education other,12554,24800947,10204,9461,22416875,2384072,415963,1993
NM,education - other,817,1807217,740,141,1724258,82959,13685,1993
NM,libraries,0,0,0,0,0,0,0,1993
NM,liquor stores,0,0,0,0,0,0,0,1993
NM,other and unallocable,1888,4497976,1863,243,4372896,125080,4112,1993
NY,total,267359,879775815,252324,39122,841619398,38156417,2479508,1993
NY,financial administration,12215,33960168,11918,606,33245041,715127,49524,1993
NY,other government administration,5025,15454302,4358,1162,13102751,2351551,110904,1993
NY,judicial and legal,16789,66607328,16700,149,66312160,295168,14787,1993
NY,police protection - officers,3983,15813854,3983,0,15813854,0,0,1993
NY,police protection - other,1512,3939024,1443,138,3816218,122806,11927,1993
NY,corrections,34147,105989554,33883,503,105236375,753179,43701,1993
NY,highways,15069,41336676,14547,953,40495189,841487,92119,1993
NY,air transportation,99,281118,95,9,270936,10182,793,1993
NY,water transport and terminals,1064,3633466,1056,11,3625471,7995,1492,1993
NY,public welfare,8055,22905727,7800,287,22142107,763620,42292,1993
NY,health,9144,31424012,8902,479,30639978,784034,40146,1993
NY,hospitals,60556,199932631,58145,4066,193795007,6137624,401338,1993
NY,social insurance administration,11686,33323807,11320,424,32547722,776085,60686,1993
NY,solid waste management,0,0,0,0,0,0,0,1993
NY,sewerage,0,0,0,0,0,0,0,1993
NY,parks and recreation,2627,7131264,2020,1702,5492209,1639055,100941,1993
NY,natural resources,3573,11552118,3423,388,11086559,465559,24816,1993
NY,water transport and terminals,0,0,0,0,0,0,0,1993
NY,electric power,3511,17205594,3307,326,16230748,974846,36096,1993
NY,transit,15344,61108593,15250,183,60944860,163733,16786,1993
NY,elem and sec school instructional,0,0,0,0,0,0,0,1993
NY,elem and sec sch,0,0,0,0,0,0,0,1993
NY,elem and sec admin - clerical,0,0,0,0,0,0,0,1993
NY,elem and sec oper and maintenance,0,0,0,0,0,0,0,1993
NY,elem and sec cafeteria,0,0,0,0,0,0,0,1993
NY,elem and sec bus transportation,0,0,0,0,0,0,0,1993
NY,elem and sec health and recreation,0,0,0,0,0,0,0,1993
NY,elem and sec student employees,0,0,0,0,0,0,0,1993
NY,elem and sec unallocable,0,0,0,0,0,0,0,1993
NY,higher educ instructional,15956,76269159,13605,11721,64364652,11904507,387209,1993
NY,education - higher education other,27905,70570560,21997,14820,62447646,8122914,956290,1993
NY,education - other,5547,17021451,5358,375,16557015,464436,31372,1993
NY,libraries,0,0,0,0,0,0,0,1993
NY,liquor stores,0,0,0,0,0,0,0,1993
NY,other and unallocable,13552,44315409,13214,820,43452900,862509,56289,1993
NC,total,110640,261603067,98487,30425,237915762,23687305,2151749,1993
NC,financial administration,3418,7854709,3406,20,7830656,24053,2216,1993
NC,other government administration,731,2160912,630,241,1913876,247036,17817,1993
NC,judicial and legal,5203,13245807,5197,9,13232077,13730,986,1993
NC,police protection - officers,2443,6382164,2443,0,6382164,0,0,1993
NC,police protection - other,855,1806671,848,9,1796530,10141,1289,1993
NC,corrections,12367,24983935,12355,29,24959639,24296,2112,1993
NC,highways,12961,24494190,12961,0,24494190,0,0,1993
NC,air transportation,0,0,0,0,0,0,0,1993
NC,water transport and terminals,318,840266,310,17,830038,10228,1440,1993
NC,public welfare,1156,2950178,1079,236,2851181,98997,13620,1993
NC,health,1798,4413795,1699,193,4277554,136241,17675,1993
NC,hospitals,15370,35056767,14853,926,33814497,1242270,91590,1993
NC,social insurance administration,2311,5144074,2177,223,4929483,214591,23692,1993
NC,solid waste management,126,311213,125,2,309748,1465,105,1993
NC,sewerage,0,0,0,0,0,0,0,1993
NC,parks and recreation,686,1275586,560,295,1126841,148745,22333,1993
NC,natural resources,4197,10107092,3456,1075,7739632,2367460,130915,1993
NC,water transport and terminals,0,0,0,0,0,0,0,1993
NC,electric power,0,0,0,0,0,0,0,1993
NC,transit,0,0,0,0,0,0,0,1993
NC,elem and sec school instructional,0,0,0,0,0,0,0,1993
NC,elem and sec sch,0,0,0,0,0,0,0,1993
NC,elem and sec admin - clerical,0,0,0,0,0,0,0,1993
NC,elem and sec oper and maintenance,0,0,0,0,0,0,0,1993
NC,elem and sec cafeteria,0,0,0,0,0,0,0,1993
NC,elem and sec bus transportation,0,0,0,0,0,0,0,1993
NC,elem and sec health and recreation,0,0,0,0,0,0,0,1993
NC,elem and sec student employees,0,0,0,0,0,0,0,1993
NC,elem and sec unallocable,0,0,0,0,0,0,0,1993
NC,higher educ instructional,15277,55695001,10571,9722,44163295,11531706,833011,1993
NC,education - higher education other,23632,46119973,18094,17257,38633309,7486664,980398,1993
NC,education - other,3055,7494468,3022,96,7434018,60450,6135,1993
NC,libraries,0,0,0,0,0,0,0,1993
NC,liquor stores,0,0,0,0,0,0,0,1993
NC,other and unallocable,4736,11266266,4701,75,11197034,69232,6415,1993
ND,total,15684,33768800,13043,7913,30229456,3539344,468495,1993
ND,financial administration,489,938286,471,36,917317,20969,3201,1993
ND,other government administration,105,272932,98,105,255319,17613,1176,1993
ND,judicial and legal,336,914882,330,26,910032,4850,1100,1993
ND,police protection - officers,121,319276,121,0,319276,0,0,1993
ND,police protection - other,97,186603,97,0,186603,0,0,1993
ND,corrections,499,1003083,481,39,974743,28340,3159,1993
ND,highways,1070,2240509,953,126,2119198,121311,20726,1993
ND,air transportation,0,0,0,0,0,0,0,1993
ND,water transport and terminals,0,0,0,0,0,0,0,1993
ND,public welfare,202,348199,186,40,331698,16501,2952,1993
ND,health,1256,2777028,1173,174,2634391,142637,14826,1993
ND,hospitals,1415,2496876,1369,234,2459064,37812,8230,1993
ND,social insurance administration,589,1219886,556,65,1171743,48143,5878,1993
ND,solid waste management,0,0,0,0,0,0,0,1993
ND,sewerage,0,0,0,0,0,0,0,1993
ND,parks and recreation,118,219858,87,57,183266,36592,5589,1993
ND,natural resources,1344,2709813,931,663,2355887,353926,73193,1993
ND,water transport and terminals,0,0,0,0,0,0,0,1993
ND,electric power,0,0,0,0,0,0,0,1993
ND,transit,0,0,0,0,0,0,0,1993
ND,elem and sec school instructional,0,0,0,0,0,0,0,1993
ND,elem and sec sch,0,0,0,0,0,0,0,1993
ND,elem and sec admin - clerical,0,0,0,0,0,0,0,1993
ND,elem and sec oper and maintenance,0,0,0,0,0,0,0,1993
ND,elem and sec cafeteria,0,0,0,0,0,0,0,1993
ND,elem and sec bus transportation,0,0,0,0,0,0,0,1993
ND,elem and sec health and recreation,0,0,0,0,0,0,0,1993
ND,elem and sec student employees,0,0,0,0,0,0,0,1993
ND,elem and sec unallocable,0,0,0,0,0,0,0,1993
ND,higher educ instructional,2505,8315321,1861,1808,6819628,1495693,114012,1993
ND,education - higher education other,4172,6858066,3028,4394,5734923,1123143,202712,1993
ND,education - other,327,641641,317,34,626119,15522,1745,1993
ND,libraries,0,0,0,0,0,0,0,1993
ND,liquor stores,0,0,0,0,0,0,0,1993
ND,other and unallocable,1039,2306541,984,112,2230249,76292,9996,1993
OH,total,141286,369660332,117898,59539,327357343,42302989,4135381,1993
OH,financial administration,8561,23976259,8474,152,23810001,166258,15122,1993
OH,other government administration,952,2450334,924,131,2388876,61458,4773,1993
OH,judicial and legal,2158,6940576,2038,336,6530310,410266,21380,1993
OH,police protection - officers,1327,5051400,1327,0,5051400,0,0,1993
OH,police protection - other,1124,2605608,1115,16,2590440,15168,1572,1993
OH,corrections,11261,31305884,11207,87,31197671,108213,9419,1993
OH,highways,8997,25550452,8757,424,25129163,421289,42511,1993
OH,air transportation,0,0,0,0,0,0,0,1993
OH,water transport and terminals,0,0,0,0,0,0,0,1993
OH,public welfare,2042,6022651,1973,102,5942488,80163,12168,1993
OH,health,3542,10847734,3372,317,10623077,224657,30179,1993
OH,hospitals,18466,47856446,16274,3197,42601439,5255007,388049,1993
OH,social insurance administration,3280,8649773,3159,252,8422519,227254,21437,1993
OH,solid waste management,0,0,0,0,0,0,0,1993
OH,sewerage,0,0,0,0,0,0,0,1993
OH,parks and recreation,809,1929979,630,346,1669967,260012,31735,1993
OH,natural resources,3587,9445397,3176,646,8629235,816162,72767,1993
OH,water transport and terminals,0,0,0,0,0,0,0,1993
OH,electric power,0,0,0,0,0,0,0,1993
OH,transit,0,0,0,0,0,0,0,1993
OH,elem and sec school instructional,0,0,0,0,0,0,0,1993
OH,elem and sec sch,0,0,0,0,0,0,0,1993
OH,elem and sec admin - clerical,0,0,0,0,0,0,0,1993
OH,elem and sec oper and maintenance,0,0,0,0,0,0,0,1993
OH,elem and sec cafeteria,0,0,0,0,0,0,0,1993
OH,elem and sec bus transportation,0,0,0,0,0,0,0,1993
OH,elem and sec health and recreation,0,0,0,0,0,0,0,1993
OH,elem and sec student employees,0,0,0,0,0,0,0,1993
OH,elem and sec unallocable,0,0,0,0,0,0,0,1993
OH,higher educ instructional,21967,78033660,16109,15198,62541405,15492255,1035456,1993
OH,education - higher education other,44770,84339357,31305,37646,66282881,18056476,2380930,1993
OH,education - other,2305,6983563,2255,117,6849594,133969,8760,1993
OH,libraries,0,0,0,0,0,0,0,1993
OH,liquor stores,726,1437689,496,328,1052316,385373,40691,1993
OH,other and unallocable,5412,16233570,5307,244,16044561,189009,18432,1993
OK,total,68207,126489341,60978,21421,115680328,10809013,1264719,1993
OK,financial administration,2109,3912734,2102,11,3900166,12568,1234,1993
OK,other government administration,1042,2149451,1018,59,2108212,41239,4245,1993
OK,judicial and legal,1380,3344584,1353,97,3294233,50351,4783,1993
OK,police protection - officers,940,2262224,940,0,2262224,0,0,1993
OK,police protection - other,665,1203379,662,5,1198576,4803,609,1993
OK,corrections,6389,8829414,6353,78,8767269,62145,6372,1993
OK,highways,4230,6744588,4225,7,6737658,6930,956,1993
OK,air transportation,0,0,0,0,0,0,0,1993
OK,water transport and terminals,0,0,0,0,0,0,0,1993
OK,public welfare,6763,9428679,6684,145,9320311,108368,14007,1993
OK,health,3267,6192137,3109,282,5941441,250696,27953,1993
OK,hospitals,8137,14163554,7724,813,13460262,703292,73395,1993
OK,social insurance administration,1913,3569567,1851,255,3453727,115840,10808,1993
OK,solid waste management,0,0,0,0,0,0,0,1993
OK,sewerage,0,0,0,0,0,0,0,1993
OK,parks and recreation,2025,3043743,1502,883,2572706,471037,92664,1993
OK,natural resources,2173,3805539,1924,754,3461170,344369,44084,1993
OK,water transport and terminals,0,0,0,0,0,0,0,1993
OK,electric power,470,1604602,469,1,1604002,600,100,1993
OK,transit,0,0,0,0,0,0,0,1993
OK,elem and sec school instructional,0,0,0,0,0,0,0,1993
OK,elem and sec sch,0,0,0,0,0,0,0,1993
OK,elem and sec admin - clerical,0,0,0,0,0,0,0,1993
OK,elem and sec oper and maintenance,0,0,0,0,0,0,0,1993
OK,elem and sec cafeteria,0,0,0,0,0,0,0,1993
OK,elem and sec bus transportation,0,0,0,0,0,0,0,1993
OK,elem and sec health and recreation,0,0,0,0,0,0,0,1993
OK,elem and sec student employees,0,0,0,0,0,0,0,1993
OK,elem and sec unallocable,0,0,0,0,0,0,0,1993
OK,higher educ instructional,7001,24098664,5774,4835,20335833,3762831,210583,1993
OK,education - higher education other,15517,24180004,11431,12457,19683345,4496659,714567,1993
OK,education - other,2578,5000355,2283,610,4665318,335037,52340,1993
OK,libraries,0,0,0,0,0,0,0,1993
OK,liquor stores,0,0,0,0,0,0,0,1993
OK,other and unallocable,1608,2956123,1574,129,2913875,42248,6019,1993
OR,total,47160,136829111,42341,20690,117706287,19122824,852970,1993
OR,financial administration,3311,8992522,3231,140,8829628,162894,14323,1993
OR,other government administration,690,1867038,652,87,1767062,99976,6791,1993
OR,judicial and legal,2211,6309183,2069,299,6027328,281855,25136,1993
OR,police protection - officers,821,3069850,821,0,3069850,0,0,1993
OR,police protection - other,285,677120,263,146,630941,46179,3965,1993
OR,corrections,2675,7297141,2577,156,7058920,238221,17442,1993
OR,highways,3428,8318066,3428,0,8318066,0,0,1993
OR,air transportation,0,0,0,0,0,0,0,1993
OR,water transport and terminals,0,0,0,0,0,0,0,1993
OR,public welfare,4356,11202551,4239,249,10711688,490863,20804,1993
OR,health,1401,3936521,1314,174,3715920,220601,15414,1993
OR,hospitals,5878,15829987,4919,1784,12454237,3375750,169782,1993
OR,social insurance administration,2279,5933445,2134,206,5510244,423201,25716,1993
OR,solid waste management,0,0,0,0,0,0,0,1993
OR,sewerage,0,0,0,0,0,0,0,1993
OR,parks and recreation,351,1097719,289,67,956569,141150,11036,1993
OR,natural resources,3113,7632758,2681,736,6666770,965988,76274,1993
OR,water transport and terminals,0,0,0,0,0,0,0,1993
OR,electric power,0,0,0,0,0,0,0,1993
OR,transit,0,0,0,0,0,0,0,1993
OR,elem and sec school instructional,0,0,0,0,0,0,0,1993
OR,elem and sec sch,0,0,0,0,0,0,0,1993
OR,elem and sec admin - clerical,0,0,0,0,0,0,0,1993
OR,elem and sec oper and maintenance,0,0,0,0,0,0,0,1993
OR,elem and sec cafeteria,0,0,0,0,0,0,0,1993
OR,elem and sec bus transportation,0,0,0,0,0,0,0,1993
OR,elem and sec health and recreation,0,0,0,0,0,0,0,1993
OR,elem and sec student employees,0,0,0,0,0,0,0,1993
OR,elem and sec unallocable,0,0,0,0,0,0,0,1993
OR,higher educ instructional,6425,31649391,5300,6924,21697078,9952313,199046,1993
OR,education - higher education other,6346,13336194,5014,9406,10978156,2358038,235804,1993
OR,education - other,916,2423533,831,111,2238288,185245,14989,1993
OR,libraries,0,0,0,0,0,0,0,1993
OR,liquor stores,164,440895,156,18,424105,16790,1377,1993
OR,other and unallocable,2510,6815197,2423,187,6651437,163760,15071,1993
PA,total,144945,397724355,129613,46261,363443360,34280995,2603190,1993
PA,financial administration,6657,16560037,6635,126,16522913,37124,3641,1993
PA,other government administration,3762,10326083,3435,1131,9051091,1274992,56124,1993
PA,judicial and legal,2295,9722663,2290,96,9357619,365044,963,1993
PA,police protection - officers,4018,13280734,4018,0,13280734,0,0,1993
PA,police protection - other,1158,2625913,1158,1,2623216,2697,84,1993
PA,corrections,9562,24192044,9519,85,24090020,102024,7602,1993
PA,highways,12828,31066445,12823,5,31056582,9863,804,1993
PA,air transportation,100,255146,100,0,255146,0,0,1993
PA,water transport and terminals,0,0,0,0,0,0,0,1993
PA,public welfare,10224,26246585,10207,37,26201707,44878,3128,1993
PA,health,2736,7767651,2715,125,7733319,34332,3655,1993
PA,hospitals,21031,48495732,19915,2698,44485466,4010266,197451,1993
PA,social insurance administration,3397,8347506,3392,10,8333560,13946,866,1993
PA,solid waste management,0,0,0,0,0,0,0,1993
PA,sewerage,0,0,0,0,0,0,0,1993
PA,parks and recreation,966,2407421,924,85,2334603,72818,7492,1993
PA,natural resources,5321,14382298,4841,729,13537927,844371,84979,1993
PA,water transport and terminals,0,0,0,0,0,0,0,1993
PA,electric power,0,0,0,0,0,0,0,1993
PA,transit,0,0,0,0,0,0,0,1993
PA,elem and sec school instructional,0,0,0,0,0,0,0,1993
PA,elem and sec sch,0,0,0,0,0,0,0,1993
PA,elem and sec admin - clerical,0,0,0,0,0,0,0,1993
