state,government_function,year,full_time_employees,full_time_pay,part_time_employees,part_time_pay,part_time_hours,full_time_equivalent_employees,total_march_pay,equivalent_employees,march_pay,total_employees,october_total_pay,total_october_pay,total_march_full_time_and_part_time_employees
MN,education - higher education instructional,2006,10398,57636605,9664,12818281,590234,13752,70454886,NA,NA,NA,NA,NA,NA
MN,education - higher education other,2006,15912,79808756,16013,13175502,1044700,21852,92984258,NA,NA,NA,NA,NA,NA
MN,education - other,2006,3360,15420785,635,955487,48718,3636,16376272,NA,NA,NA,NA,NA,NA
MN,libraries,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
MN,liquor stores,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
MN,other and unallocable,2006,3103,14106359,220,423252,22035,3229,14529611,NA,NA,NA,NA,NA,NA
MS,total,2006,49488,158234659,13760,11255690,976846,55036,169490349,NA,NA,NA,NA,NA,NA
MS,financial administration,2006,1099,3446366,36,54970,4043,1121,3501336,NA,NA,NA,NA,NA,NA
MS,other government administration,2006,449,1659382,70,77711,3304,468,1737093,NA,NA,NA,NA,NA,NA
MS,judicial and legal,2006,644,3601789,52,47809,2751,660,3649598,NA,NA,NA,NA,NA,NA
MS,police protection - officers,2006,658,2157637,0,0,0,658,2157637,NA,NA,NA,NA,NA,NA
MS,police protection - other,2006,509,1322643,0,0,0,509,1322643,NA,NA,NA,NA,NA,NA
MS,corrections,2006,3502,9182881,18,36662,2674,3517,9219543,NA,NA,NA,NA,NA,NA
MS,highways,2006,3260,8315534,11,21986,1810,3270,8337520,NA,NA,NA,NA,NA,NA
MS,air transportation,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
MS,water transport and terminals,2006,51,199932,1,816,122,52,200748,NA,NA,NA,NA,NA,NA
MS,public welfare,2006,2431,5525718,0,0,0,2431,5525718,NA,NA,NA,NA,NA,NA
MS,health,2006,2879,8504514,71,148929,6967,2918,8653443,NA,NA,NA,NA,NA,NA
MS,hospitals,2006,11788,32526271,489,869838,46702,12054,33396109,NA,NA,NA,NA,NA,NA
MS,social insurance administration,2006,794,2336222,322,668474,48807,1071,3004696,NA,NA,NA,NA,NA,NA
MS,solid waste management,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
MS,sewerage,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
MS,parks and recreation,2006,351,735928,41,37503,5289,381,773431,NA,NA,NA,NA,NA,NA
MS,housing and community development,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
MS,natural resources,2006,2821,7588410,719,608904,49092,3101,8197314,NA,NA,NA,NA,NA,NA
MS,water transport and terminals,2006,39,118732,11,9350,1313,46,128082,NA,NA,NA,NA,NA,NA
MS,electric power,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
MS,gas supply,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
MS,transit,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
MS,education - elementary and secondary instructional,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
MS,education - elementary and secondary other,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
MS,education - higher education instructional,2006,5403,30095161,1624,2424948,146148,6232,32520109,NA,NA,NA,NA,NA,NA
MS,education - higher education other,2006,8716,28879418,10208,6150145,648586,12401,35029563,NA,NA,NA,NA,NA,NA
MS,education - other,2006,1457,4256534,34,32321,4826,1485,4288855,NA,NA,NA,NA,NA,NA
MS,libraries,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
MS,liquor stores,2006,121,278010,0,0,0,121,278010,NA,NA,NA,NA,NA,NA
MS,other and unallocable,2006,2516,7503577,53,65324,4412,2540,7568901,NA,NA,NA,NA,NA,NA
MO,total,2006,79838,250445592,27131,21503333,1823828,90228,271948925,NA,NA,NA,NA,NA,NA
MO,financial administration,2006,2452,7301382,260,273360,28218,2612,7574742,NA,NA,NA,NA,NA,NA
MO,other government administration,2006,731,2182500,278,626032,35476,954,2808532,NA,NA,NA,NA,NA,NA
MO,judicial and legal,2006,3958,15977088,211,224918,19190,4067,16202006,NA,NA,NA,NA,NA,NA
MO,police protection - officers,2006,1181,4745936,0,0,0,1181,4745936,NA,NA,NA,NA,NA,NA
MO,police protection - other,2006,1138,3009950,104,68e3,8112,1184,3077950,NA,NA,NA,NA,NA,NA
MO,corrections,2006,12435,30628080,297,239572,20764,12553,30867652,NA,NA,NA,NA,NA,NA
MO,highways,2006,6350,20147334,506,880516,70820,6752,21027850,NA,NA,NA,NA,NA,NA
MO,air transportation,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
MO,water transport and terminals,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
MO,public welfare,2006,7608,17930802,436,372136,28406,7769,18302938,NA,NA,NA,NA,NA,NA
MO,health,2006,3166,8672399,279,419447,24295,3304,9091846,NA,NA,NA,NA,NA,NA
MO,hospitals,2006,10931,29792172,1517,2013114,145868,11760,31805286,NA,NA,NA,NA,NA,NA
MO,social insurance administration,2006,592,1634040,9,15116,838,597,1649156,NA,NA,NA,NA,NA,NA
MO,solid waste management,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
MO,sewerage,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
MO,parks and recreation,2006,550,1432696,295,194046,25244,693,1626742,NA,NA,NA,NA,NA,NA
MO,housing and community development,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
MO,natural resources,2006,2240,6773750,615,598162,64623,2607,7371912,NA,NA,NA,NA,NA,NA
MO,water transport and terminals,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
MO,electric power,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
MO,gas supply,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
MO,transit,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
MO,education - elementary and secondary instructional,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
MO,education - elementary and secondary other,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
MO,education - higher education instructional,2006,7857,40810944,7602,7623894,493950,10665,48434838,NA,NA,NA,NA,NA,NA
MO,education - higher education other,2006,13359,43127687,13315,5870049,719242,17453,48997736,NA,NA,NA,NA,NA,NA
MO,education - other,2006,1123,3355930,1176,1882458,121996,1816,5238388,NA,NA,NA,NA,NA,NA
MO,libraries,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
MO,liquor stores,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
MO,other and unallocable,2006,4167,12922902,231,202513,16786,4261,13125415,NA,NA,NA,NA,NA,NA
MT,total,2006,16513,57736175,7425,6468004,423795,18933,64204179,NA,NA,NA,NA,NA,NA
MT,financial administration,2006,893,2669360,109,114550,9855,952,2783910,NA,NA,NA,NA,NA,NA
MT,other government administration,2006,323,1223298,81,51640,4144,347,1274938,NA,NA,NA,NA,NA,NA
MT,judicial and legal,2006,434,1718745,101,223561,9024,486,1942306,NA,NA,NA,NA,NA,NA
MT,police protection - officers,2006,206,708264,0,0,0,206,708264,NA,NA,NA,NA,NA,NA
MT,police protection - other,2006,223,770826,12,20653,1232,231,791479,NA,NA,NA,NA,NA,NA
MT,corrections,2006,1179,3627183,34,39874,2537,1193,3667057,NA,NA,NA,NA,NA,NA
MT,highways,2006,2114,7721650,127,175192,11097,2177,7896842,NA,NA,NA,NA,NA,NA
MT,air transportation,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
MT,water transport and terminals,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
MT,public welfare,2006,1438,4523930,225,368352,26614,1590,4892282,NA,NA,NA,NA,NA,NA
MT,health,2006,736,2388464,87,127048,8261,783,2515512,NA,NA,NA,NA,NA,NA
MT,hospitals,2006,519,1553225,85,131031,9080,571,1684256,NA,NA,NA,NA,NA,NA
MT,social insurance administration,2006,803,2766245,32,49240,3236,822,2815485,NA,NA,NA,NA,NA,NA
MT,solid waste management,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
MT,sewerage,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
MT,parks and recreation,2006,71,222817,37,21525,2019,82,244342,NA,NA,NA,NA,NA,NA
MT,housing and community development,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
MT,natural resources,2006,1361,4685442,275,296162,23298,1494,4981604,NA,NA,NA,NA,NA,NA
MT,water transport and terminals,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
MT,electric power,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
MT,gas supply,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
MT,transit,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
MT,education - elementary and secondary instructional,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
MT,education - elementary and secondary other,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
MT,education - higher education instructional,2006,1637,8665946,2397,2474638,116739,2302,11140584,NA,NA,NA,NA,NA,NA
MT,education - higher education other,2006,3148,9451838,3642,2124175,179634,4172,11576013,NA,NA,NA,NA,NA,NA
MT,education - other,2006,382,1274252,92,122003,9022,433,1396255,NA,NA,NA,NA,NA,NA
MT,libraries,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
MT,liquor stores,2006,21,62645,2,2225,210,22,64870,NA,NA,NA,NA,NA,NA
MT,other and unallocable,2006,1025,3702045,87,126135,7793,1070,3828180,NA,NA,NA,NA,NA,NA
NE,total,2006,27663,92535920,11018,9279028,922858,32904,101814948,NA,NA,NA,NA,NA,NA
NE,financial administration,2006,581,1877870,15,17475,1226,587,1895345,NA,NA,NA,NA,NA,NA
NE,other government administration,2006,271,1006083,104,102302,7063,311,1108385,NA,NA,NA,NA,NA,NA
NE,judicial and legal,2006,719,3063091,72,61371,4853,746,3124462,NA,NA,NA,NA,NA,NA
NE,police protection - officers,2006,487,1887964,0,0,0,487,1887964,NA,NA,NA,NA,NA,NA
NE,police protection - other,2006,237,707094,2,2867,230,238,709961,NA,NA,NA,NA,NA,NA
NE,corrections,2006,2797,7696513,97,118984,8723,2846,7815497,NA,NA,NA,NA,NA,NA
NE,highways,2006,2135,6847083,10,19218,1167,2142,6866301,NA,NA,NA,NA,NA,NA
NE,air transportation,2006,26,92735,0,0,0,26,92735,NA,NA,NA,NA,NA,NA
NE,water transport and terminals,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NE,public welfare,2006,2512,6666269,231,226936,13475,2588,6893205,NA,NA,NA,NA,NA,NA
NE,health,2006,670,2364869,70,129975,8974,721,2494844,NA,NA,NA,NA,NA,NA
NE,hospitals,2006,3469,10835712,884,1334922,102090,4050,12170634,NA,NA,NA,NA,NA,NA
NE,social insurance administration,2006,322,1029416,13,22450,1483,330,1051866,NA,NA,NA,NA,NA,NA
NE,solid waste management,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NE,sewerage,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NE,parks and recreation,2006,237,658566,151,130625,16466,331,789191,NA,NA,NA,NA,NA,NA
NE,housing and community development,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NE,natural resources,2006,1590,4857509,774,1221951,103916,2181,6079460,NA,NA,NA,NA,NA,NA
NE,water transport and terminals,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NE,electric power,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NE,gas supply,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NE,transit,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NE,education - elementary and secondary instructional,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NE,education - elementary and secondary other,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NE,education - higher education instructional,2006,2785,15662045,1057,1514231,87468,3281,17176276,NA,NA,NA,NA,NA,NA
NE,education - higher education other,2006,5918,18242503,7128,4138391,549307,9039,22380894,NA,NA,NA,NA,NA,NA
NE,education - other,2006,517,1990931,26,35447,2213,530,2026378,NA,NA,NA,NA,NA,NA
NE,libraries,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NE,liquor stores,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NE,other and unallocable,2006,2390,7049667,384,201883,14204,2470,7251550,NA,NA,NA,NA,NA,NA
NV,total,2006,22617,95037852,10905,9455609,571499,25859,104493461,NA,NA,NA,NA,NA,NA
NV,financial administration,2006,1406,5139031,28,50058,1832,1417,5189089,NA,NA,NA,NA,NA,NA
NV,other government administration,2006,953,4219003,69,101838,4415,979,4320841,NA,NA,NA,NA,NA,NA
NV,judicial and legal,2006,628,3766812,30,62929,1259,635,3829741,NA,NA,NA,NA,NA,NA
NV,police protection - officers,2006,422,2776757,0,0,0,422,2776757,NA,NA,NA,NA,NA,NA
NV,police protection - other,2006,422,1748772,0,0,0,422,1748772,NA,NA,NA,NA,NA,NA
NV,corrections,2006,3467,14991313,65,176815,3514,3486,15168128,NA,NA,NA,NA,NA,NA
NV,highways,2006,1719,7758786,4,7032,354,1721,7765818,NA,NA,NA,NA,NA,NA
NV,air transportation,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NV,water transport and terminals,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NV,public welfare,2006,1547,5600353,13,23388,846,1551,5623741,NA,NA,NA,NA,NA,NA
NV,health,2006,1138,4911209,37,76557,2357,1151,4987766,NA,NA,NA,NA,NA,NA
NV,hospitals,2006,1109,4899325,121,336459,10674,1170,5235784,NA,NA,NA,NA,NA,NA
NV,social insurance administration,2006,389,1453568,0,0,0,389,1453568,NA,NA,NA,NA,NA,NA
NV,solid waste management,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NV,sewerage,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NV,parks and recreation,2006,181,702719,9,16804,620,185,719523,NA,NA,NA,NA,NA,NA
NV,housing and community development,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NV,natural resources,2006,1129,4580420,397,397035,18745,1235,4977455,NA,NA,NA,NA,NA,NA
NV,water transport and terminals,2006,20,107866,1,1007,46,20,108873,NA,NA,NA,NA,NA,NA
NV,electric power,2006,20,107866,1,1007,46,20,108873,NA,NA,NA,NA,NA,NA
NV,gas supply,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NV,transit,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NV,education - elementary and secondary instructional,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NV,education - elementary and secondary other,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NV,education - higher education instructional,2006,1890,11331012,2069,3324857,151969,2753,14655869,NA,NA,NA,NA,NA,NA
NV,education - higher education other,2006,3974,11243547,7990,4792382,370967,6081,16035929,NA,NA,NA,NA,NA,NA
NV,education - other,2006,123,579996,4,7056,237,124,587052,NA,NA,NA,NA,NA,NA
NV,libraries,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NV,liquor stores,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NV,other and unallocable,2006,2080,9119497,67,80385,3618,2098,9199882,NA,NA,NA,NA,NA,NA
NH,total,2006,15857,61818630,8709,8617919,534259,19076,70436549,NA,NA,NA,NA,NA,NA
NH,financial administration,2006,872,3265130,58,74458,4964,902,3339588,NA,NA,NA,NA,NA,NA
NH,other government administration,2006,313,1087698,92,100311,7370,357,1188009,NA,NA,NA,NA,NA,NA
NH,judicial and legal,2006,918,3433640,1,1151,120,919,3434791,NA,NA,NA,NA,NA,NA
NH,police protection - officers,2006,273,1344494,0,0,0,273,1344494,NA,NA,NA,NA,NA,NA
NH,police protection - other,2006,142,487191,15,2630,213,143,489821,NA,NA,NA,NA,NA,NA
NH,corrections,2006,1316,5002674,61,93752,5993,1352,5096426,NA,NA,NA,NA,NA,NA
NH,highways,2006,1676,5572890,258,304124,23721,1819,5877014,NA,NA,NA,NA,NA,NA
NH,air transportation,2006,47,193101,25,33135,2420,61,226236,NA,NA,NA,NA,NA,NA
NH,water transport and terminals,2006,7,31007,6,5285,531,10,36292,NA,NA,NA,NA,NA,NA
NH,public welfare,2006,1462,4614695,93,143934,8440,1513,4758629,NA,NA,NA,NA,NA,NA
NH,health,2006,826,3197110,77,88393,6387,865,3285503,NA,NA,NA,NA,NA,NA
NH,hospitals,2006,777,2576193,66,130684,1824,788,2706877,NA,NA,NA,NA,NA,NA
NH,social insurance administration,2006,323,988144,42,51139,3441,344,1039283,NA,NA,NA,NA,NA,NA
NH,solid waste management,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NH,sewerage,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NH,parks and recreation,2006,79,233147,213,144249,17070,182,377396,NA,NA,NA,NA,NA,NA
NH,housing and community development,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NH,natural resources,2006,356,1374925,113,120671,8013,404,1495596,NA,NA,NA,NA,NA,NA
NH,water transport and terminals,2006,23,102037,1,1063,82,23,103100,NA,NA,NA,NA,NA,NA
NH,electric power,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NH,gas supply,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NH,transit,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NH,education - elementary and secondary instructional,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NH,education - elementary and secondary other,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NH,education - higher education instructional,2006,1467,9472195,1901,3074122,121471,2199,12546317,NA,NA,NA,NA,NA,NA
NH,education - higher education other,2006,2586,10308007,4875,3601123,258793,4145,13909130,NA,NA,NA,NA,NA,NA
NH,education - other,2006,302,1087266,23,35937,2160,315,1123203,NA,NA,NA,NA,NA,NA
NH,libraries,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NH,liquor stores,2006,299,937591,424,287937,34654,508,1225528,NA,NA,NA,NA,NA,NA
NH,other and unallocable,2006,1793,6509495,365,323821,26592,1954,6833316,NA,NA,NA,NA,NA,NA
NJ,total,2006,144847,731228012,34874,36240807,1965167,156768,767468819,NA,NA,NA,NA,NA,NA
NJ,financial administration,2006,6418,27014694,513,879208,63041,6776,27893902,NA,NA,NA,NA,NA,NA
NJ,other government administration,2006,1366,7055480,40,61071,3591,1387,7116551,NA,NA,NA,NA,NA,NA
NJ,judicial and legal,2006,14816,73634992,281,416154,24971,14958,74051146,NA,NA,NA,NA,NA,NA
NJ,police protection - officers,2006,2972,21862236,0,0,0,2972,21862236,NA,NA,NA,NA,NA,NA
NJ,police protection - other,2006,1663,6307188,26,48522,2289,1676,6355710,NA,NA,NA,NA,NA,NA
NJ,corrections,2006,10238,52313942,20,39996,1468,10246,52353938,NA,NA,NA,NA,NA,NA
NJ,highways,2006,6900,33181571,908,1120251,85757,7390,34301822,NA,NA,NA,NA,NA,NA
NJ,air transportation,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NJ,water transport and terminals,2006,129,628072,4,5288,385,131,633360,NA,NA,NA,NA,NA,NA
NJ,public welfare,2006,8073,35052036,150,252693,13189,8148,35304729,NA,NA,NA,NA,NA,NA
NJ,health,2006,4464,22840510,447,1216460,22395,4597,24056970,NA,NA,NA,NA,NA,NA
NJ,hospitals,2006,17405,70139120,2453,3393429,238461,18767,73532549,NA,NA,NA,NA,NA,NA
NJ,social insurance administration,2006,1968,8068239,29,50955,3031,1985,8119194,NA,NA,NA,NA,NA,NA
NJ,solid waste management,2006,644,3644333,1,706,91,645,3645039,NA,NA,NA,NA,NA,NA
NJ,sewerage,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NJ,parks and recreation,2006,1494,6804978,1432,1735847,107451,2104,8540825,NA,NA,NA,NA,NA,NA
NJ,housing and community development,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NJ,natural resources,2006,2289,11153469,474,669608,24347,2434,11823077,NA,NA,NA,NA,NA,NA
NJ,water transport and terminals,2006,122,528601,2,2079,115,123,530680,NA,NA,NA,NA,NA,NA
NJ,electric power,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NJ,gas supply,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NJ,transit,2006,10014,49374148,827,1359580,84161,10492,50733728,NA,NA,NA,NA,NA,NA
NJ,education - elementary and secondary instructional,2006,12584,85129970,1658,2219510,111275,13342,87349480,NA,NA,NA,NA,NA,NA
NJ,education - elementary and secondary other,2006,5392,18153933,2175,1564419,115905,6179,19718352,NA,NA,NA,NA,NA,NA
NJ,education - higher education instructional,2006,7503,64553439,6931,9566808,260894,9115,74120247,NA,NA,NA,NA,NA,NA
NJ,education - higher education other,2006,18236,82597210,15687,10729170,734044,22755,93326380,NA,NA,NA,NA,NA,NA
NJ,education - other,2006,3096,15170974,560,651122,52527,3395,15822096,NA,NA,NA,NA,NA,NA
NJ,libraries,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NJ,liquor stores,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NJ,other and unallocable,2006,7061,36018877,256,257931,15779,7151,36276808,NA,NA,NA,NA,NA,NA
NM,total,2006,43645,144010662,16559,18790760,1255682,50783,162801422,NA,NA,NA,NA,NA,NA
NM,financial administration,2006,1615,5596994,184,272219,27427,1771,5869213,NA,NA,NA,NA,NA,NA
NM,other government administration,2006,214,954274,17,34409,1637,224,988683,NA,NA,NA,NA,NA,NA
NM,judicial and legal,2006,2880,10445221,153,256372,15263,2967,10701593,NA,NA,NA,NA,NA,NA
NM,police protection - officers,2006,605,2915200,0,0,0,605,2915200,NA,NA,NA,NA,NA,NA
NM,police protection - other,2006,152,1084800,0,0,0,152,1084800,NA,NA,NA,NA,NA,NA
NM,corrections,2006,3897,11809243,103,195118,13771,3975,12004361,NA,NA,NA,NA,NA,NA
NM,highways,2006,2571,7976891,0,0,0,2571,7976891,NA,NA,NA,NA,NA,NA
NM,air transportation,2006,10,38745,0,0,0,10,38745,NA,NA,NA,NA,NA,NA
NM,water transport and terminals,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NM,public welfare,2006,1585,4597975,48,94489,7676,1629,4692464,NA,NA,NA,NA,NA,NA
NM,health,2006,2304,8241493,108,226197,14316,2385,8467690,NA,NA,NA,NA,NA,NA
NM,hospitals,2006,8700,31048904,2135,5210634,330066,10575,36259538,NA,NA,NA,NA,NA,NA
NM,social insurance administration,2006,488,1345919,20,40689,2922,505,1386608,NA,NA,NA,NA,NA,NA
NM,solid waste management,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NM,sewerage,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NM,parks and recreation,2006,708,1986716,117,230364,15649,797,2217080,NA,NA,NA,NA,NA,NA
NM,housing and community development,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NM,natural resources,2006,1768,6040708,123,159071,13067,1843,6199779,NA,NA,NA,NA,NA,NA
NM,water transport and terminals,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NM,electric power,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NM,gas supply,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NM,transit,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NM,education - elementary and secondary instructional,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NM,education - elementary and secondary other,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NM,education - higher education instructional,2006,3490,11133710,3829,4916728,219286,4736,16050438,NA,NA,NA,NA,NA,NA
NM,education - higher education other,2006,9481,28017760,9545,6795456,571729,12730,34813216,NA,NA,NA,NA,NA,NA
NM,education - other,2006,1138,3918212,88,141902,9766,1194,4060114,NA,NA,NA,NA,NA,NA
NM,libraries,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NM,liquor stores,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NM,other and unallocable,2006,2039,6857897,89,217112,13107,2114,7075009,NA,NA,NA,NA,NA,NA
NY,total,2006,231256,1123941496,46742,59870704,3017454,249208,1183812200,NA,NA,NA,NA,NA,NA
NY,financial administration,2006,12322,56920738,183,350302,14683,12407,57271040,NA,NA,NA,NA,NA,NA
NY,other government administration,2006,4473,18396296,551,819260,56552,4795,19215556,NA,NA,NA,NA,NA,NA
NY,judicial and legal,2006,19424,113221518,751,2276829,98514,19983,115498347,NA,NA,NA,NA,NA,NA
NY,police protection - officers,2006,4677,35912242,0,0,0,4677,35912242,NA,NA,NA,NA,NA,NA
NY,police protection - other,2006,1606,6448848,157,244488,23748,1741,6693336,NA,NA,NA,NA,NA,NA
NY,corrections,2006,33620,146769376,454,1175535,47869,33891,147944911,NA,NA,NA,NA,NA,NA
NY,highways,2006,11849,54833505,1003,1217475,83174,12321,56050980,NA,NA,NA,NA,NA,NA
NY,air transportation,2006,141,533877,1,2922,73,141,536799,NA,NA,NA,NA,NA,NA
NY,water transport and terminals,2006,645,3688480,18,51237,2154,657,3739717,NA,NA,NA,NA,NA,NA
NY,public welfare,2006,5866,27376553,639,1338540,75861,6299,28715093,NA,NA,NA,NA,NA,NA
NY,health,2006,9191,48621103,365,1080501,41092,9425,49701604,NA,NA,NA,NA,NA,NA
NY,hospitals,2006,40420,173532694,4987,10360273,462955,43059,183892967,NA,NA,NA,NA,NA,NA
NY,social insurance administration,2006,7426,34275605,104,274207,14518,7510,34549812,NA,NA,NA,NA,NA,NA
NY,solid waste management,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NY,sewerage,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NY,parks and recreation,2006,1672,6981789,1232,2170216,167664,2624,9152005,NA,NA,NA,NA,NA,NA
NY,housing and community development,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NY,natural resources,2006,3380,16690739,95,150576,8602,3429,16841315,NA,NA,NA,NA,NA,NA
NY,water transport and terminals,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NY,electric power,2006,1705,12513791,29,85093,2927,1722,12598884,NA,NA,NA,NA,NA,NA
NY,gas supply,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NY,transit,2006,14949,87440381,284,433777,32666,15135,87874158,NA,NA,NA,NA,NA,NA
NY,education - elementary and secondary instructional,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NY,education - elementary and secondary other,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NY,education - higher education instructional,2006,17796,107904922,16181,21469827,748753,22355,129374749,NA,NA,NA,NA,NA,NA
NY,education - higher education other,2006,22773,86506650,19158,15068866,1081973,29405,101575516,NA,NA,NA,NA,NA,NA
NY,education - other,2006,4440,20965812,223,467199,22627,4569,21433011,NA,NA,NA,NA,NA,NA
NY,libraries,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NY,liquor stores,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NY,other and unallocable,2006,12881,64406577,327,833581,31049,13063,65240158,NA,NA,NA,NA,NA,NA
